name,address,longitude,latitude,location_category,location_sub_category,description,open_date,parking,pricing,free_use,contact,networks,total_plugs,port_level_type,renewable_power_supply,power_outputs_kw,Plugs_CHAdeMO,Plugs_Tesla,Plugs_CCS_SAE,Plugs_J1772,Plugs_Type2,Plugs_Three_Phase,Plugs_Commando,Plugs_Wall_AU_NZ,Plugs_Caravan_Mains_Socket,Plugs_Other,source,source_date
Tesla Destination Charger,"169 Great Alpine Rd, Harrietville",147.0650076,-36.8882638,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"1 Slalom St, Falls Creek",147.2772431,-36.8616135,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"12 Big Muster Dr, Dinner Plain",147.2405442,-37.0226507,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"1 Pambula Beach Rd, Pambula Beach",149.9074361,-36.9408856,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"1 Market St, Merimbula",149.908982,-36.8926433,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"261 Gipsy Point Rd, Gipsy Point",149.6818879,-37.478211,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"1 Nicholson St, Bairnsdale",147.6336897,-37.8245984,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Chargefox Charging Station,"35 Payne St, Bairnsdale",147.6066009,-37.8337531,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"355 Main St, Bairnsdale",147.61603,-37.82960000000001,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"19 Argyle Parade, Marlo",148.5304626,-37.7966978,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"64 Kurnai Ave, Metung",147.8541468,-37.8919669,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"321 Esplanade, Lakes Entrance",147.9849127,-37.8811709,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Evie Charging Station,"Canal Rd, Port of Sale",147.0634241,-38.1121035,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"90 MacAlister St, Sale",147.0677737,-38.1096457,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"474 Raymond St, Sale",147.065422,-38.10178399999999,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Electric Vehicle Charging Station,Nhill,141.6497436,-36.3328799,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"75 Beeamma-Parsons Rd, Padthaway",140.5029293,-36.5997174,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Chargefox Charging Station,"126 Baillie St, Horsham",142.2020619,-36.7112377,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"118 Baillie St, Horsham",142.203015,-36.711207,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Supercharger,"36 Darlot St, Horsham",142.196501,-36.715834,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"459 Limestone Coast Rd, Mount Benson",139.7574759,-36.9690738,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"40-44 Victoria St, Robe",139.7617411,-37.1657615,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"1 Victoria St, Robe",139.7581456,-37.1633538,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Electric Vehicle Charging Station,"11 Racecourse Rd, Penola",140.8429093,-37.3548826,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"98 Parker St, Dunkeld",142.3403358,-37.6489045,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"96 Jubilee Hwy E, Mount Gambier",140.7945798,-37.8323242,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"The Commodore, Jubilee Hwy E, Mount Gambier",140.7839574,-37.8231574,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"17 Lake Terrace W, Mount Gambier",140.7686,-37.8362,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"66 Julia St, Portland",141.602287,-38.348253,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"56 Sackville St, Port Fairy",142.2367563,-38.3841297,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"165 Liebig St, Warrnambool",142.4849182,-38.3821059,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"Worm Bay Rd, Warrnambool",142.4732774,-38.3969538,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"14 King St, Warrnambool",142.4813985,-38.3757499,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Supercharger,"21-23 Gateway Rd, Warrnambool",142.5191773,-38.381142,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"430 Hannan St, Kalgoorlie",121.466985,-30.752057,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Chargefox Charging Station,"577 Hannan St, Kalgoorlie",121.4553226,-30.7642298,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"2 Smith St, West Beach",121.8922502,-33.8714671,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Chargefox Charging Station,"143 Sims St, Esperance",121.8832975,-33.8440003,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"32 The Esplanade, Esperance",121.8956246,-33.859061,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Chargefox Charging Station,"Goldfields Rd, Castletown",121.9017562,-33.8448715,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"2 Yaringa Ave, Tumby Bay",136.105306,-34.386844,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"28 London St, Port Lincoln",135.869564,-34.724821,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"24 Lincoln Hwy, Port Lincoln",135.8532789,-34.715192,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"18 Tramway Terrace, Broken Hill",141.445383,-31.960247,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
NRMA Charging Station,"51 Bromide St, Broken Hill",141.4599722,-31.95998639999999,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
NRMA Charging Station,"100 Orange Ave, Mildura",142.162872,-34.1887274,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"120 Eighth St, Mildura",142.1636629,-34.1857146,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Evie Charging Station,"42 George St, Robinvale",142.774566,-34.584654,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
NRMA Charging Station,"89 Market St, Balranald",143.5647023,-34.6395331,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
NRMA Charging Station,"406 Moppett St, Hay",144.8428638,-34.5087824,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
NRMA Charging Station,"31 Twynam St, Narrandera",146.5501999,-34.7465165,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Evie Charging Station,"11 Oke St, Ouyen",142.3153681,-35.0710658,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Evie Charging Station,"135 Curlewis St, Swan Hill",143.5617643,-35.3409876,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
NRMA Charging Station,"33 Powell St, Jerilderie",145.7278158,-35.3558361,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"93 Railway Ave, Sea Lake",142.8542779,-35.5118086,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Evie Charging Station,"111 Best St, Sea Lake",142.851724,-35.50412,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"2 Ween St, Peak Hill",148.190814,-32.721249,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
NRMA Charging Station,"Carpark of Parkes Swimming Pool, 27-29 Dalton St, Parkes",148.1726235,-33.1372098,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"14 Cross St, Forbes",148.010084,-33.383476,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
NRMA Charging Station,"13-15 Shire St, West Wyalong",147.2036694,-33.923758,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"1 Box St, Barcaldine",145.284118,-23.552782,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"12 Hospital Rd, Emerald",148.1581579,-23.522791,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"44778 Warrego Hwy, Roma",148.807733,-26.575267,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Electric Vehicle Charging Station,"70 Bathurst St, Brewarrina",146.8576742,-29.96079469999999,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
NRMA Charging Station,"Neilly St, Walgett",148.1177478,-30.020713,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
NRMA Charging Station,"Skillmans Ln, Coonamble",148.387905,-30.9527772,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
NRMA Charging Station,"Kepreotes Carpark, 73 Little Barber St, Gunnedah",150.250986,-30.9781306,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"342 Conadilly St, Gunnedah",150.257659,-30.980048,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
NRMA Charging Station,"Visitor’s Centre, Newell Hwy, Coonabarabran",149.2791598,-31.27869549999999,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
NRMA Charging Station,"2 Kable Ave, Tamworth",150.9274788,-31.0904343,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Supercharger,"58 Phillip St, West Tamworth",150.917126,-31.101649,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"248 Armidale Rd, Tamworth",150.940591,-31.098492,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"1 Olivia Terrace, Carnarvon",113.6550701,-24.884132,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"34 David Brand Dr, Brockman",113.6530501,-24.8801725,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Chargefox Charging Station,"1 Monkey Mia Rd, Monkey Mia",113.7175314,-25.7940324,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"Lot 3 N W Coastal Hwy, Meadow",114.614277,-26.8172989,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Electric Vehicle Charging Station,"72 Grey St, Kalbarri",114.166323,-27.7089329,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"Lot 1090 De Witt Rd, Karratha",116.8485293,-20.7522212,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"1 Cable Beach Rd E, Broome",122.2128879,-17.9285731,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Chargefox Charging Station,"McDaniel Rd, Minyirr",122.2047402,-17.9825923,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Chargefox Charging Station,"1 Hamersley St, Broome",122.2412406,-17.9535534,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Chargefox Charging Station,"8 Short St, Broome",122.2434468,-17.9525009,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"323 Great Northern Hwy, Broome",122.082736,-18.33008,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"93 Barrett Dr, Alice Springs",133.8774259,-23.7189634,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"65 Bath St, Alice Springs",133.879082,-23.701045,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Electric Vehicle Charging Station,"28 Railway Terrace, Alice Springs",133.8787629,-23.6976058,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
OutbackEV,"28 Railway Terrace, Alice Springs",133.878552,-23.6982978,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"1 Hutchison St, Coober Pedy",134.7543206,-29.0106166,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"Lot 1603 Hutchison St, Coober Pedy",134.7585,-29.02227,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Tesla Destination Charger,"66/76 McKenzie St, Ceduna",133.6846947,-32.1229775,,,,,,,,,,0.0,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Google_API,22/08/2022
Geelong Supercharger,"470-510 Princes Hwy, Geelong, VIC, Australia, 3214",144.382451,-38.065192,,,,,,,,61280152834,['Supercharger'],6.0,,,[250.0],0.0,6,0.0,0.0,0.0,0.0,,0.0,0.0,,PlugShare_Scrape,20/08/2022
Penguin Parade Visitor's Centre,"995 Ventnor Road Summerlands VIC 3922, Australia",145.148488,-38.505496,,,,,,,,,['Non-networked'],2.0,,,[25.0],1.0,0,1.0,0.0,0.0,0.0,,0.0,0.0,,PlugShare_Scrape,20/08/2022
Mornington Supercharger,"75 Mornington-Tyabb Rd, Mornington VIC 3931, Australia",145.051085,-38.234305,,,,,,,,61280152834,['Supercharger'],6.0,,,[250.0],0.0,6,0.0,0.0,0.0,0.0,,0.0,0.0,,PlugShare_Scrape,20/08/2022
Kingston Village Square (DC Fast Charger),"Kingston Village Square, Grubb Rd, Ocean Grove VIC 3226, Australia",144.540122,-38.246677,,,,,,,,1300518038,['Chargefox'],4.0,,,"[50.0, 'unknown']",1.0,0,1.0,0.0,2.0,0.0,,0.0,0.0,,PlugShare_Scrape,20/08/2022
BIG4 Phillip Island Caravan Park,"24 Old Bridge Drive, Newhaven VIC 3925, Australia",145.35646,-38.516829,,,,,,,,0359567227,['Non-networked'],2.0,,,['unknown'],0.0,0,0.0,0.0,0.0,0.0,,1.0,1.0,,PlugShare_Scrape,20/08/2022
Sorrento Community Centre,"860 Melbourne Rd, Sorrento VIC 3943, Australia",144.737043,-38.33856,,,,,,,,,['Evie Networks'],8.0,,,[50.065],4.0,0,4.0,0.0,0.0,0.0,,0.0,0.0,,PlugShare_Scrape,20/08/2022
CTR Whittlesea,"74A Church St, Whittlesea VIC 3757, Australia",145.118412,-37.51059,,,,,,,,611300463843,['Evie Networks'],4.0,,,[50.065],2.0,0,2.0,0.0,0.0,0.0,,0.0,0.0,,PlugShare_Scrape,20/08/2022
Rye & Sorrento Camping,"1380 Point Nepean Rd Portsea VIC 3944, Australia",144.718201,-38.320637,,,,,,,,1300850600,['Non-networked'],1.0,,,['unknown'],0.0,0,0.0,0.0,0.0,0.0,,1.0,0.0,,PlugShare_Scrape,20/08/2022
McDonald’s Melton South,"179-253 Exford Rd, Weir Views VIC 3338, Australia",144.572251,-37.722801,,,,,,,,1300463843,['Evie Networks'],8.0,,,[50.0],4.0,0,4.0,0.0,0.0,0.0,,0.0,0.0,,PlugShare_Scrape,20/08/2022
RACV Torquay Resort,"1 Great Ocean Road, Jan Juc, Victoria, Australia, VIC 3228",144.310815,-38.34035,,,,,,,,61352611600,"['Tesla Destination', 'Chargefox', 'Non-networked']",11.0,,,"[350.0, 50.0, 'unknown', 6.0]",4.0,2,4.0,1.0,0.0,0.0,,0.0,0.0,,PlugShare_Scrape,20/08/2022
Leisurelink Aquatic & Recreation Centre (Coming Soon),"240 Pioneer Rd, Waurn Ponds VIC 3216, Australia",144.321073,-38.197536,,,,,,,,,['Non-networked'],4.0,,,[50.0],2.0,0,2.0,0.0,0.0,0.0,,0.0,0.0,,PlugShare_Scrape,20/08/2022
Club Trillium (gym/pool) carpark,"Trillium Boulevard, Mickleham VIC 3064, Australia",144.893834,-37.565285,,,,,,,,1300300885,['Non-networked'],1.0,,,['unknown'],0.0,0,0.0,1.0,0.0,0.0,,0.0,0.0,,PlugShare_Scrape,20/08/2022
Chelsea Swansea Road Car Park,"1 Swansea Rd, Chelsea 3196, Australia",145.115952,-38.054795,,,,,,,,1300463843,['Evie Networks'],8.0,,,[50.065],4.0,0,4.0,0.0,0.0,0.0,,0.0,0.0,,PlugShare_Scrape,20/08/2022
Ampol Dandenong Stud Road,"Corner Stud And, Heatherton Rd, Dandenong VIC 3175, Australia",145.223814,-37.97134,,,,,,,,,['Evie Networks'],8.0,,,[350.0],4.0,0,4.0,0.0,0.0,0.0,,0.0,0.0,,PlugShare_Scrape,20/08/2022
Uni Hill Town Centre,"Shop 17/5 Janefield Dr, Bundoora VIC 3083, Australia",145.071032,-37.683069,,,,,,,,,['Evie Networks'],8.0,,,[50.0],4.0,0,4.0,0.0,0.0,0.0,,0.0,0.0,,PlugShare_Scrape,20/08/2022
De Bortoli Wines Dixons Creek,"58 Pinnacle Ln, Dixons Creek VIC 3775, Australia",145.412205,-37.596809,,,,,,,,,"['Tesla Destination', 'Non-networked']",4.0,,,"['unknown', 22.0]",0.0,2,0.0,0.0,1.0,0.0,,1.0,0.0,,PlugShare_Scrape,20/08/2022
Bollygum Park,"Bollygum Park, 40 Whittlesea-Kinglake Rd, Kinglake VIC 3763, Australia",145.339116,-37.529366,,,,,,,,,['Non-networked'],1.0,,,['unknown'],0.0,0,0.0,0.0,0.0,0.0,,1.0,0.0,,PlugShare_Scrape,20/08/2022
Moonee Ponds Supercharger,"665 Mt Alexander Rd, Moonee Ponds VIC 3039, Australia",144.923586,-37.765834,,,,,,,,,['Supercharger'],6.0,,,[120.0],0.0,6,0.0,0.0,0.0,0.0,,0.0,0.0,,PlugShare_Scrape,20/08/2022
Sundowner Rockbank Caravan Park,"Rockbank VIC 3335, Australia",144.659873,-37.730067,,,,,,,,03 9747 1340,['Non-networked'],1.0,,,['unknown'],0.0,0,0.0,0.0,0.0,0.0,,1.0,0.0,,PlugShare_Scrape,20/08/2022
Red Rooster Vermont,"401 Canterbury Rd, Vermont 3134, Australia",145.213897,-37.83192,,,,,,,,,['Evie Networks'],4.0,,,[50.065],2.0,0,2.0,0.0,0.0,0.0,,0.0,0.0,,PlugShare_Scrape,20/08/2022
Queenscliff Brewhouse,"2 Gellibrand St, Queenscliff, Australia, VIC 3225",144.663211,-38.265713,,,,,,,,,['Non-networked'],1.0,,,[7.0],0.0,1,0.0,0.0,0.0,0.0,,0.0,0.0,,PlugShare_Scrape,20/08/2022
Westfield Airport West,"29-35 Louis St, Airport West VIC 3042, Australia",144.885527,-37.713651,,,,,,,,1300518038,['Chargefox'],8.0,,,"[50.0, 350.0]",2.0,0,6.0,0.0,0.0,0.0,,0.0,0.0,,PlugShare_Scrape,20/08/2022
Shell Taylors Lakes,"Coles Express 410 Melton Highway, Taylors Lakes VIC 3038, Australia",144.78212,-37.69657,,,,,,,,1300463843,['Evie Networks'],8.0,,,[350.0],4.0,0,4.0,0.0,0.0,0.0,,0.0,0.0,,PlugShare_Scrape,20/08/2022
Tooradin Airfield / Wings & Fins Seafood Restaurant,"3260 S Gippsland Hwy, Tooradin VIC 3980, Australia",145.422459,-38.214809,,,,,,,,,['Tesla Destination'],1.0,,,[5.0],0.0,1,0.0,0.0,0.0,0.0,,0.0,0.0,,PlugShare_Scrape,20/08/2022
Woodman Estate,"136 Graydens Road Moorooduc VIC 3933, Australia",145.125377,-38.282256,,,,,,,,59788455,['EVUp'],2.0,,,['unknown'],0.0,0,0.0,0.0,2.0,0.0,,0.0,0.0,,PlugShare_Scrape,20/08/2022
Middy’s Port Melbourne,"2 Thackray Rd, Port Melbourne VIC 3207, Australia",144.925718,-37.828073,,,,,,,,,['Chargefox'],2.0,,,[25.0],1.0,0,1.0,0.0,0.0,0.0,,0.0,0.0,,PlugShare_Scrape,20/08/2022
BIG4 Mornington Peninsula Holiday Park,"2 Robinsons Rd, Frankston VIC 3199, Australia",145.141541,-38.174557,,,,,,,,,['Non-networked'],1.0,,,['unknown'],0.0,0,0.0,0.0,0.0,0.0,,1.0,0.0,,PlugShare_Scrape,20/08/2022
Club Delaray,"20 Alphey Road, Clyde North VIC 3978, Australia",145.336394,-38.110037,,,,,,,,,['EVUp'],1.0,,,['unknown'],0.0,0,0.0,0.0,1.0,0.0,,0.0,0.0,,PlugShare_Scrape,20/08/2022
Wanzl / Rectifier Technologies,"97 Highbury Rd, Burwood VIC 3125, Australia",145.104433,-37.85402,,,,,,,,1300518038,['Chargefox'],1.0,,,['unknown'],0.0,0,1.0,0.0,0.0,0.0,,0.0,0.0,,PlugShare_Scrape,20/08/2022
Camberwell Supercharger,"793 Burke Road , Camberwell, VIC, Australia, 3124",145.05643,-37.828606,,,,,,,,,['Supercharger'],6.0,,,[120.0],0.0,6,0.0,0.0,0.0,0.0,,0.0,0.0,,PlugShare_Scrape,20/08/2022
Melbourne Richmond Supercharger,"650 Church St, Cremorne VIC 3121, Australia",144.995807,-37.831997,,,,,,,,,['Supercharger'],4.0,,,[120.0],0.0,4,0.0,0.0,0.0,0.0,,0.0,0.0,,PlugShare_Scrape,20/08/2022
