name,address,longitude,latitude,description,parking,pricing,contact,networks,total_plugs,renewable_power_supply,Plugs_CHAdeMO,Plugs_Tesla,Plugs_CCS_SAE,Plugs_J1772,Plugs_Type2,Plugs_Three_Phase,Plugs_Commando,Plugs_Wall_AU_NZ,Plugs_Caravan_Mains_Socket,Plugs_Other,power_outputs_kw,source,source_date
ChargePoint Charging Station,"99 Jukes Rd, Fawkner",144.9695005,-37.70247639999999,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,Prahran,144.9925299,-37.8486608,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"637-641 Chapel St, South Yarra",144.9954705,-37.8377242,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"485 Bourke St, Melbourne",144.9595931,-37.8158872,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"Level Ground & Lower Parking, p1/25 Collins St, Melbourne",144.973402,-37.8143033,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"123 Collins St, Melbourne",144.9697022,-37.81482680000001,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"59 Lonsdale St, Melbourne",144.9705139,-37.8100234,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Electric Vehicle Charging Station,"Car Park, 620 Victoria St, Richmond",145.0123035,-37.811869,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"8 Whiteman St, Southbank",144.957692,-37.825511,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Porsche Destination Charging Station,"474 Flinders St, Melbourne",144.9583003,-37.8198211,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"65 Queens Rd, Albert Park",144.9781768,-37.8493627,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Supercharger,"Moonee Ponds Central Kmart Mall, Moonee Ponds Central - Level P2, 14-16 Hall St, Moonee Ponds",144.922798,-37.765595,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,Hangar 131 Lionel Essendon Airport,144.8929353,-37.7198886,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
ChargePoint Charging Station,"20 William St, Hawthorn",145.0398254,-37.8208618,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Evie Charging Station,"Janefield Dr, Bundoora",145.0710002,-37.6830604,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
ChargePoint Charging Station,"619 Doncaster Rd, Doncaster",145.1257933,-37.7852548,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
ChargePoint Charging Station,"755 Toorak Rd, Hawthorn East",145.0420954,-37.8448741,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
ChargePoint Charging Station,"181 Reynolds Rd, Doncaster East",145.168488,-37.7621431,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"175 Maroondah Hwy, Ringwood",145.2295859,-37.8147452,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"114 Flinders St, Melbourne",144.970955,-37.816238,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"649 Bridge Rd, Richmond",145.0130928,-37.8197106,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Supercharger,"793 Burke Rd, Camberwell",145.0563957,-37.8286488,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Better Place Australia Pty Ltd,"114 Balmain St, Richmond",144.9962023,-37.830378,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"Cato St, Prahran",144.9923793,-37.8481433,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"Russell St Ext, Melbourne",144.9712506,-37.8177027,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Evie Charging Station,"401 Canterbury Rd, Vermont",145.2138971,-37.83192,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"4/16 Devon St, Croydon",145.2798645,-37.7969198,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Electric Vehicle Charging Station,"109 Moora Rd, Mount Toolebewong",145.5676924,-37.7213514,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"460-462 Maroondah Hwy, Lilydale",145.3633891,-37.7548427,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"30 Woods Point Rd, Warburton",145.7053618,-37.7533643,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"455 Ballan Rd, Wyndham Vale",144.61406,-37.87543420000001,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"57 Cortland St, Wyndham Vale",144.6274167,-37.8769927,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"Derrimut Rd, Heaths Rd, Werribee",144.679638,-37.875247,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
ChargePoint Charging Station,"Dunnings Rd, Point Cook",144.7361376,-37.8843257,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"1 Donald St, Laverton",144.7692184,-37.865406,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
ChargePoint Charging Station,"411 Dunnings Rd, Point Cook",144.7341883,-37.8842556,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"Corner Main &, Murnong St, Point Cook",144.735883,-37.883862,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
EVup Charging Station,"Unit 32/536 Clayton Rd, Clayton South",145.117778,-37.9427717,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"1341 Dandenong Rd, Chadstone",145.081194,-37.886676,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
ChargePoint Charging Station,"1239-1241 Nepean Hwy, Cheltenham",145.0548509,-37.9584609,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
ChargePoint Charging Station,"783 Springvale Rd, Mulgrave",145.1575352,-37.9219276,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
ChargePoint Charging Station,"235 Springvale Rd, Glen Waverley",145.1651138,-37.8754685,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
ChargePoint Charging Station,"20 Corporate Dr, Heatherton",145.0803496,-37.9509025,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
EVolution Electric Car Charger,"28 Westminster St, Oakleigh",145.0954823,-37.90318450000001,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Evie Charging Station,"Ampol Dandenong, CNR STUD RD AND, Heatherton Rd, Dandenong",145.2237479,-37.9716443,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Evie Charging Station,"Corner Stud &, Fulham Rd, Rowville",145.2375523,-37.9214041,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Evie Charging Station,"1 Chelsea Rd, Chelsea",145.1159521,-38.0547951,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
ChargePoint Charging Station,"260-284 Frankston - Dandenong Rd, Dandenong South",145.2116802,-38.0270921,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"550 Princes Hwy, Noble Park North",145.1800715,-37.9528594,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"5-17 Doveton Ave, Eumemmerring",145.250432,-38.002297,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"388-404 Frankston - Dandenong Rd, Bangholme",145.209861,-38.041583,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"Knox City Council Civic Centre, 511 Burwood Hwy, Wantirna South",145.244814,-37.8717032,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"361 Mount Dandenong Tourist Rd, Sassafras",145.353055,-37.863358,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"Waverley Gardens, 271 Police Rd, Mulgrave",145.1898176,-37.9357283,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"182 Kidds Rd, Doveton",145.2327025,-37.9854814,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Evo,"10 Henderson Rd, Knoxfield",145.2478032,-37.899758,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"181 Reynolds Rd, Doncaster East",145.1678517,-37.7620701,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"675 Anglesea Rd, Freshwater Creek",144.2761518,-38.2597312,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"10 Cunningham St, Geelong",144.3611524,-38.1432386,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"99 Barrabool Rd, Belmont",144.341445,-38.166789,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"Units 5 & 6, 8 Lewalan St, Grovedale",144.3446038,-38.1975468,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Supercharger,"470-510 Princes Hwy, Corio",144.3824016,-38.0651738,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"46 Central Bvd, Armstrong Creek",144.3690613,-38.231627,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"Weddell Rd, North Geelong",144.3453241,-38.1293411,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"122-160 Grubb Rd, Ocean Grove",144.5401692,-38.2466497,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"31-39 Kensington Rd, Leopold",144.4644131,-38.1862205,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"76 Royal Ave, Sandringham",145.0177174,-37.95937610000001,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Electric Vehicle Charging Station,"325A Bay Rd, Cheltenham",145.0385755,-37.95567320000001,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"10 Research Way, Clayton",145.1311389,-37.9078295,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Electric Vehicle Charging Station,Mornington,145.0612025,-38.2207233,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Evolution Universal Charging Station,"23-25 Bunney Rd, Oakleigh South",145.0977292,-37.9326298,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Supercharger,Mornington,145.0510339,-38.2344065,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"565-577 Springvale Rd, Mulgrave",145.1595382,-37.9061272,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"917 Princes Hwy, Springvale",145.1437915,-37.9280757,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"Scenic Blvd, Clayton",145.1349813,-37.9121995,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
ChargePoint Charging Station,"66 Deoro Parade, Clyde North",145.336415,-38.1099888,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Electric Vehicle Charging Station,"1063 S Gippsland Hwy, Cranbourne",145.2795685,-38.0870087,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"4 Flicka Blvd, Cranbourne West",145.2488922,-38.1018166,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"211 Lloyd St, Moe",146.2378956,-38.1843918,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Supercharger,"13 Bell St, Moe",146.2589928,-38.1730031,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"166-188 Franklin St, Traralgon",146.5396692,-38.1938585,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"8 Stratton Dr, Traralgon East",146.5644802,-38.1890123,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"10 Hoveys Rd, Barongarook",143.5642972,-38.4440516,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"52/56 Murray St E East, Murray St E, Colac",143.597914,-38.3380949,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"66 Queen St, Colac",143.5929589,-38.3409955,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"1 Great Ocean Rd, Torquay",144.3108252,-38.3403529,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"1280 Blackgate Rd, Freshwater Creek",144.2529007,-38.2776991,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Evie Charging Station,"860 Melbourne Rd, Sorrento",144.7370428,-38.3385599,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"14 Nelson St, Rye",144.8209683,-38.37097680000001,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Porsche Destination Charger,"70 Sandy Rd, Fingal",144.8593966,-38.4188315,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"306 Jetty Rd, Rosebud",144.911133,-38.3809342,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"120 Arthurs Seat Rd, Red Hill",145.018648,-38.3720972,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"Level B1 Trent Jones Dr, Cape Schanck",144.893372,-38.4613003,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"Trent Jones Dr, Cape Schanck",144.8935702,-38.4618792,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"26 Merricks Rd, Merricks",145.0862108,-38.3859126,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"28 Beach St, Frankston",145.1251614,-38.1404264,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Electric Vehicle Charging Station,"65 Chapel St, Cowes",145.2401507,-38.4513472,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"1 Balfour Pl, Churchill",146.4196464,-38.3154996,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"23-31 Cook St, Flinders",145.019202,-38.474449,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Electric Vehicle Charging Station,"Shop 3/48 Cook St, Flinders",145.0169587,-38.4732656,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"995 Ventnor Rd, Summerlands",145.1484845,-38.5054786,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"17 Potters Hill Rd, San Remo",145.3923672,-38.5226633,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"1 Marlin Phillip Island, 1 Marlin St, Smiths Beach",145.260004,-38.504561,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"3529 Bass Hwy, Kilcunda",145.4761368,-38.5492496,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"2 Cuttriss St, Inverloch",145.7417371,-38.6338565,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"70 Cape Paterson-Inverloch Rd, Inverloch",145.6860431,-38.6490211,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"156 Grant St, Yarram",146.6743971,-38.5644854,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"32 Rodgers St, Yarram",146.6740184,-38.5607634,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"29/35 Great Ocean Rd, Apollo Bay",143.6699175,-38.75884,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"2 Moore St, Apollo Bay",143.6685635,-38.7569719,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"4 Periwinkle Pl, Cape Paterson",145.6056856,-38.668067,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"1 Old Waratah Rd, Fish Creek",146.0827312,-38.6943748,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Evie Charging Station,"13125 Hume Hwy, Sutton Forest",150.2250857,-34.6077194,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"3020 Old Hume Hwy, Berrima",150.3606112,-34.4691351,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Electric Vehicle Charging Station,"901 Penrose Rd, Penrose",150.2122387,-34.6725839,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"32A Penrose Rd, Bundanoon",150.2940768,-34.6598753,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"27 Arthur St, Moss Vale",150.3711343,-34.5543207,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
NRMA Charging Station,"RSL, 9 Bessemer St, Mittagong",150.4424426,-34.4500891,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"1 Ferguson Cres, Mittagong",150.4615802,-34.4472988,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"51 Burradoo Rd, Burradoo",150.416673,-34.496986,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"Horderns Rd, Milton Park",150.481303,-34.499128,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"5 Norton Ln, Bowral",150.4471816,-34.4967494,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Evie Charging Station,"Moombara St, Dapto",150.7942065,-34.4952011,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Electric Vehicle Charging Station,"Building 237, Innovation Campus, 2522 Innovation Wy, Fairy Meadow",150.89972,-34.400113,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"71 Market St, Wollongong",150.8922982,-34.4233773,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Electric Vehicle Charging Station,"200 Crown St, Wollongong",150.8923068,-34.4236131,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"Harbour Blvd, Shell Cove",150.8660341,-34.5886277,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
ChargePoint Charging Station,"211 Lake Entrance Rd, Shellharbour City Centre",150.8380103,-34.5637993,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
EVlink Charging Station,"The Place @ Warrawong Plaza Shopping Centre, Warrawong",150.8878774,-34.4861758,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Electric Vehicle Charging Station,"Level 2 Top Carpark, Plaza, Cowper St, Warrawong",150.8908284,-34.48696109999999,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"19 Princes Hwy, Figtree",150.8634504,-34.4373673,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"39 Seignior St, Junee",147.5823559,-34.8710083,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
NRMA Charging Station,"Riverside Dr, Jugiong",148.3256679,-34.823443,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
NRMA Charging Station,"81 Meehan St, Yass",148.9124838,-34.8412321,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"86 Meehan St, Yass",148.9128712,-34.8418833,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Electric Vehicle Charging Station,"86-88 Yass St, Gunning",149.2666719,-34.7823725,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"53 Sydney Rd, Goulburn",149.7496447,-34.7479625,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Supercharger,"201 Sloane St, Goulburn",149.7210045,-34.7555245,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"77 Lagoon St, Goulburn",149.7290801,-34.7471037,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"Moosewood Holiday Rental, 638 Jacks Corner Rd, Kangaroo Valley",150.5340298,-34.7363075,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"320 Princes Hwy, Bomaderry",150.595536,-34.8435685,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"114 Radiata Rd, Kangaroo Valley",150.4536914,-34.7409333,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
NRMA Charging Station,"140 Queen St, Berry",150.7010568,-34.7756058,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Supercharger,"B640 Princes Hwy, Berry",150.636711,-34.808254,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"30 Staples St, Shoalhaven Heads",150.7479884,-34.8503727,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"51 Andersons Ln, Jaspers Brush",150.6684361,-34.7848845,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"11 Coolangatta Rd, Coolangatta",150.734083,-34.83925,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
NRMA Charging Station,"8/24 Cross St, Wagga Wagga",147.373713,-35.10833950000001,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Electric Vehicle Charging Station,"34 Annie Pyers Dr, Muttama",148.1098457,-35.0021213,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Supercharger,"34 Annie Pyers Dr, Gundagai",148.1098243,-35.0021284,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Evie Charging Station,"2 Hercules St, Murrumbateman",149.0301422,-34.9693216,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"34 Isabel Dr, Murrumbateman",149.0083004,-34.9778546,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"89 Haskins Way, Gundaroo",149.2796141,-35.1078084,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"188 Fernleigh Rd, Glenfield Park",147.3415227,-35.1310466,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"Don, Don Kendell Drive, Wagga Wagga",147.4595825,-35.1581436,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Evie Charging Station,"32 Sydney St, Tarcutta",147.7355748,-35.2771728,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"3241 Hume Hwy, Mount Adrah",147.82203,-35.1969851,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"1-5 Capper St, Tumut",148.2151977,-35.2952978,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Strathnairn Electric Vehicle Charging Station,"90 Stockdill Dr, Holt",148.9942611,-35.23220209999999,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
ActewAGL Charging Station,Canberra,149.1285266,-35.2796713,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Evie Charging Station,"1 Rogan St, Canberra",149.1878151,-35.3093289,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"148 Bunda St, Canberra",149.1345,-35.2786,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"2 Dairy Rd, Fyshwick",149.1655651,-35.3224195,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"8 National Circuit, Barton",149.1342812,-35.3075962,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"18 National Circuit, Barton",149.133236,-35.312247,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"1 London Cct, Canberra",149.125867,-35.28388,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
