name,address,longitude,latitude,description,parking,pricing,contact,networks,total_plugs,renewable_power_supply,Plugs_CHAdeMO,Plugs_Tesla,Plugs_CCS_SAE,Plugs_J1772,Plugs_Type2,Plugs_Three_Phase,Plugs_Commando,Plugs_Wall_AU_NZ,Plugs_Caravan_Mains_Socket,Plugs_Other,power_outputs_kw,source,source_date
Tesla Destination Charger,"1 Binara St, Canberra",149.134363,-35.282348,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Evie Charging Station,"19 Furneaux St, Forrest",149.1315182,-35.3195495,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Electric Vehicle Charging Station,Nicholls,149.0849911,-35.1921089,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Evie Charging Station,"12 Challis St, Dickson",149.1357939,-35.2516986,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Evie Charging Station,"Kendall Ln, New Acton",149.1252605,-35.2854861,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"22 Lonsdale St, Braddon",149.133187,-35.272771,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"120 Commonwealth Ave, Canberra",149.1248139,-35.299456,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"Australian Capital Territory 2609, Australia",149.1903054,-35.2999075,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Supercharger,"Catalina Dr, Pialligo",149.1902583,-35.2943016,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"Northbourne Ave &, Girrahween St, Braddon",149.130952,-35.2706024,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"57 Ellendon St, Bungendore",149.439567,-35.2577496,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"31 Berrara Rd, Berrara",150.5489583,-35.2090336,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"191 Mitchell Parade, Mollymook",150.4850878,-35.3224572,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"3/722 Little River Rd, Tumut",148.3391796,-35.3327352,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Evie Charging Station,"Anketell St, Greenway",149.0723477,-35.4228204,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Electric vehicle charging station,Phillip,149.0849759,-35.34576759999999,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"42 Halley St, Chisholm",149.1286795,-35.4141012,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"72 South St, Ulladulla",150.4729417,-35.36069579999999,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"2 Shepherd St, Mollymook",150.47273,-35.3397,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"87 Tallwood Ave, Mollymook",150.476378,-35.3250559,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"22-24 Princes Hwy, Mollymook",150.470222,-35.346201,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"Unit 10/1A Mitchell Parade, Mollymook",150.4722901,-35.3351273,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
NRMA Charging Station,"Greater Hume Shire Visitor Information Centre, Prospect St, Holbrook",147.3176963,-35.7176456,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Electric Vehicle Charging Station,"4 Reed St N, Greenway",149.0653968,-35.4187538,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
NRMA Charging Station,"Visitor Information Centre, 2A Beach Rd, Batemans Bay",150.1754455,-35.7085417,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"2 Beach Rd, Batemans Bay",150.1790146,-35.7088755,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"51 Orient St, Batemans Bay",150.1774486,-35.7105548,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
EVSE Charging Station,"103 Bruce Cameron Dr, Moruya",150.1374946,-35.9061213,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"18 Imlay St, Broulee",150.172222,-35.855908,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"222 Beach Rd, Batehaven",150.1974261,-35.7310074,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"2352 George Bass Dr, Broulee",150.164439,-35.8427169,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Evie Charging Station,"Manning River Dr, Taree",152.4706169,-31.943323,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"23-25 Oxley St, Taree",152.4773699,-31.9028941,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Electric Vehicle Charging Station,"3F87+8X, Taree South",152.465243,-31.9343127,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
NRMA Charging Station,"167 Kelly St, Scone",150.8666636,-32.0504269,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"205 Kelly St, Scone",150.867089,-32.051612,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
NRMA Charging Station,"37 Nabiac St, Nabiac",152.3815741,-32.0990659,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"97 Cobra St, Dubbo",148.608648,-32.2547039,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
NRMA Charging Station,"76 Wingewarra St, Dubbo",148.6093675,-32.2493347,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"109 Whylandra St, Dubbo",148.5897953,-32.2522592,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Supercharger,"76 Wingewarra St, Dubbo",148.609182,-32.24995,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"109 Cobra St, Dubbo",148.6100405,-32.2549309,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"123 Breese Parade, Forster",152.5198352,-32.1997712,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,Eurunderee,149.5842402,-32.5359818,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Electric Vehicle Charging Station,"22-24 Almond St, Denman",150.6818747,-32.3832017,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Supercharger,"3483 Golden Hwy, Jerrys Plains",150.832258,-32.4473023,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"424-426 Moonabung Rd, Vacy",151.5007259,-32.542331,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
NRMA Charging Station,"99 Mortimer St, Mudgee",149.5862694,-32.5937353,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"433 Ulan Rd, Mudgee",149.620316,-32.563097,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"84 Market St, Mudgee",149.5852265,-32.590169,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"997 Milbrodale Rd, Broke",151.073392,-32.746398,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"CNR Hermitage Rd and Mistletow Ln, Mistletoe Ln, Pokolbin",151.2606051,-32.7277493,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"555 Hermitage Rd, Pokolbin",151.262368,-32.696471,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"22 Empire St, Branxton",151.3506407,-32.6701813,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"6 Muir St, Medowie",151.8673488,-32.7389381,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"147 Soldiers Point Rd, Soldiers Point",152.071401,-32.711458,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"403 Tarean Rd, Karuah",151.9625777,-32.6539339,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"Sunset Blvd, Soldiers Point",152.0626909,-32.7013877,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"3 Government Rd, Nelson Bay",152.1429829,-32.720737,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"22 Buchanan St, Kandos",149.9730966,-32.86006,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"558 Wollombi Rd, Broke",151.081558,-32.78369,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"Briar Ridge Vineyard, 593 Mount View Rd, Mount View",151.2986031,-32.8394132,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
NRMA Charging Station,"2090 Broke Rd, Pokolbin",151.2982486,-32.7734377,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"1596 Broke Rd, Pokolbin",151.2519858,-32.7591131,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"336 Oakey Creek Rd, Pokolbin",151.305451,-32.8087019,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"Brokenwood, 401-427 McDonalds Rd, Pokolbin",151.2992755,-32.7760383,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
ChargePoint Charging Station,"430 Wine Country Dr, Lovedale",151.348559,-32.7815473,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
NRMA Charging Station,"76 Cowper St, Wallsend",151.6697665,-32.9027147,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"Cowper St & Kokera Street, Kokera S St, Wallsend",151.6677075,-32.9033648,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
ChargePoint Charging Station,"389 Stockland Dr, Glendale",151.6440463,-32.9357384,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
ChargePoint Charging Station,"19 Mitchell Dr, East Maitland",151.5899059,-32.7623661,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"10 Rugby Rd, New Lambton",151.7148698,-32.9207905,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"1 Molly Morgan Dr, East Maitland",151.590355,-32.762583,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"28 Blue Gum Rd, Jesmond",151.6906478,-32.9027831,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"100 George Booth Dr, Cameron Park",151.5977719,-32.9162519,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"387 Lake Rd, Glendale",151.6443922,-32.935571,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"University Dr, Callaghan",151.7041243,-32.8955075,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"387 Lake Rd, Glendale",151.6427291,-32.9343206,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,Callaghan,151.7019667,-32.8918473,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"Smith St, Newcastle West",151.7607083,-32.9303609,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Supercharger,"2285 Pacific Hwy, Heatherbrae",151.727704,-32.787812,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Electric Vehicle Charging Station,"1024 Nelson Bay Rd, Fern Bay",151.7928865,-32.8709052,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"5 King St, Newcastle",151.7848055,-32.929224,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"Wharf Rd &, Merewether St, Newcastle",151.7731152,-32.9251417,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"26 William St, Mayfield",151.7444244,-32.8918249,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"1 Laman St, Newcastle",151.7724183,-32.9291563,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"233 Wharf Rd, Newcastle",151.7789671,-32.9259083,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"260 Craft Rd, Wollombi",151.177975,-32.950657,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Electric Vehicle Charging Station,"228/234 Pacific Hwy, Swansea",151.6370791,-33.0921325,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"290 Pacific Hwy, Charlestown",151.7005234,-32.9569095,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"126-138 Main Rd, Speers Point",151.6240823,-32.9599169,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
NRMA Charging Station,"Orange Civic Centre Car Park, 151A Byng St, Orange",149.102683,-33.2814356,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"Ross Hill Wines, 134 Wallace Ln, Orange",149.044231,-33.334088,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"49 Nile St, Orange",149.112571,-33.281965,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"1034 The Escort Way, Orange",149.004161,-33.259963,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"92 Heifer Station Ln, Orange",149.0139,-33.272143,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"298 Lake Canobolas Rd, Orange",149.019219,-33.31078,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"246 Anson St, Orange",149.0994914,-33.2808937,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"4968 Mitchell Hwy, Orange",149.146614,-33.3164,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"2600 Wolgan Rd, Wolgan Valley",150.195717,-33.252572,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"1442 George Downes Dr, Kulnura",151.199974,-33.198621,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Supercharger,"Bryant Drive &, 1 Wyong Rd, Tuggerah",151.4205646,-33.3101701,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"89 Cashens Ln, Guyong",149.303722,-33.4096509,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"311 Ophir Rd, Bathurst",149.518529,-33.392689,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
NRMA Charging Station,"1 Kendall Ave, Bathurst",149.586732,-33.419146,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Supercharger,"1 Kendall Ave, Bathurst",149.586756,-33.41901,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"121 Howick St, Bathurst",149.582859,-33.418442,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
NRMA Charging Station,"3-7 Tank St, Lithgow",150.1609907,-33.4780155,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"5 Kangoo Rd, Somersby",151.2905889,-33.4279667,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"315 Central Coast Hwy, Long Jetty",151.4889353,-33.3525371,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Electric Vehicle Charging Station,"30 Gugandi Rd, Narara",151.3290918,-33.3934936,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"733 Pacific Hwy, Narara",151.354007,-33.392429,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"16 Charlton St, Toowoon Bay",151.4995597,-33.3608229,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"107 The Scenic Rd, Killcare Heights",151.374606,-33.520618,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"72 Cultowa Ln, Canowindra",148.5519503,-33.6464008,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"48 Ross St, Oberon",149.857995,-33.708699,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"52-88 Great Western Hwy, Medlow Bath",150.2806364,-33.6752076,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"1 Violet St, Katoomba",150.300861,-33.727961,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
ChargePoint Charging Station,"1 Sublime Point Rd, Leura",150.3498521,-33.7219673,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"43324 East Vw Ave, Leura",150.3274478,-33.7085511,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Electric Vehicle Charging Station,"18 Bromley Rd, Emu Heights",150.651606,-33.745284,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Evie Charging Station,"227 Railway Terrace, Schofields",150.875953,-33.7057,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"61 Hawkesbury Valley Way, Windsor",150.807283,-33.609917,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"Bourke St, Richmond",150.7468058,-33.6142928,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"8 Central Pl, Ropes Crossing",150.7811253,-33.7328667,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
ChargePoint Charging Station,"20 Bowmans Rd, Kings Park",150.9024479,-33.7466387,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"2 Sentry Dr, Stanhope Gardens",150.92067,-33.718791,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"227 Railway Terrace, Schofields",150.8759664,-33.7057889,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"1 Hollinsworth Rd, Marsden Park",150.8431412,-33.7190235,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"2 Sentry Dr, Stanhope Gardens",150.9199346,-33.7190995,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
ChargePoint Charging Station,"Rouse Hill Dr, Rouse Hill",150.9242209,-33.690104,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"1 Pennant St, Castle Hill",151.006807,-33.7291979,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Evie Charging Station,"18 Victoria Ave, Castle Hill",150.9755335,-33.727981,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"Basement 1, Purple Carpark Windsor Rd &, White Hart Dr, Rouse Hill",150.9259813,-33.6917293,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"41/47 Shepherds Dr, Cherrybrook",151.0436239,-33.7209527,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"1 Salisbury Rd, Castle Hill",150.973404,-33.7307375,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"133 Samantha Riley Dr, Kellyville",150.9578302,-33.6997899,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"823 Old Northern Rd, Dural",151.0314872,-33.6957135,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"11-13 Solent Cct, Baulkham Hills",150.9618149,-33.7321459,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"41-47 Shepherds Dr, Cherrybrook",151.0448983,-33.7205877,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"286-288 New Line Rd, Dural",151.0320445,-33.69582949999999,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
JOLT Charge Charging Station,"2 Bungan St, Mona Vale",151.303111,-33.676139,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"166 Mona Vale Rd, St Ives",151.159391,-33.7296094,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"287 Mona Vale Rd, Terrey Hills",151.2238007,-33.6890769,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Charge N Go,"62 Kitchener St, St Ives",151.1708623,-33.7134775,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
NRMA Charging Station,"77 Darling St, Cowra",148.6943701,-33.8340897,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"2 Lachlan Valley Way, Cowra",148.6805458,-33.8357315,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"Unit 3 Cnr Mulgoa Road & Wolseley Road Tenancy D, 3 Cnr Mulgoa Road & Wolseley Road, Penrith",150.6717101,-33.7696736,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Evie Charging Station,"221 Wolseley St, Jamisontown",150.6735708,-33.7702833,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Evie Charging Station,"82a O'Connell St, Kingswood",150.7349891,-33.7692468,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Evie Charging Station,"401 Cabramatta Rd W, Cabramatta",150.9197906,-33.8987782,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"561-583 Polding St, Wetherill Park",150.898751,-33.858861,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"1 Ferrers Rd, Eastern Creek",150.8676851,-33.8038347,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"32 Cricketers Arms Rd, Prospect",150.9030408,-33.8059616,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"Brabham and, Peter Brock Dr, Eastern Creek",150.871032,-33.801991,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"Cnr Beggs Road &, Rooty Hill Rd S, Eastern Creek",150.8531417,-33.7847079,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"17 Patrick St, Blacktown",150.9042635,-33.7708949,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"1 Station St, Rooty Hill",150.8451983,-33.7707199,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"Second Ave, Kingswood",150.7292143,-33.7698922,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Evie Charging Station,Seven Hills,150.9549075,-33.7671138,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Evie Charging Station,"9-49 Chapel Rd, Bankstown",151.030127,-33.9319746,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
ChargePoint Charging Station,"114 Marsden St, Parramatta",151.001371,-33.8175053,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
NRMA Charging Station,"9 Murray Rose Ave, Sydney Olympic Park",151.0698001,-33.8460275,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"McFarlane St &, Pitt St, Merrylands",150.9879864,-33.8339439,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
ChargePoint Charging Station,"375 Windsor Rd, Baulkham Hills",150.9908991,-33.7587599,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"8 Greenfield Parade, Bankstown",151.0335502,-33.9200381,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Tesla Destination Charger,"1a Duck St, Auburn",151.027093,-33.8369699,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
Chargefox Charging Station,"28 Cowper St, Granville",151.0136665,-33.8323837,,,,,,0,,0,0,0,0,0,0,0,0,0,0,,Google_API,22/08/2022
