,Station Name,Address  1,City,State,Postal Code,No. of Ports,Pricing Policy,Usage Access,Category,Port 1: Connector Type,Voltage (V),Port 2: Connector Type,New Georeferenced Column,Pricing ,Power Select,latitude,longitude,evstations_count,hospitals_count,parks_count,restaurants_count,url
296,PIE AE / ERCOT 2,7620 Metro Center Dr,Austin,Texas,78744,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Municipal,NEMA 5-20R,240V,J1772,"30.216521, -97.691645",$4.17/month PIE members $2/hr Non-Members,40A,30.216521, -97.691645,4,0,1,18,"https://www.google.com/maps/place/30.216521, -97.691645"
297,RAINEY STREET / MILLENNIUM 02,92 Rainey St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.260538, -97.738296",$4.17/month PIE members $2/hr Non-Members,40A,30.260538, -97.738296,20,1,17,20,"https://www.google.com/maps/place/30.260538, -97.738296"
298,HANOVER / L6,110 San Antonio St,Austin,Texas,78701,1,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Multifamily Commercial,J1772,--,--,"30.265239, -97.74912",$4.17/month PIE members $2/hr Non-Members,40A,30.265239, -97.74912,20,1,20,20,"https://www.google.com/maps/place/30.265239, -97.74912"
299,ROSCOE PROPERTI / THE CONNECTION,4404 E Oltorf St,Austin,Texas,78741,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.227456, -97.726096",$4.17/month PIE members $2/hr Non-Members,40A,30.227456, -97.726096,11,0,2,20,"https://www.google.com/maps/place/30.227456, -97.726096"
300,BV LAKEWAY / STATION1,107 Bella Montagna Cir,Lakeway,Texas,78734,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.35822, -97.958301",$4.17/month PIE members $2/hr Non-Members,40A,30.35822, -97.958301,1,0,2,15,"https://www.google.com/maps/place/30.35822, -97.958301"
301,ENDEAVOR REG / 901 E 6TH ST 3,901 E 6th St,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.264999, -97.733411",$4.17/month PIE members $2/hr Non-Members,40A,30.264999, -97.733411,20,1,18,20,"https://www.google.com/maps/place/30.264999, -97.733411"
302,SOLARWINDS / SOLARWINDS #2,7171 Southwest Pkwy,Austin,Texas,78735,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.250799, -97.862755",$4.17/month PIE members $2/hr Non-Members,40A,30.250799, -97.862755,8,0,0,5,"https://www.google.com/maps/place/30.250799, -97.862755"
303,COA FLEET - PIE / ROOF6,700-798 E 9th St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Municipal,NEMA 5-20R,240V,J1772,"30.268866, -97.734612",$4.17/month PIE members $2/hr Non-Members,40A,30.268866, -97.734612,20,2,18,20,"https://www.google.com/maps/place/30.268866, -97.734612"
304,PIE AE / PUB M STATION 1,2901 E 16th St,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.278956, -97.708847",$4.17/month PIE members $2/hr Non-Members,40A,30.278956, -97.708847,15,0,9,20,"https://www.google.com/maps/place/30.278956, -97.708847"
305,PARKING LEVEL 1 / GATEWAY 1 MAIN,11301 Domain Dr,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.3987, -97.724056",$4.17/month PIE members $2/hr Non-Members,40A,30.3987, -97.724056,20,0,6,20,"https://www.google.com/maps/place/30.3987, -97.724056"
306,SALTILLO / BLOCK 1,901 E 5th St,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.264446, -97.733595",$4.17/month PIE members $2/hr Non-Members,40A,30.264446, -97.733595,20,1,18,20,"https://www.google.com/maps/place/30.264446, -97.733595"
307,HABITAT SUITES / DUAL PORT,500 E Highland Mall Blvd,Austin,Texas,78752,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.329139, -97.709555",$4.17/month PIE members $2/hr Non-Members,40A,30.329139, -97.709555,8,0,7,20,"https://www.google.com/maps/place/30.329139, -97.709555"
308,SAS / SAMSUNG 4,12100 samsung blvd,Austin,Texas,78754,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.377514, -97.639643",$4.17/month PIE members $2/hr Non-Members,40A,30.377514, -97.639643,5,0,2,7,"https://www.google.com/maps/place/30.377514, -97.639643"
309,PIE AE / PUB DELL1,1345 Philomena St,Austin,Texas,78723,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.302504, -97.706976",$4.17/month PIE members $2/hr Non-Members,40A,30.302504, -97.706976,11,1,17,20,"https://www.google.com/maps/place/30.302504, -97.706976"
310,W1 / W1,4100 Jackson Ave,Austin,Texas,78731,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,J1772,240V,J1772,"30.315142, -97.755709",$4.17/month PIE members $2/hr Non-Members,40A,30.315142, -97.755709,7,4,7,17,"https://www.google.com/maps/place/30.315142, -97.755709"
311,DSMCUT / EVSE02 FLOOR L6,501-573 E 15th St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Healthcare,J1772,240V,J1772,"30.275264, -97.734579",$4.17/month PIE members $2/hr Non-Members,40A,30.275264, -97.734579,20,2,11,20,"https://www.google.com/maps/place/30.275264, -97.734579"
312,ENDEAVOR REG / LEVEL 4 - #2,4301 Bull Creek Rd,Austin,Texas,78731,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,J1772,240V,J1772,"30.317737, -97.754947",$4.17/month PIE members $2/hr Non-Members,40A,30.317737, -97.754947,7,1,6,12,"https://www.google.com/maps/place/30.317737, -97.754947"
313,PIE AE / PUBHARCON L2,6601 Vaught Ranch Rd,Austin,Texas,78730,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.373046, -97.806478",$4.17/month PIE members $2/hr Non-Members,40A,30.373046, -97.806478,4,0,1,5,"https://www.google.com/maps/place/30.373046, -97.806478"
314,120 ENTRANCE / ACH MAIN,Best Western PLUS Austin CIty Hotel,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Hospitality,J1772,240V,J1772,"30.235856, -97.741577",$4.17/month PIE members $2/hr Non-Members,40A,30.235856, -97.741577,17,0,8,20,"https://www.google.com/maps/place/30.235856, -97.741577"
315,OPHTHALMOLOGY / AUSTIN EYE STA1,1009 E 40th St,Austin,Texas,78751,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.296713, -97.719788",$4.17/month PIE members $2/hr Non-Members,40A,30.296713, -97.719788,14,3,12,20,"https://www.google.com/maps/place/30.296713, -97.719788"
316,COA FLEET - PIE / TOOMEY #1,1501 Toomey Rd,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Municipal,NEMA 5-20R,240V,J1772,"30.263723, -97.759262",$4.17/month PIE members $2/hr Non-Members,40A,30.263723, -97.759262,20,0,19,20,"https://www.google.com/maps/place/30.263723, -97.759262"
317,ENDEAVOR REG / ENDEAVOR STAT1,2021 E 4th St,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.259477, -97.720197",$4.17/month PIE members $2/hr Non-Members,40A,30.259477, -97.720197,20,0,12,20,"https://www.google.com/maps/place/30.259477, -97.720197"
318,PIE AE / PALMER STATION2,736-820 Barton Springs Rd,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.259201, -97.751695",$4.17/month PIE members $2/hr Non-Members,40A,30.259201, -97.751695,20,0,18,20,"https://www.google.com/maps/place/30.259201, -97.751695"
319,SOLARWINDS / SOLARWINDS #1,7171 Southwest Parkway,Austin,Texas,78735,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.251073, -97.86319",$4.17/month PIE members $2/hr Non-Members,40A,30.251073, -97.86319,8,0,0,5,"https://www.google.com/maps/place/30.251073, -97.86319"
320,PIE AE / PUB UTANTONIO 2,2420 San Antonio St,Austin,Texas,78705,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Parking,J1772,240V,J1772,"30.288705, -97.742539",$4.17/month PIE members $2/hr Non-Members,40A,30.288705, -97.742539,20,0,10,20,"https://www.google.com/maps/place/30.288705, -97.742539"
321,NEIGHBORHOOD HO / 912 E11TH STAT1,901 Juniper St,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.270384, -97.73108",$4.17/month PIE members $2/hr Non-Members,40A,30.270384, -97.73108,20,2,14,20,"https://www.google.com/maps/place/30.270384, -97.73108"
322,THE ELIZABETH / THE ELIZABETH 1,13535 Lyndhurst St,Austin,Texas,78717,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.477257, -97.78503",$4.17/month PIE members $2/hr Non-Members,40A,30.477257, -97.78503,6,0,3,14,"https://www.google.com/maps/place/30.477257, -97.78503"
323,PIE AE / PUB LOCKHART 1,319 W Slaughter Ln,Austin,Texas,78748,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,NEMA 5-20R,240V,J1772,"30.168498, -97.795821",$4.17/month PIE members $2/hr Non-Members,40A,30.168498, -97.795821,6,0,8,20,"https://www.google.com/maps/place/30.168498, -97.795821"
324,PARKSIDE 1 / PARKSIDE1,3000 Kramer Ln,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Retail,J1772,240V,J1772,"30.396412, -97.72268",$4.17/month PIE members $2/hr Non-Members,40A,30.396412, -97.72268,20,0,5,20,"https://www.google.com/maps/place/30.396412, -97.72268"
325,1500 ROYAL / ELEMENT AUSTIN,1500 Royal Crest Dr,Austin,Texas,78741,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Multifamily Commercial,J1772,240V,J1772,"30.240527, -97.730373",$4.17/month PIE members $2/hr Non-Members,40A,30.240527, -97.730373,20,0,15,20,"https://www.google.com/maps/place/30.240527, -97.730373"
326,REPUBLICSQUARE / GABLES REPUB5,219 W 4th St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.266691, -97.745766",$4.17/month PIE members $2/hr Non-Members,40A,30.266691, -97.745766,20,2,20,20,"https://www.google.com/maps/place/30.266691, -97.745766"
327,NATIONAL INSTRU / 23&24;,11500B N Mopac Expy,Austin,Texas,78759,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.407286, -97.727058",$4.17/month PIE members $2/hr Non-Members,40A,30.407286, -97.727058,20,0,9,20,"https://www.google.com/maps/place/30.407286, -97.727058"
328,PIE AE / PUB-STDAVIDSST1,710 Trinity St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,NEMA 5-20R,240V,J1772,"30.268719, -97.738899",$4.17/month PIE members $2/hr Non-Members,40A,30.268719, -97.738899,20,2,20,20,"https://www.google.com/maps/place/30.268719, -97.738899"
329,ARBORETUM / N CAPITAL TX 1,9442 N Capital of Texas Hwy,Austin,Texas,78759,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,NEMA 5-20R,240V,J1772,"30.390246, -97.74825",$4.17/month PIE members $2/hr Non-Members,40A,30.390246, -97.74825,10,0,2,20,"https://www.google.com/maps/place/30.390246, -97.74825"
330,ENDEAVOR REG / STATION 1,11001 Lakeline Blvd,Austin,Texas,78717,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.479664, -97.793921",$4.17/month PIE members $2/hr Non-Members,40A,30.479664, -97.793921,5,0,1,20,"https://www.google.com/maps/place/30.479664, -97.793921"
331,REPUBLICSQUARE / GABLES REPUB4,219 W 4th St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.266802, -97.74575",$4.17/month PIE members $2/hr Non-Members,40A,30.266802, -97.74575,20,2,20,20,"https://www.google.com/maps/place/30.266802, -97.74575"
332,PIE AE / ZILKERPARKPOLO2,2225 Andrew Zilker Rd,Austin,Texas,78746,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Parks and Recreation,J1772,240V,J1772,"30.266457, -97.774745",$4.17/month PIE members $2/hr Non-Members,40A,30.266457, -97.774745,17,0,15,18,"https://www.google.com/maps/place/30.266457, -97.774745"
333,DOMAIN / STATION 2,11601 Alterra Parkway,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,J1772,240V,J1772,"30.402314, -97.718842",$4.17/month PIE members $2/hr Non-Members,40A,30.402314, -97.718842,20,1,6,20,"https://www.google.com/maps/place/30.402314, -97.718842"
334,1801 E 6TH / AUSTIN 1801 3,1805 E 6th St,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Parking,J1772,240V,J1772,"30.261633, -97.723906",$4.17/month PIE members $2/hr Non-Members,40A,30.261633, -97.723906,20,1,19,20,"https://www.google.com/maps/place/30.261633, -97.723906"
335,DEVLOPER / TRAMMELL CROW 6,500 W 2nd St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.265909, -97.748953",$4.17/month PIE members $2/hr Non-Members,40A,30.265909, -97.748953,20,1,20,20,"https://www.google.com/maps/place/30.265909, -97.748953"
336,DSMCUT / EVSE01 FLOOR L7,501-573 E 15th St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Healthcare,J1772,240V,J1772,"30.275261, -97.73458",$4.17/month PIE members $2/hr Non-Members,40A,30.275261, -97.73458,20,2,11,20,"https://www.google.com/maps/place/30.275261, -97.73458"
337,ENDEAVOR REG / LEVEL 4 - #1,4301 Bull Creek Rd,Austin,Texas,78731,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,J1772,240V,J1772,"30.317777, -97.754969",$4.17/month PIE members $2/hr Non-Members,40A,30.317777, -97.754969,7,1,6,12,"https://www.google.com/maps/place/30.317777, -97.754969"
338,PIE AE / PUBACCRIVERSID2,1230-1290 Grove Blvd,Austin,Texas,78741,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.235079, -97.705153",$4.17/month PIE members $2/hr Non-Members,40A,30.235079, -97.705153,9,0,5,7,"https://www.google.com/maps/place/30.235079, -97.705153"
339,COA FLEET - PIE / RUTHERFORD #1,1520 Rutherford Ln,Austin,Texas,78754,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Municipal,NEMA 5-20R,240V,J1772,"30.335861, -97.679398",$4.17/month PIE members $2/hr Non-Members,40A,30.335861, -97.679398,5,1,2,17,"https://www.google.com/maps/place/30.335861, -97.679398"
340,PIE AE / PUBDENNYSNORTH1,1601 Interstate 35 Frontage Road,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.276513, -97.729639",$4.17/month PIE members $2/hr Non-Members,40A,30.276513, -97.729639,20,2,10,20,"https://www.google.com/maps/place/30.276513, -97.729639"
341,AUSTIN / AUSTIN 200 3,200 W Cesar Chavez St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,J1772,240V,J1772,"30.264505, -97.746067",$4.17/month PIE members $2/hr Non-Members,40A,30.264505, -97.746067,20,1,20,20,"https://www.google.com/maps/place/30.264505, -97.746067"
342,100 CONGRESS / STATION 1,100 Congress Ave,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.263961, -97.744801",$4.17/month PIE members $2/hr Non-Members,40A,30.263961, -97.744801,20,1,20,20,"https://www.google.com/maps/place/30.263961, -97.744801"
343,REPUBLICSQUARE / GABLES REPUB1,311 W 5th St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.267609, -97.746544",$4.17/month PIE members $2/hr Non-Members,40A,30.267609, -97.746544,20,2,20,20,"https://www.google.com/maps/place/30.267609, -97.746544"
344,PIE AE / PUB ACC EVIEW2,3401 Webberville Rd,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.268166, -97.706101",$4.17/month PIE members $2/hr Non-Members,40A,30.268166, -97.706101,13,0,6,20,"https://www.google.com/maps/place/30.268166, -97.706101"
345,SALTILLO / BLOCK 3,1109 E 5th St,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.263129, -97.731254",$4.17/month PIE members $2/hr Non-Members,20A,30.263129, -97.731254,20,1,18,20,"https://www.google.com/maps/place/30.263129, -97.731254"
346,PIE PRESERVE / MAIN GATEWAY 1,5604 Southwest Pkwy,Austin,Texas,78735,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.246834, -97.846018",$4.17/month PIE members $2/hr Non-Members,40A,30.246834, -97.846018,6,0,1,3,"https://www.google.com/maps/place/30.246834, -97.846018"
347,7700 PARMER / 7700 PARMER 3,7700 W PARMER LN,Austin,Texas,78729,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.458615, -97.752557",$4.17/month PIE members $2/hr Non-Members,40A,30.458615, -97.752557,5,0,3,2,"https://www.google.com/maps/place/30.458615, -97.752557"
348,GPT / GPT 2,830 W 3rd St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Multifamily Commercial,J1772,240V,J1772,"30.268498, -97.754605",$4.17/month PIE members $2/hr Non-Members,40A,30.268498, -97.754605,20,0,20,20,"https://www.google.com/maps/place/30.268498, -97.754605"
349,7700 PARMER / 7700 PARMER,7700 W Parmer Ln,Austin,Texas,78729,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.460477, -97.750024",$4.17/month PIE members $2/hr Non-Members,40A,30.460477, -97.750024,5,0,1,2,"https://www.google.com/maps/place/30.460477, -97.750024"
350,RPP GARAGE / GARAGE GW,12455 Research Park Loop,Austin,Texas,78727,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.429363, -97.755248",$4.17/month PIE members $2/hr Non-Members,40A,30.429363, -97.755248,3,0,1,19,"https://www.google.com/maps/place/30.429363, -97.755248"
351,CATHERINE / CATHERINE 2,300 Barton Springs Rd,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.259099, -97.747754",$4.17/month PIE members $2/hr Non-Members,40A,30.259099, -97.747754,20,0,20,20,"https://www.google.com/maps/place/30.259099, -97.747754"
352,PIE AE / TLC STATION 1,721 Barton Springs Rd,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.258379, -97.751993",$4.17/month PIE members $2/hr Non-Members,40A,30.258379, -97.751993,20,0,18,20,"https://www.google.com/maps/place/30.258379, -97.751993"
353,PIE AE / PUBDITTMAR1,1007 W Dittmar Rd,Austin,Texas,78745,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Parks and Recreation,J1772,240V,J1772,"30.185301, -97.801234",$4.17/month PIE members $2/hr Non-Members,40A,30.185301, -97.801234,4,0,4,8,"https://www.google.com/maps/place/30.185301, -97.801234"
354,PIE AE / TECHNICENTER1,4101 Ed Bluestein Blvd,Austin,Texas,78721,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.276909, -97.666756",$4.17/month PIE members $2/hr Non-Members,40A,30.276909, -97.666756,1,0,3,3,"https://www.google.com/maps/place/30.276909, -97.666756"
355,ENDEAVOR REG / LEVEL 2 - #1,4301 Bull Creek Rd,Austin,Texas,78731,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,J1772,240V,J1772,"30.317656, -97.754999",$4.17/month PIE members $2/hr Non-Members,40A,30.317656, -97.754999,7,1,6,12,"https://www.google.com/maps/place/30.317656, -97.754999"
356,SILVER DOLLAR 1 / VAPRO SUPPLY,3600 Silver Dollar Cir,Austin,Texas,78744,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,J1772,240V,J1772,"30.205844, -97.711346",$4.17/month PIE members $2/hr Non-Members,40A,30.205844, -97.711346,3,0,0,12,"https://www.google.com/maps/place/30.205844, -97.711346"
357,MUELLER MARKET / MUELLER ST1,"1801 E 51st St Austin, TX 78723",Austin,Texas,78723,1,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,--,--,"30.300963, -97.699557",$4.17/month PIE members $2/hr Non-Members,40A,30.300963, -97.699557,9,1,19,20,"https://www.google.com/maps/place/30.300963, -97.699557"
358,SAS / SAMSUNG 5,12100 samsung blvd,Austin,Texas,78754,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.377397, -97.639766",$4.17/month PIE members $2/hr Non-Members,40A,30.377397, -97.639766,5,0,2,7,"https://www.google.com/maps/place/30.377397, -97.639766"
359,PIE AE / NWRECCENTER 4,2913 Northland Dr,Austin,Texas,78757,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.333969, -97.751358",$4.17/month PIE members $2/hr Non-Members,40A,30.333969, -97.751358,5,0,5,20,"https://www.google.com/maps/place/30.333969, -97.751358"
360,PRESIDIUM / ELEVATION,1911 Willow Creek Dr,Austin,Texas,78741,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Multifamily Commercial,J1772,240V,J1772,"30.233914, -97.727254",$4.17/month PIE members $2/hr Non-Members,40A,30.233914, -97.727254,14,0,5,20,"https://www.google.com/maps/place/30.233914, -97.727254"
361,HANOVER / L2,100-110 San Antonio St,Austin,Texas,78701,1,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Multifamily Commercial,J1772,--,--,"30.265147, -97.749142",$4.17/month PIE members $2/hr Non-Members,40A,30.265147, -97.749142,20,1,20,20,"https://www.google.com/maps/place/30.265147, -97.749142"
362,PIE AE / PUBHEBBRODIEST1,6636-6804 Brodie Ln,Austin,Texas,78745,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.216125, -97.829537",$4.17/month PIE members $2/hr Non-Members,40A,30.216125, -97.829537,8,0,2,20,"https://www.google.com/maps/place/30.216125, -97.829537"
363,SCHOOL / KEALING1,1607 Pennsylvania Ave,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Education,J1772,240V,J1772,"30.271324, -97.722928",$4.17/month PIE members $2/hr Non-Members,40A,30.271324, -97.722928,20,1,13,20,"https://www.google.com/maps/place/30.271324, -97.722928"
364,COA / LOT J NW,10137 Hotel Dr,Austin,Texas,78719,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Workplace,J1772,240V,J1772,"30.207439, -97.661026",$4.17/month PIE members $2/hr Non-Members,40A,30.207439, -97.661026,12,0,1,20,"https://www.google.com/maps/place/30.207439, -97.661026"
365,CIELO CENTER / STATION 2,1250 S Capital of Texas Hwy,Austin,Texas,78746,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,J1772,240V,J1772,"30.280288, -97.823472",$4.17/month PIE members $2/hr Non-Members,40A,30.280288, -97.823472,6,0,7,8,"https://www.google.com/maps/place/30.280288, -97.823472"
366,HAWTHORNE / STATION 1,2239 Cromwell Cir,Austin,Texas,78741,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Multifamily Commercial,J1772,240V,J1772,"30.227434, -97.71854",$4.17/month PIE members $2/hr Non-Members,40A,30.227434, -97.71854,9,0,1,14,"https://www.google.com/maps/place/30.227434, -97.71854"
367,PIE AE / PUB DELL2,1345 Philomena St,Austin,Texas,78723,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.302551, -97.707079",$4.17/month PIE members $2/hr Non-Members,40A,30.302551, -97.707079,11,1,17,20,"https://www.google.com/maps/place/30.302551, -97.707079"
368,PIE AE / ANIMAL SERVICE4,7201 Levander Loop,Austin,Texas,78721,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.251539, -97.690799",$4.17/month PIE members $2/hr Non-Members,40A,30.251539, -97.690799,7,0,4,13,"https://www.google.com/maps/place/30.251539, -97.690799"
369,COA FLEET - PIE / SPRING #1,800-816 Springdale Rd,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Municipal,NEMA 5-20R,240V,J1772,"30.259113, -97.699699",$4.17/month PIE members $2/hr Non-Members,40A,30.259113, -97.699699,10,0,4,20,"https://www.google.com/maps/place/30.259113, -97.699699"
370,ST. JOHNS WEST / ST JOHNS SW,601 W St Johns Ave,Austin,Texas,78752,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.337843, -97.714871",$4.17/month PIE members $2/hr Non-Members,40A,30.337843, -97.714871,7,0,6,20,"https://www.google.com/maps/place/30.337843, -97.714871"
371,LAS CIMAS4 / LAS CIMAS #1,900 S Capital of Texas Hwy,West Lake Hills,Texas,78746,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.28771, -97.829448",$4.17/month PIE members $2/hr Non-Members,40A,30.28771, -97.829448,7,1,2,14,"https://www.google.com/maps/place/30.28771, -97.829448"
372,PARK PLAZA / STATION1,115 Sandra Muraida Way,Austin,Texas,78703,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Retail,J1772,240V,J1772,"30.268266, -97.755017",$4.17/month PIE members $2/hr Non-Members,40A,30.268266, -97.755017,20,0,20,20,"https://www.google.com/maps/place/30.268266, -97.755017"
373,GPT / GPT 3,787-799 W 3rd St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Multifamily Commercial,J1772,240V,J1772,"30.268396, -97.754401",$4.17/month PIE members $2/hr Non-Members,40A,30.268396, -97.754401,20,1,20,20,"https://www.google.com/maps/place/30.268396, -97.754401"
