,Station Name,Address  1,City,State,Postal Code,No. of Ports,Pricing Policy,Usage Access,Category,Port 1: Connector Type,Voltage (V),Port 2: Connector Type,New Georeferenced Column,Pricing ,Power Select,latitude,longitude,evstations_count,hospitals_count,parks_count,restaurants_count,url
0,COA FLEET - PIE / BARTON #2,505 Barton Springs Rd,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Municipal,J1772,240V,J1772,"30.256936, -97.749284",$4.17/month PIE members $2/hr Non-Members,40A,30.256936, -97.749284,20,0,20,20,"https://www.google.com/maps/place/30.256936, -97.749284"
1,COA FLEET - PIE / ROOF 2,625 E 10th St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Municipal,NEMA 5-20R,240V,J1772,"30.2696, -97.73477",$4.17/month PIE members $2/hr Non-Members,40A,30.2696, -97.73477,20,2,17,20,"https://www.google.com/maps/place/30.2696, -97.73477"
2,HPI 3700 / 3900 SC 4,3900 N Capital of Texas Hwy,Austin,Texas,78746,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.337935, -97.808041",$4.17/month PIE members $2/hr Non-Members,40A,30.337935, -97.808041,3,0,0,6,"https://www.google.com/maps/place/30.337935, -97.808041"
3,HPE AUSTIN / TXN04 A,14231 Tandem Blvd,Austin,Texas,78728,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.445476, -97.690074",$4.17/month PIE members $2/hr Non-Members,40A,30.445476, -97.690074,1,0,8,17,"https://www.google.com/maps/place/30.445476, -97.690074"
4,NATIONAL INSTRU / 5&6,11500 N Mopac Expy,Austin,Texas,78759,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.408705, -97.725377",$4.17/month PIE members $2/hr Non-Members,40A,30.408705, -97.725377,20,0,7,20,"https://www.google.com/maps/place/30.408705, -97.725377"
5,LADERA BEND / BUILDING 3,6585-6621 Jester Blvd,Austin,Texas,78750,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.371215, -97.800887",$4.17/month PIE members $2/hr Non-Members,40A,30.371215, -97.800887,4,0,3,7,"https://www.google.com/maps/place/30.371215, -97.800887"
6,CZPROPERTIES / FLOOR 2 UNIT 1,1400 Lavaca St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.276924, -97.74264",$4.17/month PIE members $2/hr Non-Members,40A,30.276924, -97.74264,20,2,19,20,"https://www.google.com/maps/place/30.276924, -97.74264"
7,COA FLEET - PIE / TOOMEY #2,1501-1615 Toomey Rd,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Municipal,NEMA 5-20R,240V,J1772,"30.263716, -97.759239",$4.17/month PIE members $2/hr Non-Members,40A,30.263716, -97.759239,20,0,19,20,"https://www.google.com/maps/place/30.263716, -97.759239"
8,CATHERINE / CATHERINE 1,300 Barton Springs Rd,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.259096, -97.747775",$4.17/month PIE members $2/hr Non-Members,40A,30.259096, -97.747775,20,0,20,20,"https://www.google.com/maps/place/30.259096, -97.747775"
9,PIE AE / HOWSONBRCHLIBR2,2500 Exposition blvd,Austin,Texas,78703,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Municipal,J1772,240V,J1772,"30.298396, -97.767903",$4.17/month PIE members $2/hr Non-Members,40A,30.298396, -97.767903,3,0,6,2,"https://www.google.com/maps/place/30.298396, -97.767903"
10,HYATT PLACE / HP STATION 3,Presidential Blvd,Austin,Texas,78719,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Hospitality,J1772,240V,J1772,"30.210387, -97.664586",$4.17/month PIE members $2/hr Non-Members,40A,30.210387, -97.664586,12,0,1,20,"https://www.google.com/maps/place/30.210387, -97.664586"
11,PIE AE / HAMPTON LBRY1,5125 Convict Hill Rd,Austin,Texas,78749,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Municipal,J1772,240V,J1772,"30.218091, -97.855",$4.17/month PIE members $2/hr Non-Members,40A,30.218091, -97.855,3,0,5,4,"https://www.google.com/maps/place/30.218091, -97.855"
12,FOUNDATION COMM / JORDAN3,2724 Philomena St,Austin,Texas,78723,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.298681, -97.6948",$4.17/month PIE members $2/hr Non-Members,40A,30.298681, -97.6948,8,1,12,20,"https://www.google.com/maps/place/30.298681, -97.6948"
13,COA / TWIN OAKS #1,1800 S 5th St,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Municipal,J1772,240V,J1772,"30.248932, -97.762283",$4.17/month PIE members $2/hr Non-Members,40A,30.248932, -97.762283,20,0,7,20,"https://www.google.com/maps/place/30.248932, -97.762283"
14,HPI 3700 / EV 2,3700 N Capital of Texas Hwy,Austin,Texas,78746,1,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,--,--,"30.336797, -97.806151",$4.17/month PIE members $2/hr Non-Members,40A,30.336797, -97.806151,3,0,0,6,"https://www.google.com/maps/place/30.336797, -97.806151"
15,AUSTIN / AUSTIN 200 2,200 W Cesar Chavez St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,J1772,240V,J1772,"30.26445, -97.746142",$4.17/month PIE members $2/hr Non-Members,40A,30.26445, -97.746142,20,1,20,20,"https://www.google.com/maps/place/30.26445, -97.746142"
16,PIE AE / PUBWYNDHAMGARD1,1600-1628 Woodward St,Austin,Texas,78741,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.222774, -97.74635",$4.17/month PIE members $2/hr Non-Members,40A,30.222774, -97.74635,11,0,3,20,"https://www.google.com/maps/place/30.222774, -97.74635"
17,FOUNDATION COMM / STATION 01,11015 four points dr,Austin,Texas,78726,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.39921, -97.846895",$4.17/month PIE members $2/hr Non-Members,40A,30.39921, -97.846895,4,0,3,20,"https://www.google.com/maps/place/30.39921, -97.846895"
18,COA FLEET - PIE / FLOOR 4,900 N Interstate Hwy 35,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Municipal,J1772,240V,J1772,"30.269044, -97.73428",$4.17/month PIE members $2/hr Non-Members,40A,30.269044, -97.73428,20,2,16,20,"https://www.google.com/maps/place/30.269044, -97.73428"
19,NATIONAL INSTRU / 17&18;,11500 N Mopac Expy,Austin,Texas,78759,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.408534, -97.727744",$4.17/month PIE members $2/hr Non-Members,40A,30.408534, -97.727744,20,0,9,20,"https://www.google.com/maps/place/30.408534, -97.727744"
20,SCHOOL / LANIER1,1201 Payton gin rd.,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Education,J1772,240V,J1772,"30.360173, -97.709582",$4.17/month PIE members $2/hr Non-Members,40A,30.360173, -97.709582,1,0,5,20,"https://www.google.com/maps/place/30.360173, -97.709582"
21,HANOVER / L7,110 San Antonio St,Austin,Texas,78701,1,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Multifamily Commercial,J1772,--,--,"30.265166, -97.749131",$4.17/month PIE members $2/hr Non-Members,40A,30.265166, -97.749131,20,1,20,20,"https://www.google.com/maps/place/30.265166, -97.749131"
22,ENDEAVOR REG / DELLANA LN 1,2602 Dellana Ln,Austin,Texas,78746,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,J1772,240V,J1772,"30.268309, -97.783776",$4.17/month PIE members $2/hr Non-Members,40A,30.268309, -97.783776,8,2,7,10,"https://www.google.com/maps/place/30.268309, -97.783776"
23,CITY VIEW / STATION2,1120 S Capital of Texas Hwy,Austin,Texas,78746,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.283044, -97.824902",$4.17/month PIE members $2/hr Non-Members,40A,30.283044, -97.824902,6,0,6,11,"https://www.google.com/maps/place/30.283044, -97.824902"
24,AVIATION / 2ND FLOOR L,3201 Presidential Blvd,Austin,Texas,78719,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.20473, -97.669397",$4.17/month PIE members $2/hr Non-Members,40A,30.20473, -97.669397,13,0,0,20,"https://www.google.com/maps/place/30.20473, -97.669397"
25,SALTILLO / BLOCK 2,1011 E 5th St,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.263955, -97.732721",$4.17/month PIE members $2/hr Non-Members,40A,30.263955, -97.732721,20,1,18,20,"https://www.google.com/maps/place/30.263955, -97.732721"
26,RPP GARAGE / ISLAND 2,12301 Research Blvd,Austin,Texas,78759,1,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,--,--,"30.427967, -97.754411",$4.17/month PIE members $2/hr Non-Members,40A,30.427967, -97.754411,3,0,2,17,"https://www.google.com/maps/place/30.427967, -97.754411"
27,16 / OAKVILLE APTS,7011 W Parmer Ln,Austin,Texas,78729,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.450758, -97.749282",$4.17/month PIE members $2/hr Non-Members,40A,30.450758, -97.749282,4,0,1,13,"https://www.google.com/maps/place/30.450758, -97.749282"
28,HPI 3700 / 3900 SC #1,3900 N Capital of Texas Hwy,Austin,Texas,78746,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.337898, -97.807867",$4.17/month PIE members $2/hr Non-Members,40A,30.337898, -97.807867,3,0,0,6,"https://www.google.com/maps/place/30.337898, -97.807867"
29,AMD GO GREEN / P100 FL3 LEFT,7171 Southwest Pkwy,Austin,Texas,78735,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.250807, -97.861696",$4.17/month PIE members $2/hr Non-Members,40A,30.250807, -97.861696,8,0,0,5,"https://www.google.com/maps/place/30.250807, -97.861696"
30,PARMER AUSTIN / PIC #2,13011c McCallen Pass,Austin,Texas,78753,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.409607, -97.659318",$4.17/month PIE members $2/hr Non-Members,40A,30.409607, -97.659318,8,0,1,16,"https://www.google.com/maps/place/30.409607, -97.659318"
31,HPI 3700 / EV 4,3700 N Capital of Texas Hwy,Austin,Texas,78746,1,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,--,--,"30.336723, -97.806259",$4.17/month PIE members $2/hr Non-Members,40A,30.336723, -97.806259,3,0,0,6,"https://www.google.com/maps/place/30.336723, -97.806259"
32,ENDEAVOR REG / 901 E 6TH ST 4,901 E 6th St,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,J1772,240V,J1772,"30.265013, -97.733449",$4.17/month PIE members $2/hr Non-Members,40A,30.265013, -97.733449,20,1,18,20,"https://www.google.com/maps/place/30.265013, -97.733449"
33,LADERA BEND / GATED GARAGE 2,7300 Ranch Rd 2222,Austin,Texas,78730,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.372159, -97.80166",$4.17/month PIE members $2/hr Non-Members,40A,30.372159, -97.80166,4,0,3,5,"https://www.google.com/maps/place/30.372159, -97.80166"
34,HANOVER / L5,110 San Antonio St,Austin,Texas,78701,1,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Multifamily Commercial,J1772,--,--,"30.265299, -97.749118",$4.17/month PIE members $2/hr Non-Members,40A,30.265299, -97.749118,20,1,20,20,"https://www.google.com/maps/place/30.265299, -97.749118"
35,PARMER AUSTIN / STATION PIC 4,509 E Howard Ln,Austin,Texas,78753,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.411955, -97.652813",$4.17/month PIE members $2/hr Non-Members,40A,30.411955, -97.652813,8,0,5,4,"https://www.google.com/maps/place/30.411955, -97.652813"
36,PIE AE / PUB-CENTRALMKTS,4465-4475 S Lamar Blvd,Austin,Texas,78745,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.232256, -97.798438",$4.17/month PIE members $2/hr Non-Members,40A,30.232256, -97.798438,8,0,4,20,"https://www.google.com/maps/place/30.232256, -97.798438"
37,RAINEY STREET / MILLENNIUM 01,91 Rainey St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.260803, -97.737765",$4.17/month PIE members $2/hr Non-Members,40A,30.260803, -97.737765,20,1,17,20,"https://www.google.com/maps/place/30.260803, -97.737765"
38,PALOMA RIDGE / PALOMA BDG C #3,13620 N FM 620,Austin,Texas,78717,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.477716, -97.779045",$4.17/month PIE members $2/hr Non-Members,40A,30.477716, -97.779045,6,0,4,11,"https://www.google.com/maps/place/30.477716, -97.779045"
39,AVIATION / 5TH FLOOR,3201 Presidential Blvd,Austin,Texas,78719,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Parks and Recreation,J1772,240V,J1772,"30.204665, -97.669632",$4.17/month PIE members $2/hr Non-Members,40A,30.204665, -97.669632,13,0,0,20,"https://www.google.com/maps/place/30.204665, -97.669632"
40,PIE AE / PUBPEARSONH LN1,400 Center Ridge Dr,Austin,Texas,78753,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.417411, -97.664204",$4.17/month PIE members $2/hr Non-Members,40A,30.417411, -97.664204,8,0,2,20,"https://www.google.com/maps/place/30.417411, -97.664204"
41,AISD PAC / AISD PAC #1,Mueller Blvd,Austin,Texas,78723,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Education,J1772,240V,J1772,"30.305454, -97.702666",$4.17/month PIE members $2/hr Non-Members,40A,30.305454, -97.702666,12,1,14,20,"https://www.google.com/maps/place/30.305454, -97.702666"
42,PIE AE / RUTHERFORD #8,1520 Rutherford Ln,Austin,Texas,78754,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Municipal,J1772,240V,J1772,"30.337751, -97.680756",$4.17/month PIE members $2/hr Non-Members,40A,30.337751, -97.680756,5,1,4,18,"https://www.google.com/maps/place/30.337751, -97.680756"
43,ENDEAVOR REG / 901 E 6TH ST 2,901 E 6th St,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,J1772,240V,J1772,"30.265007, -97.733526",$4.17/month PIE members $2/hr Non-Members,40A,30.265007, -97.733526,20,1,18,20,"https://www.google.com/maps/place/30.265007, -97.733526"
44,ENCINO STATIONS / ARM EMPLOYEES,5707 Southwest Pkwy,Austin,Texas,78735,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Workplace,J1772,240V,J1772,"30.243704, -97.846168",$4.17/month PIE members $2/hr Non-Members,40A,30.243704, -97.846168,6,0,0,4,"https://www.google.com/maps/place/30.243704, -97.846168"
45,PIE AE / MACC STATION 2,600 River St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Municipal,J1772,240V,J1772,"30.25848, -97.73948",$4.17/month PIE members $2/hr Non-Members,40A,30.25848, -97.73948,20,0,18,20,"https://www.google.com/maps/place/30.25848, -97.73948"
46,PIE AE / RIO2 REMOVED SC,1212 Rio Grande St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,NEMA 5-20R,240V,J1772,"30.277239, -97.747215",$4.17/month PIE members $2/hr Non-Members,40A,30.277239, -97.747215,20,1,19,20,"https://www.google.com/maps/place/30.277239, -97.747215"
47,PIE AE / NWRECCENTER 1,2913 Marilyn Dr,Austin,Texas,78757,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.33403, -97.751448",$4.17/month PIE members $2/hr Non-Members,40A,30.33403, -97.751448,5,0,5,20,"https://www.google.com/maps/place/30.33403, -97.751448"
48,PIE AE / PUBACCSOAUSTIN1,5517 Manchaca Rd,Austin,Texas,78745,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.216019, -97.796332",$4.17/month PIE members $2/hr Non-Members,30A,30.216019, -97.796332,7,1,7,16,"https://www.google.com/maps/place/30.216019, -97.796332"
49,ST. JOHNS WEST / JOHNS E,601 W St Johns Ave,Austin,Texas,78752,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.3378, -97.714764",$4.17/month PIE members $2/hr Non-Members,40A,30.3378, -97.714764,7,0,6,20,"https://www.google.com/maps/place/30.3378, -97.714764"
50,REPUBLICSQUARE / GABLES REPUB2,217B W 4th St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.26679, -97.74565",$4.17/month PIE members $2/hr Non-Members,40A,30.26679, -97.74565,20,2,20,20,"https://www.google.com/maps/place/30.26679, -97.74565"
51,PIE AE / PUBCHASEESCAL1,4301 Westbank Dr,Austin,Texas,78746,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,NEMA 5-20R,240V,J1772,"30.27567, -97.817127",$4.17/month PIE members $2/hr Non-Members,40A,30.27567, -97.817127,7,1,5,9,"https://www.google.com/maps/place/30.27567, -97.817127"
52,CHAMPION OFFICE / EV #1,6433 Champion Grandview Way,Austin,Texas,78750,2,$4.17/month PIE members $2/hr Non-Members,Commercial with restricted access,Parking,J1772,240V,J1772,"30.363141, -97.793613",$4.17/month PIE members $2/hr Non-Members,40A,30.363141, -97.793613,5,0,3,8,"https://www.google.com/maps/place/30.363141, -97.793613"
53,FLATIRON DOMAIN / FLATIRON DOM 1,10727 Domain Dr,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.393731, -97.725579",$4.17/month PIE members $2/hr Non-Members,30A,30.393731, -97.725579,20,0,4,20,"https://www.google.com/maps/place/30.393731, -97.725579"
54,SCHOOL / TRAVIS2,1211 E Oltorf St.,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Education,J1772,240V,J1772,"30.232206, -97.743837",$4.17/month PIE members $2/hr Non-Members,40A,30.232206, -97.743837,15,0,6,20,"https://www.google.com/maps/place/30.232206, -97.743837"
55,PIE AE / PUBACCPINNACLE2,7748 Hwy 290 W,Austin,Texas,78736,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,NEMA 5-20R,240V,J1772,"30.23143, -97.883171",$4.17/month PIE members $2/hr Non-Members,40A,30.23143, -97.883171,4,0,5,11,"https://www.google.com/maps/place/30.23143, -97.883171"
56,AMBEROAKS-AE / AMBER 1,9001 Amberglen Blvd,Austin,Texas,78729,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.470002, -97.766435",$4.17/month PIE members $2/hr Non-Members,40A,30.470002, -97.766435,7,0,3,5,"https://www.google.com/maps/place/30.470002, -97.766435"
57,COA FLEET - PIE / MEINARD #2,4393-4799 Meinardus Dr,Austin,Texas,78744,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Municipal,NEMA 5-20R,240V,J1772,"30.211357, -97.752083",$4.17/month PIE members $2/hr Non-Members,40A,30.211357, -97.752083,7,0,3,20,"https://www.google.com/maps/place/30.211357, -97.752083"
58,FOUNDRY / STATION 4,310 Comal St,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.261084, -97.727822",$4.17/month PIE members $2/hr Non-Members,40A,30.261084, -97.727822,20,0,20,20,"https://www.google.com/maps/place/30.261084, -97.727822"
59,PIE AE / CONVENTION CTR1,111 Congress Ave,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.263755, -97.743423",$4.17/month PIE members $2/hr Non-Members,40A,30.263755, -97.743423,20,1,20,20,"https://www.google.com/maps/place/30.263755, -97.743423"
60,CEDARHILLS-AE / CEDARHILL 1,4100 W Slaughter Ln,Austin,Texas,78749,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.189638, -97.856428",$4.17/month PIE members $2/hr Non-Members,40A,30.189638, -97.856428,1,0,2,20,"https://www.google.com/maps/place/30.189638, -97.856428"
61,PIE AE / HOWSONBRCHLIBR1,2500 Exposition Blvd,Austin,Texas,78703,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Municipal,J1772,240V,J1772,"30.298412, -97.767959",$4.17/month PIE members $2/hr Non-Members,40A,30.298412, -97.767959,3,0,6,2,"https://www.google.com/maps/place/30.298412, -97.767959"
62,YETI RAMBLERS / EVSE #1,7601 Southwest Pkwy,Austin,Texas,78735,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Multifamily Commercial,J1772,240V,J1772,"30.256412, -97.871799",$4.17/month PIE members $2/hr Non-Members,40A,30.256412, -97.871799,7,0,0,5,"https://www.google.com/maps/place/30.256412, -97.871799"
63,AXO GROUP LLC / AUSTIN CHARGE,601-699 Brushy St,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.266047, -97.733139",$4.17/month PIE members $2/hr Non-Members,40A,30.266047, -97.733139,20,2,18,20,"https://www.google.com/maps/place/30.266047, -97.733139"
64,COA / DOA - CONRAC2,3819 Presidential Blvd,Austin,Texas,78719,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Retail,J1772,240V,J1772,"30.204655, -97.666451",$4.17/month PIE members $2/hr Non-Members,40A,30.204655, -97.666451,12,0,1,20,"https://www.google.com/maps/place/30.204655, -97.666451"
65,B AUSTIN / STATION 1,6700 Manchaca Rd,Austin,Texas,78745,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.206406, -97.807047",$4.17/month PIE members $2/hr Non-Members,40A,30.206406, -97.807047,6,0,5,20,"https://www.google.com/maps/place/30.206406, -97.807047"
66,BRANDYWINE AUST / FOUR POINTS 1,11120 4 Points Dr,Austin,Texas,78726,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.405365, -97.84813",$4.17/month PIE members $2/hr Non-Members,40A,30.405365, -97.84813,4,0,1,20,"https://www.google.com/maps/place/30.405365, -97.84813"
67,PIE AE / CONVENTION CTR2,111 Congress Ave,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.263746, -97.743476",$4.17/month PIE members $2/hr Non-Members,40A,30.263746, -97.743476,20,1,20,20,"https://www.google.com/maps/place/30.263746, -97.743476"
68,BUILDING 7 EVCS / STATION1,909 Reinli St,Austin,Texas,78751,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Multifamily Commercial,J1772,240V,J1772,"30.318426, -97.71069",$4.17/month PIE members $2/hr Non-Members,40A,30.318426, -97.71069,14,0,5,20,"https://www.google.com/maps/place/30.318426, -97.71069"
69,7700 PARMER / 7700 PARMER 2,7700 W PARMER LN,Austin,Texas,78729,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.458594, -97.7526",$4.17/month PIE members $2/hr Non-Members,40A,30.458594, -97.7526,5,0,3,2,"https://www.google.com/maps/place/30.458594, -97.7526"
70,PIE AE / PUBACCHIGHLAND1,5930 Middle Fiskville Rd,Austin,Texas,78752,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Parking,J1772,240V,J1772,"30.322654, -97.712743",$4.17/month PIE members $2/hr Non-Members,40A,30.322654, -97.712743,11,0,6,20,"https://www.google.com/maps/place/30.322654, -97.712743"
71,WHITLEY MAIN / PIE-M WHITLEY,301 Brazos St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Multifamily Commercial,J1772,240V,J1772,"30.265199, -97.742194",$4.17/month PIE members $2/hr Non-Members,40A,30.265199, -97.742194,20,2,20,20,"https://www.google.com/maps/place/30.265199, -97.742194"
72,COA FLEET - PIE / FLOOR 4 ADA,625 E 10th St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Municipal,NEMA 5-20R,240V,J1772,"30.2696, -97.734679",$4.17/month PIE members $2/hr Non-Members,40A,30.2696, -97.734679,20,2,17,20,"https://www.google.com/maps/place/30.2696, -97.734679"
73,COA / LOT J SW,10137 Hotel Dr,Austin,Texas,78719,2,$4.17/month PIE members $2/hr Non-Members,"Public (Municipal, as in library, street, etc)",Workplace,J1772,240V,J1772,"30.207559, -97.661039",$4.17/month PIE members $2/hr Non-Members,40A,30.207559, -97.661039,12,0,1,20,"https://www.google.com/maps/place/30.207559, -97.661039"
74,HPI 3700 / EV 6,4339 N Capital of Texas Hwy,Austin,Texas,78746,1,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,--,--,"30.336616, -97.8076",$4.17/month PIE members $2/hr Non-Members,40A,30.336616, -97.8076,3,0,0,6,"https://www.google.com/maps/place/30.336616, -97.8076"
75,PIE AE / MACC STATION 1,600 River St.,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Municipal,J1772,240V,J1772,"30.258523, -97.739467",$4.17/month PIE members $2/hr Non-Members,40A,30.258523, -97.739467,20,0,18,20,"https://www.google.com/maps/place/30.258523, -97.739467"
76,ACC-AE / RIO GRANDE GAR2,824 W 12th St,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Education,J1772,240V,J1772,"30.276423, -97.749389",$4.17/month PIE members $2/hr Non-Members,40A,30.276423, -97.749389,20,1,18,20,"https://www.google.com/maps/place/30.276423, -97.749389"
77,ENCINO STATIONS / STATION 1,5707 Southwest Pkwy,Austin,Texas,78735,2,$4.17/month PIE members $2/hr Non-Members,Commercial with unrestricted access,Workplace,J1772,240V,J1772,"30.243726, -97.845725",$4.17/month PIE members $2/hr Non-Members,40A,30.243726, -97.845725,6,0,1,3,"https://www.google.com/maps/place/30.243726, -97.845725"
78,FOUNDATION COMM / JORDAN4,2724 Philomena St,Austin,Texas,78723,2,$4.17/month PIE members $2/hr Non-Members,Multi-family residential,Multifamily Commercial,J1772,240V,J1772,"30.298859, -97.694978",$4.17/month PIE members $2/hr Non-Members,40A,30.298859, -97.694978,8,1,12,20,"https://www.google.com/maps/place/30.298859, -97.694978"
