barrels08,charge120,charge240,city08,city08U,cityE,comb08,comb08U,combE,drive,engId,eng_dscr,fuelCost08,fuelType,fuelType1,ghgScore,highway08,highway08U,highwayE,hlv,hpv,id,lv2,lv4,make,model,pv2,pv4,range,rangeCity,rangeCityA,rangeHwy,rangeHwyA,trany,UCity,UHighway,VClass,year,youSaveSpend,baseModel,tCharger,sCharger,atvType,evMotor,mfrCode,c240Dscr,charge240b,c240bDscr
0.072,0.0,11.0,125,125.0,27.0,114,114.0,30.0,Front-Wheel Drive,42,,700,Electricity,Electricity,10,103,103.0,33.0,0,0,45757,0,0,Toyota,bZ4X LIMITED,0,0,242,0.0,0.0,0.0,0.0,Automatic (A1),186.6,153.4,Small Sport Utility Vehicle 2WD,2023,5750,bZ4X,,,EV,150 kW AC Synchronous,TYX,,0.0,
0.0768,0.0,11.0,114,114.0,30.0,104,104.0,32.0,All-Wheel Drive,41,,700,Electricity,Electricity,10,94,94.0,36.0,0,0,45758,0,0,Toyota,bZ4X AWD,0,0,228,0.0,0.0,0.0,0.0,Automatic (A1),170.4,140.4,Small Sport Utility Vehicle 4WD,2023,5750,bZ4X,,,EV,80 and 150 kW AC Synchronous,TYX,,0.0,
0.0791999999999999,0.0,11.0,112,112.0,30.0,102,102.0,33.0,All-Wheel Drive,45,,750,Electricity,Electricity,10,92,92.0,36.0,0,0,45759,0,0,Toyota,bZ4X LIMITED AWD,0,0,222,0.0,0.0,0.0,0.0,Automatic (A1),167.1,138.4,Small Sport Utility Vehicle 4WD,2023,5500,bZ4X,,,EV,80 and 150 kW AC Synchronous,TYX,,0.0,
0.0936,0.0,8.0,94,94.3602,35.7195,87,87.4945,38.5224,All-Wheel Drive,204,,850,Electricity,Electricity,10,80,80.3491,41.9482,0,0,45760,0,0,Volvo,C40 Recharge twin,0,0,226,0.0,0.0,0.0,0.0,Automatic (A1),132.0,112.4,Small Sport Utility Vehicle 4WD,2023,5000,C40,,,EV,175 and 175 kW ACPMSM,VVX,,0.0,
0.0936,0.0,8.0,92,91.9344,36.662,85,85.4607,39.4392,All-Wheel Drive,203,,900,Electricity,Electricity,10,79,78.6884,42.8335,0,0,45761,0,0,Volvo,XC40 Recharge twin,0,0,223,0.0,0.0,0.0,0.0,Automatic (A1),128.4,109.9,Small Sport Utility Vehicle 4WD,2023,4750,XC40,,,EV,150 and 150 kW ACPMSM,VVX,,0.0,
0.0984,0.0,10.5,81,80.7116,41.7598,82,81.6915,41.2589,All-Wheel Drive,352,,950,Electricity,Electricity,10,83,82.9219,40.6467,0,0,45981,0,11,Audi,e-tron GT,0,101,238,0.0,0.0,0.0,0.0,Automatic (A2),113.2,116.3,Midsize Cars,2023,4500,e-tron GT,,,EV,TBD,VGA,,0.0,
0.1008,0.0,10.5,79,79.4187,42.4396,81,80.5505,41.8433,All-Wheel Drive,353,,950,Electricity,Electricity,10,82,81.9783,41.1145,0,0,45982,0,11,Audi,RS e-tron GT,0,101,232,0.0,0.0,0.0,0.0,Automatic (A2),111.7,115.3,Midsize Cars,2023,4500,RS e-tron GT,,,EV,TBD,VGA,,0.0,
0.0791999999999999,0.0,9.0,112,111.86,30.1314,103,103.0925,32.6939,Rear-Wheel Drive,360,,750,Electricity,Electricity,10,94,94.08,35.8259,0,0,45983,0,0,Audi,Q4 e-tron,0,0,265,0.0,0.0,0.0,0.0,Automatic (A1),159.8,134.4,Small Sport Utility Vehicle 2WD,2023,5500,Q4 e-tron,,,EV,TBD,VGA,,0.0,
0.1032,0.0,10.0,78,78.2253,43.0871,79,78.5899,42.8872,All-Wheel Drive,350,,950,Electricity,Electricity,10,79,79.0402,42.6429,0,0,45984,0,0,Audi,e-tron quattro,0,0,226,0.0,0.0,0.0,0.0,Automatic (A2),105.6,106.7,Standard Sport Utility Vehicle 4WD,2023,4500,e-tron,,,EV,TBD,VGA,,0.0,
0.1104,0.0,10.0,72,72.3957,46.5566,73,73.4439,45.8922,All-Wheel Drive,354,,1050,Electricity,Electricity,10,75,74.7669,45.0801,0,0,45985,0,0,Audi,e-tron S (20 inch wheels),0,0,208,0.0,0.0,0.0,0.0,Automatic (A1),97.7,100.9,Standard Sport Utility Vehicle 4WD,2023,4000,e-tron S,,,EV,TBD,VGA,,0.0,
0.108,0.0,10.0,73,73.1367,46.0849,75,75.0414,44.9152,All-Wheel Drive,355,,1000,Electricity,Electricity,10,78,77.5086,43.4855,0,0,45986,0,0,Audi,e-tron S Sportback (20 inch wheels),0,0,212,0.0,0.0,0.0,0.0,Automatic (A1),98.7,104.6,Standard Sport Utility Vehicle 4WD,2023,4250,e-tron S,,,EV,TBD,VGA,,0.0,
0.1032,0.0,10.0,77,76.6697,43.9613,78,78.0711,43.1722,All-Wheel Drive,351,,950,Electricity,Electricity,10,80,79.855,42.2077,0,0,45987,0,0,Audi,e-tron Sportback quattro,0,0,225,0.0,0.0,0.0,0.0,Automatic (A2),103.5,107.8,Standard Sport Utility Vehicle 4WD,2023,4500,e-tron,,,EV,TBD,VGA,,0.0,
0.0863999999999999,0.0,9.0,97,97.37,34.6154,93,92.5955,36.4003,All-Wheel Drive,358,,800,Electricity,Electricity,10,87,87.36,38.5817,0,0,45988,0,0,Audi,Q4 e-tron quattro,0,0,236,0.0,0.0,0.0,0.0,Automatic (A1),139.1,124.8,Standard Sport Utility Vehicle 4WD,2023,5250,Q4 e-tron,,,EV,TBD,VGA,,0.0,
0.0863999999999999,0.0,9.0,100,99.75,33.7895,95,94.8056,35.5517,All-Wheel Drive,359,,800,Electricity,Electricity,10,89,89.39,37.7056,0,0,45989,0,0,Audi,Q4 e-tron Sportback,0,0,242,0.0,0.0,0.0,0.0,Automatic (A1),142.5,127.7,Standard Sport Utility Vehicle 4WD,2023,5250,Q4 e-tron,,,EV,TBD,VGA,,0.0,
0.0839999999999999,0.0,10.0,94,93.9483,35.8761,96,95.685,35.2249,All-Wheel Drive,450,,800,Electricity,Electricity,10,98,97.8969,34.4291,0,0,45990,0,10,BMW,i4 M50 Gran Coupe (19 inch wheels),0,90,271,0.0,0.0,0.0,0.0,Automatic (A1),126.1,131.4,Subcompact Cars,2023,5250,i4,,,EV,TBD,BMX,,0.0,
0.1008,0.0,10.0,79,79.1967,42.5586,80,79.6627,42.3096,All-Wheel Drive,451,,950,Electricity,Electricity,10,80,80.2397,42.0054,0,0,45991,0,10,BMW,i4 M50 Gran Coupe (20 inch wheels),0,90,227,0.0,0.0,0.0,0.0,Automatic (A1),106.3,107.7,Subcompact Cars,2023,4500,i4,,,EV,TBD,BMX,,0.0,
0.0815999999999999,0.0,10.0,109,109.4538,33.6343,109,108.9786,33.9144,Rear-Wheel Drive,440,,750,Electricity,Electricity,10,108,108.4033,34.2568,0,0,45992,0,10,BMW,i4 eDrive40 Gran Coupe (18 inch wheels),0,90,301,0.0,0.0,0.0,0.0,Automatic (A1),156.3,154.8,Subcompact Cars,2023,5500,i4,,,EV,TBD,BMX,,0.0,
0.0911999999999999,0.0,12.0,87,87.4328,38.5496,89,89.2803,37.7519,All-Wheel Drive,719,,850,Electricity,Electricity,10,92,91.6473,36.7769,0,0,45993,0,11,BMW,i7 xDrive60 Sedan (19 inch wheels),0,112,318,0.0,0.0,0.0,0.0,Automatic (A1),122.4,128.3,Large Cars,2023,5000,i7,,,EV,TBD,BMX,,0.0,
0.0984,0.0,12.0,81,81.0753,41.5725,83,82.9495,40.6332,All-Wheel Drive,720,,900,Electricity,Electricity,10,85,85.3612,39.4851,0,0,45994,0,11,BMW,i7 xDrive60 Sedan (20 inch wheels),0,112,296,0.0,0.0,0.0,0.0,Automatic (A1),113.5,119.5,Large Cars,2023,4750,i7,,,EV,TBD,BMX,,0.0,
0.0936,0.0,12.0,85,85.3612,39.4851,87,86.963,38.7578,All-Wheel Drive,721,,850,Electricity,Electricity,10,89,89.0043,37.869,0,0,45995,0,11,BMW,i7 xDrive60 Sedan (21 inch wheels),0,112,308,0.0,0.0,0.0,0.0,Automatic (A1),119.5,124.6,Large Cars,2023,5000,i7,,,EV,TBD,BMX,,0.0,
0.0936,0.0,12.0,86,86.3105,39.0509,86,86.4427,38.9911,All-Wheel Drive,120,,900,Electricity,Electricity,10,87,86.6048,38.9181,0,0,45996,0,0,BMW,iX xDrive50 (20 inch wheels),0,0,324,0.0,0.0,0.0,0.0,Automatic (A1),117.3,117.7,Standard Sport Utility Vehicle 4WD,2023,4750,iX,,,EV,TBD,BMX,,0.0,
0.0984,0.0,12.0,82,82.3371,40.9354,83,82.8628,40.6757,All-Wheel Drive,121,,900,Electricity,Electricity,10,84,83.5144,40.3583,0,0,45997,0,0,BMW,iX xDrive50 (21 inch wheels),0,0,305,0.0,0.0,0.0,0.0,Automatic (A1),111.9,113.5,Standard Sport Utility Vehicle 4WD,2023,4750,iX,,,EV,TBD,BMX,,0.0,
0.0936,0.0,12.0,86,86.1634,39.1176,86,85.8307,39.2692,All-Wheel Drive,122,,900,Electricity,Electricity,10,85,85.4275,39.4545,0,0,45998,0,0,BMW,iX xDrive50 (22 inch wheels),0,0,315,0.0,0.0,0.0,0.0,Automatic (A1),117.1,116.1,Standard Sport Utility Vehicle 4WD,2023,4750,iX,,,EV,TBD,BMX,,0.0,
0.0815999999999999,0.0,9.0,105,108.36,31.1047,97,100.5822,33.5099,All-Wheel Drive,5,,750,Electricity,Electricity,10,89,92.47,36.4497,0,0,45999,0,13,Genesis,Electrified G80,0,99,282,0.0,0.0,0.0,0.0,Automatic (A1),154.8,132.1,Midsize Cars,2023,5500,G80,,,EV,TBD,HYX,,0.0,
0.0648,0.0,9.5,134,136.85,24.6292,120,122.6523,27.4801,Front-Wheel Drive,36,,600,Electricity,Electricity,10,106,108.85,30.9646,0,0,46000,0,0,Hyundai,Kona Electric,0,0,258,0.0,0.0,0.0,0.0,Automatic (A1),195.5,155.5,Small Sport Utility Vehicle 2WD,2023,6250,Kona,,,EV,TBD,HYX,,0.0,
0.0936,0.0,13.0,89,88.7855,37.9623,85,85.4362,39.4505,4-Wheel Drive,591,,900,Electricity,Electricity,10,82,81.6706,41.2694,0,0,46001,0,0,Jaguar,I-Pace EV400 (20 inch tires),0,0,246,0.0,0.0,0.0,0.0,Automatic (A1),117.3,107.9,Small Sport Utility Vehicle 4WD,2023,4750,I-Pace,,,EV,TBD,JLX,,0.0,
0.108,0.0,13.0,79,78.5551,42.9062,76,75.5029,44.6407,4-Wheel Drive,593,,1000,Electricity,Electricity,10,72,72.08,46.7605,0,0,46002,0,0,Jaguar,I-Pace EV400 (22 inch tires),0,0,217,0.0,0.0,0.0,0.0,Automatic (A1),110.4,101.3,Small Sport Utility Vehicle 4WD,2023,4250,I-Pace,,,EV,TBD,JLX,,0.0,
0.1008,0.0,8.9,85,84.7,39.7934,79,79.4109,42.4438,All-Wheel Drive,33,,950,Electricity,Electricity,10,74,73.78,45.6831,0,0,46003,0,24,Kia,EV6 AWD GT,0,104,206,0.0,0.0,0.0,0.0,Automatic (A1),121.0,105.4,Small Station Wagons,2023,4500,EV6,,,EV,TBD,KMX,,0.0,
0.0744,0.0,8.4,120,119.56,28.1909,109,108.5174,31.0595,All-Wheel Drive,34,,700,Electricity,Electricity,10,98,97.51,34.5657,0,0,46004,0,24,Kia,EV6 Long Range AWD (19 inch tires),0,103,282,0.0,0.0,0.0,0.0,Automatic (A1),170.8,139.3,Small Station Wagons,2023,5750,EV6,,,EV,TBD,KMX,,0.0,
0.0815999999999999,0.0,8.4,106,108.36,31.1047,96,98.41,34.2496,All-Wheel Drive,35,,750,Electricity,Electricity,10,86,88.48,38.0934,0,0,46005,0,24,Kia,EV6 Long Range AWD (20 inch tires),0,103,252,0.0,0.0,0.0,0.0,Automatic (A1),154.8,126.4,Small Station Wagons,2023,5500,EV6,,,EV,TBD,KMX,,0.0,
0.0672,0.0,8.7,134,138.18,24.3921,117,120.22,28.0361,Rear-Wheel Drive,37,,650,Electricity,Electricity,10,101,103.74,32.4899,0,0,46006,0,24,Kia,EV6 Long Range RWD,0,103,310,0.0,0.0,0.0,0.0,Automatic (A1),197.4,148.2,Small Station Wagons,2023,6000,EV6,,,EV,TBD,KMX,,0.0,
0.0672,0.0,6.3,136,138.04,24.4168,117,119.0536,28.3108,Rear-Wheel Drive,36,,650,Electricity,Electricity,10,100,101.92,33.0701,0,0,46007,0,24,Kia,EV6 Standard Range RWD,0,103,232,0.0,0.0,0.0,0.0,Automatic (A1),197.2,145.6,Small Station Wagons,2023,6000,EV6,,,EV,TBD,KMX,,0.0,
0.0696,0.0,7.5,126,128.1,26.3115,113,115.2255,29.2513,Front-Wheel Drive,30,,650,Electricity,Electricity,10,101,102.62,32.8445,0,0,46008,0,23,Kia,Niro Electric,0,100,253,0.0,0.0,0.0,0.0,Automatic (A1),183.0,146.6,Small Station Wagons,2023,6000,Niro,,,EV,TBD,KMX,,0.0,
0.0744,0.0,12.5,101,106.6907,31.5913,103,108.6192,31.0304,All-Wheel Drive,905,,700,Electricity,Electricity,10,105,111.0732,30.3449,0,0,46009,0,35,Mercedes-Benz,EQS 450 4matic,0,103,340,0.0,0.0,0.0,0.0,Automatic (A1),141.2,147.0,Large Cars,2023,5750,EQS,,,EV,TBD,MBX,,0.0,
0.1032,0.0,12.75,79,80.2627,41.9933,78,79.1101,42.6052,All-Wheel Drive,917,,950,Electricity,Electricity,10,77,77.7455,43.353,0,0,46010,0,0,Mercedes-Benz,EQS 450 4matic (SUV),0,0,285,0.0,0.0,0.0,0.0,Automatic (A1),111.6,108.1,Standard Sport Utility Vehicle 4WD,2023,4500,EQS,,,EV,TBD,MBX,,0.0,
0.0936,0.0,12.75,87,87.99,38.3055,85,86.1688,39.1151,Rear-Wheel Drive,903,,900,Electricity,Electricity,10,83,84.0427,40.1046,0,0,46011,0,0,Mercedes-Benz,EQS 450 Plus (SUV),0,0,305,0.0,0.0,0.0,0.0,Automatic (A1),122.6,117.1,Standard Sport Utility Vehicle 2WD,2023,4750,EQS,,,EV,TBD,MBX,,0.0,
0.1008,0.0,12.75,79,82.6965,40.7575,77,80.1444,42.0553,All-Wheel Drive,918,,950,Electricity,Electricity,10,74,77.2313,43.6416,0,0,46012,0,0,Mercedes-Benz,EQS 580 4matic (SUV),0,0,285,0.0,0.0,0.0,0.0,Automatic (A1),115.0,107.4,Standard Sport Utility Vehicle 4WD,2023,4500,EQS,,,EV,TBD,MBX,,0.0,
0.0791999999999999,0.0,10.0,109,108.64,31.0245,101,101.3458,33.2574,Front-Wheel Drive,1,,750,Electricity,Electricity,10,94,93.66,35.9865,0,0,46013,0,23,Nissan,ARIYA ENGAGE FWD 63kWh,0,101,216,0.0,0.0,0.0,0.0,Automatic (A1),155.2,133.8,Small Station Wagons,2023,5500,ARIYA,,,EV,TBD,NSX,,0.0,
0.0815999999999999,0.0,14.0,105,104.93,32.1214,98,98.0576,34.3726,Front-Wheel Drive,4,,750,Electricity,Electricity,10,91,90.79,37.1241,0,0,46014,0,23,Nissan,ARIYA EVO Plus/EMP Plus/PRM FWD 87kWh,0,101,289,0.0,0.0,0.0,0.0,Automatic (A1),149.9,129.7,Small Station Wagons,2023,5500,ARIYA,,,EV,TBD,NSX,,0.0,
0.0791999999999999,0.0,14.0,111,110.95,30.3785,103,103.0394,32.7108,Front-Wheel Drive,3,,750,Electricity,Electricity,10,95,94.78,35.5613,0,0,46015,0,27,Nissan,ARIYA VENTURE Plus FWD 87kWh,0,101,304,0.0,0.0,0.0,0.0,Automatic (A1),158.5,135.4,Small Station Wagons,2023,5500,ARIYA,,,EV,TBD,NSX,,0.0,
0.072,0.0,8.0,123,122.92,27.4203,111,110.7755,30.4264,Front-Wheel Drive,902,,700,Electricity,Electricity,10,99,98.84,34.1006,24,92,46016,0,0,Nissan,LEAF,0,0,149,0.0,0.0,0.0,0.0,Automatic (A1),175.6,141.2,Midsize Cars,2023,5750,LEAF,,,EV,TBD,NSX,,0.0,
0.0744,0.0,11.0,121,121.03,27.8485,109,109.4944,30.7824,Front-Wheel Drive,904,,700,Electricity,Electricity,10,98,98.07,34.3683,24,92,46017,0,0,Nissan,LEAF SV,0,0,212,0.0,0.0,0.0,0.0,Automatic (A1),172.9,140.1,Midsize Cars,2023,5750,LEAF,,,EV,TBD,NSX,,0.0,
0.1008,0.0,10.5,80,80.01,42.126,80,80.2297,42.0106,All-Wheel Drive,705,,950,Electricity,Electricity,10,80,80.5,41.8696,24,90,46018,0,0,Porsche,Taycan 4 Cross Turismo,0,0,235,0.0,0.0,0.0,0.0,Automatic (A2),114.3,115.0,Midsize Cars,2023,4500,Taycan,,,EV,175 and 320 kW ACPM,PRX,,0.0,
0.1032,0.0,10.5,78,78.68,42.8381,78,78.7744,42.7868,All-Wheel Drive,725,,950,Electricity,Electricity,10,78,78.89,42.724,24,91,46019,0,0,Porsche,Taycan 4S Cross Turismo,0,0,230,0.0,0.0,0.0,0.0,Automatic (A2),112.4,112.7,Midsize Cars,2023,4500,Taycan,,,EV,175 and 320 kW ACPM,PRX,,0.0,
0.1008,0.0,10.5,79,79.03,42.6484,80,79.7157,42.2815,All-Wheel Drive,721,,950,Electricity,Electricity,10,81,80.57,41.8332,0,0,46020,0,12,Porsche,Taycan 4S Perf Battery Plus,0,89,235,0.0,0.0,0.0,0.0,Automatic (A2),112.9,115.1,Compact Cars,2023,4500,Taycan,,,EV,175 and 320 kW ACPM,PRX,,0.0,
0.096,0.0,9.5,82,83.23,40.4962,82,83.23,40.4962,All-Wheel Drive,720,,900,Electricity,Electricity,10,82,83.23,40.4962,0,0,46021,0,12,Porsche,Taycan 4S Performance Battery,0,89,206,0.0,0.0,0.0,0.0,Automatic (A2),118.9,118.9,Compact Cars,2023,4750,Taycan,,,EV,150 and 270 kW ACPM,PRX,,0.0,
0.0984,0.0,10.5,83,83.3,40.4622,83,82.8242,40.6946,All-Wheel Drive,770,,900,Electricity,Electricity,10,82,82.25,40.9787,0,0,46022,0,11,Porsche,Taycan GTS,0,89,246,0.0,0.0,0.0,0.0,Automatic (A2),119.0,117.5,Compact Cars,2023,4750,Taycan,,,EV,175 and 335 kW ACPM,PRX,,0.0,
0.1008,0.0,10.5,80,80.29,41.9791,80,80.0687,42.0951,All-Wheel Drive,772,,950,Electricity,Electricity,10,80,79.8,42.2368,12,90,46023,0,0,Porsche,Taycan GTS Sport Turismo,0,0,233,0.0,0.0,0.0,0.0,Automatic (A2),114.7,114.0,Compact Cars,2023,4500,Taycan,,,EV,175 and 335 kW ACPM,PRX,,0.0,
0.0984,0.0,10.5,78,77.63,43.4175,82,81.8362,41.1859,Rear-Wheel Drive,702,,950,Electricity,Electricity,10,88,87.64,38.4585,0,0,46024,0,12,Porsche,Taycan Perf Battery Plus,0,90,242,0.0,0.0,0.0,0.0,Automatic (A2),110.9,125.2,Compact Cars,2023,4500,Taycan,,,EV,280 kW ACPM,PRX,,0.0,
0.0984,0.0,9.5,79,79.24,42.5353,83,82.868,40.6731,Rear-Wheel Drive,701,,900,Electricity,Electricity,10,88,87.78,38.3971,0,0,46025,0,12,Porsche,Taycan Performance Battery,0,90,208,0.0,0.0,0.0,0.0,Automatic (A2),113.2,125.4,Compact Cars,2023,4750,Taycan,,,EV,240 kW ACPM,PRX,,0.0,
0.1008,0.0,10.5,81,81.34,41.4372,81,80.6075,41.8137,All-Wheel Drive,740,,950,Electricity,Electricity,10,80,79.73,42.2739,0,0,46026,0,11,Porsche,Taycan Turbo,0,89,238,0.0,0.0,0.0,0.0,Automatic (A2),116.2,113.9,Compact Cars,2023,4500,Taycan,,,EV,175 and 335 kW ACPM,PRX,,0.0,
0.1008,0.0,10.5,80,82.18,41.0136,79,80.9613,41.631,All-Wheel Drive,745,,950,Electricity,Electricity,10,78,79.52,42.3856,24,92,46027,0,0,Porsche,Taycan Turbo Cross Turismo,0,0,233,0.0,0.0,0.0,0.0,Automatic (A2),117.4,113.6,Midsize Cars,2023,4500,Taycan,,,EV,175 and 335 kW ACPM,PRX,,0.0,
0.108,0.0,10.5,76,76.86,43.8525,75,75.7502,44.5214,All-Wheel Drive,750,,1000,Electricity,Electricity,10,74,74.34,45.339,0,0,46028,0,11,Porsche,Taycan Turbo S,0,89,222,0.0,0.0,0.0,0.0,Automatic (A2),109.8,106.2,Compact Cars,2023,4250,Taycan,,,EV,190 and 335 kW ACPM,PRX,,0.0,
0.108,0.0,10.5,76,76.86,43.8525,75,75.7052,44.5214,All-Wheel Drive,755,,1000,Electricity,Electricity,10,74,74.34,45.339,24,93,46029,0,0,Porsche,Taycan Turbo S Cross Turismo,0,0,222,0.0,0.0,0.0,0.0,Automatic (A2),109.8,106.2,Midsize Cars,2023,4250,Taycan,,,EV,190 and 335 kW ACPM,PRX,,0.0,
0.0744,0.0,11.0,114,119.42,28.2239,104,108.9582,30.9339,All-Wheel Drive,81,,700,Electricity,Electricity,10,94,98.42,34.2461,0,0,46030,0,0,Subaru,Solterra AWD,0,0,228,0.0,0.0,0.0,0.0,Automatic (A1),170.6,140.6,Small Sport Utility Vehicle 4WD,2023,5750,Solterra,,,EV,TBD,FJX,,0.0,
0.0768,0.0,11.0,111,114.38,29.4676,102,104.9103,32.1274,All-Wheel Drive,82,,700,Electricity,Electricity,10,93,95.27,35.3784,0,0,46031,0,0,Subaru,Solterra Limited/Touring AWD,0,0,222,0.0,0.0,0.0,0.0,Automatic (A1),163.4,136.1,Small Sport Utility Vehicle 4WD,2023,5750,Solterra,,,EV,TBD,FJX,,0.0,
0.0744,0.0,6.0,115,115.15,29.2705,107,107.0791,31.4767,Rear-Wheel Drive,311,,700,Electricity,Electricity,10,99,98.63,34.1732,0,0,46032,0,30,Volkswagen,ID.4,0,100,209,0.0,0.0,0.0,0.0,Automatic (A1),164.5,140.9,Small Sport Utility Vehicle 2WD,2023,5750,ID.4,,,EV,150 kW AC 3-Phase,VGA,,0.0,
0.0815999999999999,0.0,7.5,104,104.23,32.3371,99,98.6237,34.1754,All-Wheel Drive,308,,750,Electricity,Electricity,10,93,92.54,36.4221,0,0,46033,0,30,Volkswagen,ID.4 AWD Pro,0,100,255,0.0,0.0,0.0,0.0,Automatic (A1),148.9,132.2,Small Sport Utility Vehicle 4WD,2023,5500,ID.4,,,EV,TBD,VGA,,0.0,
0.0815999999999999,0.0,7.5,104,104.23,32.3371,99,98.6237,34.1754,All-Wheel Drive,306,,750,Electricity,Electricity,10,93,92.54,36.4221,0,0,46034,0,30,Volkswagen,ID.4 AWD Pro S,0,100,255,0.0,0.0,0.0,0.0,Automatic (A1),148.9,132.2,Small Sport Utility Vehicle 4WD,2023,5500,ID.4,,,EV,TBD,VGA,,0.0,
0.0768,0.0,7.5,115,115.15,29.2705,107,106.8932,31.5315,Rear-Wheel Drive,309,,700,Electricity,Electricity,10,98,98.28,34.2949,0,0,46035,0,30,Volkswagen,ID.4 Pro,0,100,275,0.0,0.0,0.0,0.0,Automatic (A1),164.5,140.4,Small Sport Utility Vehicle 2WD,2023,5750,ID.4,,,EV,150 kW AC 3-Phase,VGA,,0.0,
0.0768,0.0,7.5,115,115.15,29.2705,107,106.8932,31.5315,Rear-Wheel Drive,307,,700,Electricity,Electricity,10,98,98.28,34.2949,0,0,46036,0,30,Volkswagen,ID.4 Pro S,0,100,275,0.0,0.0,0.0,0.0,Automatic (A1),164.5,140.4,Small Sport Utility Vehicle 2WD,2023,5750,ID.4,,,EV,150 kW AC 3-Phase,VGA,,0.0,
0.0744,0.0,6.0,115,115.15,29.2705,107,107.0791,31.4767,Rear-Wheel Drive,310,,700,Electricity,Electricity,10,99,98.63,34.1732,0,0,46037,0,30,Volkswagen,ID.4 S,0,100,209,0.0,0.0,0.0,0.0,Automatic (A1),164.5,140.9,Small Sport Utility Vehicle 2WD,2023,5750,ID.4,,,EV,150 kW AC 3-Phase,VGA,,0.0,
0.0624,0.0,11.5,134,134.2791,25.1007,131,130.5194,25.8238,All-Wheel Drive,35,,600,Electricity,Electricity,10,126,126.2005,26.7075,0,0,46204,0,15,Tesla,Model 3 Long Range AWD,0,97,358,367.5,0.0,345.4,0.0,Automatic (A1),184.5,173.4,Midsize Cars,2023,6250,Model 3,,,EV,98 and 195 kW AC 3-Phase,TSL,standard charger,0.0,with 48A high power charger connector option
0.072,0.0,10.0,118,117.5346,28.6767,113,112.5105,29.9572,All-Wheel Drive,38,,650,Electricity,Electricity,10,107,106.9243,31.5223,0,0,46205,0,15,Tesla,Model 3 Performance AWD,0,97,315,328.7,0.0,299.0,0.0,Automatic (A1),157.3,143.1,Midsize Cars,2023,6000,Model 3,,,EV,131 and 190 kW AC 3-Phase,TSL,standard charger,0.0,with 48A high power charger connector option
0.06,0.0,10.4,138,137.5297,24.5074,132,132.2131,25.4929,Rear-Wheel Drive,31,,550,Electricity,Electricity,10,126,126.2482,26.6974,0,0,46206,0,15,Tesla,Model 3 RWD,0,97,272,284.0,0.0,260.6,0.0,Automatic (A1),185.3,170.1,Midsize Cars,2023,6500,Model 3,,,EV,192 kW AC 3-Phase,TSL,standard charger,0.0,with 48A high power charger connector option
0.0672,0.0,15.0,124,124.0887,27.162,120,119.6064,28.1799,All-Wheel Drive,58,,650,Electricity,Electricity,10,115,114.5492,29.424,26,94,46207,0,0,Tesla,Model S,0,0,405,420.0,0.0,387.7,0.0,Automatic (A1),163.9,151.3,Large Cars,2023,6000,Model S,,,EV,247 and 247 kW AC 3-Phase,TSL,standard charger,0.0,with 72A high power charger connector option
0.0791999999999999,0.0,14.0,107,106.5571,31.6309,102,101.8783,33.0836,All-Wheel Drive,73,,750,Electricity,Electricity,10,97,96.6893,34.8591,0,0,46208,0,0,Tesla,Model X,0,0,348,0.0,0.0,0.0,0.0,Automatic (A1),144.7,131.3,Standard Sport Utility Vehicle 4WD,2023,5500,Model X,,,EV,243 and 248 kW AC 3-Phase,TSL,standard charger,0.0,with 72A high power charger connector option
0.0815999999999999,0.0,14.0,103,102.6153,32.846,98,98.0856,34.3629,All-Wheel Drive,76,,750,Electricity,Electricity,10,93,93.0645,36.2168,0,0,46209,0,0,Tesla,Model X Plaid (20 inch wheels),0,0,333,0.0,0.0,0.0,0.0,Automatic (A1),138.6,125.7,Standard Sport Utility Vehicle 4WD,2023,5500,Model X,,,EV,"230, 230 and 230 kW AC 3-Phase",TSL,standard charger,0.0,with 72A high power charger connector option
0.0887999999999999,0.0,14.0,94,94.027,35.8461,91,91.3018,36.916,All-Wheel Drive,74,,850,Electricity,Electricity,10,88,88.1781,38.2238,0,0,46210,0,0,Tesla,Model X Plaid (22 inch wheels),0,0,311,0.0,0.0,0.0,0.0,Automatic (A1),127.0,119.1,Standard Sport Utility Vehicle 4WD,2023,5000,Model X,,,EV,"230, 230 and 230 kW AC 3-Phase",TSL,standard charger,0.0,with 72A high power charger connector option
0.0672,0.0,9.4,129,128.5031,26.2289,123,122.5115,27.5117,All-Wheel Drive,44,,600,Electricity,Electricity,10,116,115.9063,29.0795,0,0,46211,0,0,Tesla,Model Y AWD,0,0,279,291.9,0.0,263.3,0.0,Automatic (A1),167.3,150.9,Small Sport Utility Vehicle 4WD,2023,6250,Model Y,,,EV,91 and 200 kW AC 3-Phase,TSL,standard charger,0.0,with 72A high power charger connector option
0.0672,0.0,11.5,127,126.5829,26.6268,122,121.9989,27.6273,All-Wheel Drive,45,,600,Electricity,Electricity,10,117,116.828,28.8501,0,0,46212,0,0,Tesla,Model Y Long Range AWD,0,0,330,342.2,0.0,315.7,0.0,Automatic (A1),164.8,152.1,Small Sport Utility Vehicle 4WD,2023,6250,Model Y,,,EV,91 and 200 kW AC 3-Phase,TSL,standard charger,0.0,with 72A high power charger connector option
