start_date,station_na,charging_t,energy_kwh,address_1,address_2,city,state_prov,zip_postal,fee,model_numb,latitude,longitude,location
2022-04-12T04:26:21Z,TOWN OF CARY / DT DECK P2 (1),7:04:48,43.712,113 Walnut St,,Cary,North Carolina,27511,0,CT4025-HD-GW,35.785446,-78.779411,POINT(-78.7794110000 35.7854460000)
2022-04-11T12:03:48Z,TOWN OF CARY / BOND PARK BH,0:53:39,3.093,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-04-10T19:14:54Z,TOWN OF CARY / BOND PARK BH,0:37:10,1.935,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-04-10T16:29:05Z,TOWN OF CARY / TOWN HALL-PWH,1:27:05,8.725,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.7788160000 35.7892150000)
2022-04-09T22:52:15Z,TOWN OF CARY / BOND PARK BH,1:02:08,7.509,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-04-09T17:05:28Z,TOWN OF CARY / BOND PARK BH,4:35:05,33.486,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-04-09T19:12:07Z,TOWN OF CARY / BOND PARK BH,1:10:41,8.585,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-04-09T18:12:45Z,TOWN OF CARY / TOWN HALL-PWH,1:42:24,6.07,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.7788160000 35.7892150000)
2022-04-09T16:02:27Z,TOWN OF CARY / DT DECK P2 (1),1:23:36,5.83,113 Walnut St,,Cary,North Carolina,27511,0,CT4025-HD-GW,35.785446,-78.779411,POINT(-78.7794110000 35.7854460000)
2022-04-08T13:18:39Z,TOWN OF CARY / DT DECK P2 (2),3:13:33,10.523,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.7797010000 35.7853850000)
