start_date,station_na,charging_t,energy_kwh,address_1,address_2,city,state_prov,zip_postal,fee,model_numb,latitude,longitude,location
2022-05-31T21:40:01Z,TOWN OF CARY / TOWN HALL-PWH,2:08:42,13.081,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.7788160000 35.7892150000)
2022-05-31T10:55:50Z,TOWN OF CARY / TOWN HALL-PWH,8:56:09,28.915,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.7788160000 35.7892150000)
2022-05-31T11:31:43Z,TOWN OF CARY / TOWN HALL-PWH,0:43:03,4.336,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.7788160000 35.7892150000)
2022-05-30T17:18:28Z,TOWN OF CARY / BOND PARK BH,0:47:09,2.748,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-30T11:32:14Z,TOWN OF CARY / TOWN HALL-PWH,2:14:40,13.709,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.7788160000 35.7892150000)
2022-05-29T20:08:50Z,TOWN OF CARY / TOWN HALL-PWH,1:09:05,6.834,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.7788160000 35.7892150000)
2022-05-29T14:05:50Z,TOWN OF CARY / BOND PARK BH,0:25:44,1.447,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-29T11:55:36Z,TOWN OF CARY / BOND PARK BH,1:26:42,5.074,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-29T00:45:27Z,TOWN OF CARY / DT DECK P2 (2),0:48:08,2.349,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.7797010000 35.7853850000)
2022-05-28T20:01:35Z,TOWN OF CARY / BOND PARK BH,4:54:54,36.133,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-28T22:37:38Z,TOWN OF CARY / DT DECK P2 (2),1:54:11,6.088,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.7797010000 35.7853850000)
2022-05-28T22:38:35Z,TOWN OF CARY / BOND PARK BH,0:39:53,4.827,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-28T21:05:27Z,TOWN OF CARY / DT DECK P2 (2),0:00:03,0,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.7797010000 35.7853850000)
2022-05-28T15:24:20Z,TOWN OF CARY / BOND PARK BH,2:02:35,14.563,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-28T11:25:13Z,TOWN OF CARY / TOWN HALL-PWH,0:10:16,0.997,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.7788160000 35.7892150000)
2022-05-27T10:22:10Z,TOWN OF CARY / BOND PARK BH,0:33:09,2.08,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-27T01:22:09Z,TOWN OF CARY / DT DECK P2 (2),0:53:26,2.712,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.7797010000 35.7853850000)
2022-05-26T22:27:57Z,TOWN OF CARY / TOWN HALL-PWH,1:22:07,8.23,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.7788160000 35.7892150000)
2022-05-26T22:12:37Z,TOWN OF CARY / BOND PARK BH,0:05:50,0.662,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-26T20:21:01Z,TOWN OF CARY / BOND PARK BH,0:30:07,3.67,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-26T20:02:22Z,TOWN OF CARY / DT DECK P4,0:08:29,0.806,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.783203,-78.779366,POINT(-78.7793660000 35.7832030000)
2022-05-26T15:44:51Z,TOWN OF CARY / BOND PARK BH,1:12:14,7.534,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-26T13:58:39Z,TOWN OF CARY / BOND PARK BH,2:42:39,19.722,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-26T13:02:46Z,TOWN OF CARY / BOND PARK BH,2:06:43,12.518,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-26T09:01:56Z,TOWN OF CARY / TOWNOFCARY1,0:57:07,44.11,400 James Jackson Ave,,Cary,North Carolina,27513,0,CPE250C-500-CCS1-CHD,35.797245,-78.807556,POINT(-78.8075560000 35.7972450000)
2022-05-25T20:20:30Z,TOWN OF CARY / DT DECK P2 (2),1:45:05,5.178,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.7797010000 35.7853850000)
2022-05-25T20:54:57Z,TOWN OF CARY / TOWNOFCARY1,0:00:00,0,400 James Jackson Ave,,Cary,North Carolina,27513,0,CPE250C-500-CCS1-CHD,35.797245,-78.807556,POINT(-78.8075560000 35.7972450000)
2022-05-25T00:41:47Z,TOWN OF CARY / DT DECK P2 (2),4:28:54,27.549,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.7797010000 35.7853850000)
2022-05-25T13:13:41Z,TOWN OF CARY / DT DECK P2 (2),1:16:34,8.105,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.7797010000 35.7853850000)
2022-05-24T17:09:52Z,TOWN OF CARY / DT DECK P4,1:23:52,3.657,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.783203,-78.779366,POINT(-78.7793660000 35.7832030000)
2022-05-23T13:17:42Z,TOWN OF CARY / BOND PARK BH,1:06:09,4.163,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-23T11:35:03Z,TOWN OF CARY / BOND PARK BH,0:49:27,2.932,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-22T20:33:31Z,TOWN OF CARY / BOND PARK BH,3:48:43,10.443,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-22T23:06:09Z,TOWN OF CARY / DT DECK P2 (2),1:04:04,6.356,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.7797010000 35.7853850000)
2022-05-22T12:46:17Z,TOWN OF CARY / TOWN HALL-PWH,0:41:02,2.312,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.7788160000 35.7892150000)
2022-05-21T18:36:07Z,TOWN OF CARY / DT DECK P2 (2),2:29:40,14.808,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.7797010000 35.7853850000)
2022-05-21T19:24:34Z,TOWN OF CARY / BOND PARK BH,0:17:41,2.136,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-21T19:13:17Z,TOWN OF CARY / DT DECK P4,0:00:00,0,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.783203,-78.779366,POINT(-78.7793660000 35.7832030000)
2022-05-21T11:53:53Z,TOWN OF CARY / BOND PARK BH,0:50:12,2.924,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-21T01:28:02Z,TOWN OF CARY / TOWN HALL-PWH,0:50:18,2.524,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.7788160000 35.7892150000)
2022-05-20T23:28:29Z,TOWN OF CARY / BOND PARK BH,0:32:19,1.821,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-20T20:12:29Z,TOWN OF CARY / BOND PARK BH,3:12:42,9.806,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-20T22:09:15Z,TOWN OF CARY / DT DECK P2 (2),0:54:20,5.314,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.7797010000 35.7853850000)
2022-05-20T15:31:54Z,TOWN OF CARY / TOWN HALL-PWH,1:06:32,6.784,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.7788160000 35.7892150000)
2022-05-19T20:12:58Z,TOWN OF CARY / DT DECK P2 (2),1:55:44,6.161,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.7797010000 35.7853850000)
2022-05-19T18:39:41Z,TOWN OF CARY / BOND PARK BH,1:24:01,8.879,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-19T11:31:20Z,TOWN OF CARY / TOWN HALL-PWH,7:59:40,26.736,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.7788160000 35.7892150000)
2022-05-19T15:42:38Z,TOWN OF CARY / DT DECK P2 (2),0:00:52,0.063,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.7797010000 35.7853850000)
2022-05-19T00:32:22Z,TOWN OF CARY / DT DECK P2 (2),10:23:14,43.729,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.7797010000 35.7853850000)
2022-05-19T01:55:02Z,TOWN OF CARY / TOWN HALL-PWH,4:21:51,26.625,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.7788160000 35.7892150000)
2022-05-18T22:42:45Z,TOWN OF CARY / DT DECK P2 (2),0:21:54,2.193,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.7797010000 35.7853850000)
2022-05-18T17:52:49Z,TOWN OF CARY / DT DECK P2 (2),2:37:32,10.928,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.7797010000 35.7853850000)
2022-05-18T20:25:40Z,TOWN OF CARY / TOWN HALL-PWH,1:05:32,3.569,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.7788160000 35.7892150000)
2022-05-17T16:54:45Z,TOWN OF CARY / DT DECK P2 (2),2:00:59,12.48,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.7797010000 35.7853850000)
2022-05-16T17:42:50Z,TOWN OF CARY / TOWN HALL-PWH,17:53:25,59.54,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.7788160000 35.7892150000)
2022-05-17T11:13:32Z,TOWN OF CARY / TOWN HALL-PWH,0:51:13,5.224,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.7788160000 35.7892150000)
2022-05-16T19:00:36Z,TOWN OF CARY / DT DECK P4,1:26:11,3.059,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.783203,-78.779366,POINT(-78.7793660000 35.7832030000)
2022-05-16T10:53:33Z,TOWN OF CARY / TOWN HALL-PWH,6:33:07,25.537,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.7788160000 35.7892150000)
2022-05-15T17:30:21Z,TOWN OF CARY / BOND PARK BH,1:25:02,10.004,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-15T14:11:41Z,TOWN OF CARY / DT DECK P2 (2),2:00:16,6.587,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.7797010000 35.7853850000)
2022-05-14T23:18:58Z,TOWN OF CARY / BOND PARK BH,1:24:22,9.113,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-14T21:21:42Z,TOWN OF CARY / BOND PARK BH,3:03:03,15.697,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-14T19:55:33Z,TOWN OF CARY / BOND PARK BH,1:03:07,4.869,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-14T12:12:13Z,TOWN OF CARY / BOND PARK BH,3:12:39,10.081,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-13T22:53:43Z,TOWN OF CARY / BOND PARK BH,0:54:27,6.622,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-13T17:58:36Z,TOWN OF CARY / DT DECK P2 (2),0:34:51,2.996,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.7797010000 35.7853850000)
2022-05-13T12:09:18Z,TOWN OF CARY / TOWN HALL-PWH,1:16:44,7.747,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.7788160000 35.7892150000)
2022-05-13T07:38:23Z,TOWN OF CARY / TOWN HALL-PWH,3:04:52,18.765,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.7788160000 35.7892150000)
2022-05-12T21:20:36Z,TOWN OF CARY / DT DECK P2 (2),0:26:58,2.534,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.7797010000 35.7853850000)
2022-05-12T20:03:31Z,TOWN OF CARY / DT DECK P4,0:26:04,2.568,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.783203,-78.779366,POINT(-78.7793660000 35.7832030000)
2022-05-11T22:28:09Z,TOWN OF CARY / DT DECK P2 (2),0:26:24,2.682,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.7797010000 35.7853850000)
2022-05-11T12:14:42Z,TOWN OF CARY / TOWN HALL-PWH,7:48:40,25.62,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.7788160000 35.7892150000)
2022-05-11T17:47:44Z,TOWN OF CARY / BOND PARK BH,2:05:27,10.428,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-11T12:13:51Z,TOWN OF CARY / BOND PARK BH,0:26:10,1.358,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-11T02:34:45Z,TOWN OF CARY / TOWN HALL-PWH,3:22:32,15.57,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.7788160000 35.7892150000)
2022-05-10T21:11:36Z,TOWN OF CARY / BOND PARK BH,3:37:00,9.803,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-10T15:37:11Z,TOWN OF CARY / BOND PARK BH,1:12:42,8.882,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-09T22:25:18Z,TOWN OF CARY / DT DECK P2 (1),2:35:52,9.101,113 Walnut St,,Cary,North Carolina,27511,0,CT4025-HD-GW,35.785446,-78.779411,POINT(-78.7794110000 35.7854460000)
2022-05-09T22:32:46Z,TOWN OF CARY / BOND PARK BH,1:00:55,7.337,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-09T17:53:52Z,TOWN OF CARY / DT DECK P2 (2),3:21:15,14.877,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.7797010000 35.7853850000)
2022-05-09T18:58:08Z,TOWN OF CARY / DT DECK P2 (2),1:03:27,4.889,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.7797010000 35.7853850000)
2022-05-09T17:10:06Z,TOWN OF CARY / DT DECK P2 (2),0:44:39,4.46,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.7797010000 35.7853850000)
2022-05-09T16:42:46Z,TOWN OF CARY / BOND PARK BH,0:59:57,3.501,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-07T15:28:32Z,TOWN OF CARY / DT DECK P4,3:35:29,21.777,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.783203,-78.779366,POINT(-78.7793660000 35.7832030000)
2022-05-06T23:12:55Z,TOWN OF CARY / DT DECK P2 (2),4:00:47,24.473,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.7797010000 35.7853850000)
2022-05-07T00:58:38Z,TOWN OF CARY / DT DECK P2 (2),1:29:35,9.042,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.7797010000 35.7853850000)
2022-05-06T22:46:13Z,TOWN OF CARY / DT DECK P2 (2),0:49:12,5.116,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.7797010000 35.7853850000)
2022-05-06T21:31:47Z,TOWN OF CARY / BOND PARK BH,0:54:53,5.931,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-06T15:27:05Z,TOWN OF CARY / BOND PARK BH,0:44:26,4.8,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-06T13:13:44Z,TOWN OF CARY / BOND PARK BH,1:08:29,3.254,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-06T02:37:41Z,TOWN OF CARY / TOWN HALL-PWH,2:57:32,13.034,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.7788160000 35.7892150000)
2022-05-05T22:58:03Z,TOWN OF CARY / BOND PARK BH,0:53:36,6.481,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-05T19:48:21Z,TOWN OF CARY / BOND PARK BH,1:50:46,13.649,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-05T20:33:18Z,TOWN OF CARY / BOND PARK BH,0:17:51,1.088,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-05T15:48:54Z,TOWN OF CARY / TOWN HALL-PWH,1:40:59,9.946,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.7788160000 35.7892150000)
2022-05-04T22:18:31Z,TOWN OF CARY / TOWN HALL-PWH,0:31:37,3.162,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.7788160000 35.7892150000)
2022-05-04T20:41:19Z,TOWN OF CARY / BOND PARK BH,0:58:56,3.456,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-04T19:49:48Z,TOWN OF CARY / TOWN HALL-PWH,0:56:45,3.014,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.7788160000 35.7892150000)
2022-05-04T15:55:49Z,TOWN OF CARY / BOND PARK BH,1:18:28,4.483,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-04T13:13:05Z,TOWN OF CARY / DT DECK P2 (1),1:14:20,7.821,113 Walnut St,,Cary,North Carolina,27511,0,CT4025-HD-GW,35.785446,-78.779411,POINT(-78.7794110000 35.7854460000)
2022-05-03T20:27:55Z,TOWN OF CARY / DT DECK P2 (2),0:22:08,1.234,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.7797010000 35.7853850000)
2022-05-03T19:51:52Z,TOWN OF CARY / BOND PARK BH,0:34:52,3.977,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-03T15:43:39Z,TOWN OF CARY / DT DECK P2 (2),1:14:33,4.205,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.7797010000 35.7853850000)
2022-05-03T15:40:55Z,TOWN OF CARY / BOND PARK BH,0:37:45,2.331,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-03T02:53:48Z,TOWN OF CARY / TOWN HALL-PWH,2:52:36,12.38,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.7788160000 35.7892150000)
2022-05-02T11:36:13Z,TOWN OF CARY / BOND PARK BH,2:10:25,7.646,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-01T17:55:25Z,TOWN OF CARY / BOND PARK BH,3:30:59,10.641,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-01T20:54:48Z,TOWN OF CARY / BOND PARK BH,0:28:03,3.395,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-05-01T15:45:50Z,TOWN OF CARY / BOND PARK BH,1:15:48,9.232,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-04-30T17:04:36Z,TOWN OF CARY / DT DECK P4,1:29:02,4.413,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.783203,-78.779366,POINT(-78.7793660000 35.7832030000)
2022-04-30T03:46:22Z,TOWN OF CARY / TOWN HALL-PWH,0:45:42,3.257,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.7788160000 35.7892150000)
2022-04-29T17:27:56Z,TOWN OF CARY / DT DECK P2 (2),1:09:24,6.928,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.785385,-78.779701,POINT(-78.7797010000 35.7853850000)
2022-04-29T15:31:16Z,TOWN OF CARY / BOND PARK BH,0:39:09,4.108,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-04-29T12:06:59Z,TOWN OF CARY / BOND PARK BH,2:56:58,10.351,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
2022-04-29T05:24:24Z,TOWN OF CARY / DT DECK P2 (1),5:39:43,35.054,113 Walnut St,,Cary,North Carolina,27511,0,CT4025-HD-GW,35.785446,-78.779411,POINT(-78.7794110000 35.7854460000)
2022-04-28T17:40:08Z,TOWN OF CARY / DT DECK P4,4:28:22,27.586,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.783203,-78.779366,POINT(-78.7793660000 35.7832030000)
2022-04-28T20:16:01Z,TOWN OF CARY / TOWN HALL-PWH,0:45:35,4.644,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0,CT4020-HD-GW,35.789215,-78.778816,POINT(-78.7788160000 35.7892150000)
2022-04-27T19:15:02Z,TOWN OF CARY / BOND PARK BH,3:14:02,9.947,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,POINT(-78.8255540000 35.7813030000)
