Created;Station ID;Station name;Start time;Stop time;Duration;Energy (Wh);Plug type;Cumulative energy (Wh);Colonna1
02/08/2019 13.56;1100;Puutarhakatu 4;02/08/2019 13.56;02/08/2019 18.23;268;10710;AC;19313504;2397.761194
02/08/2019 14.01;1138;Hämeenkatu 8;02/08/2019 14.01;02/08/2019 15.01;61;3190;AC;19316694;3137.704918
02/08/2019 15.25;2653;Puistokatu 10;02/08/2019 15.25;02/08/2019 15.27;2;60;AC;19316754;1800
02/08/2019 15.27;2653;Puistokatu 10;02/08/2019 15.27;02/08/2019 16.22;56;3010;AC;19319764;3225
02/08/2019 16.31;2653;Puistokatu 10;02/08/2019 16.31;02/08/2019 16.32;1;0;AC;19319764;0
02/08/2019 17.46;3022;Turun linja-autoasema;02/08/2019 17.46;02/08/2019 17.47;2;0;AC;19319764;0
02/08/2019 18.24;1140;Hämeenkatu 8;02/08/2019 18.24;03/08/2019 12.03;1060;6000;AC;19325764;339.6226415
02/08/2019 18.58;1100;Puutarhakatu 4;02/08/2019 18.58;02/08/2019 19.20;22;1160;AC;19326924;3163.636364
02/08/2019 19.45;1100;Puutarhakatu 4;02/08/2019 19.45;02/08/2019 20.50;66;3670;AC;19330594;3336.363636
03/08/2019 01.18;3023;Turun linja-autoasema;03/08/2019 01.18;03/08/2019 01.29;12;4961;DC;19335555;24805
03/08/2019 11.55;1100;Puutarhakatu 4;03/08/2019 11.55;03/08/2019 13.21;87;2890;AC;19338445;1993.103448
03/08/2019 12.24;3023;Turun linja-autoasema;03/08/2019 12.24;03/08/2019 13.35;72;27875;DC;19366320;23229.16667
03/08/2019 12.48;1140;Hämeenkatu 8;03/08/2019 12.48;03/08/2019 15.39;172;8150;AC;19374470;2843.023256
03/08/2019 15.23;1100;Puutarhakatu 4;03/08/2019 15.23;03/08/2019 16.12;50;2660;AC;19377130;3192
03/08/2019 16.36;1138;Hämeenkatu 8;03/08/2019 16.36;03/08/2019 17.44;68;3600;AC;19380730;3176.470588
03/08/2019 16.41;1126;ABC Tammisilta;03/08/2019 16.41;03/08/2019 16.55;14;3394;DC;19384124;14545.71429
03/08/2019 17.26;1100;Puutarhakatu 4;03/08/2019 17.26;03/08/2019 19.34;129;11810;AC;19395934;5493.023256
03/08/2019 19.29;1126;ABC Tammisilta;03/08/2019 19.29;03/08/2019 19.53;24;6278;DC;19402212;15695
03/08/2019 20.02;1100;Puutarhakatu 4;03/08/2019 20.02;03/08/2019 23.19;198;8130;AC;19410342;2463.636364
03/08/2019 20.08;1126;ABC Tammisilta;03/08/2019 20.08;03/08/2019 20.23;16;3945;DC;19414287;14793.75
03/08/2019 23.24;1100;Puutarhakatu 4;03/08/2019 23.24;04/08/2019 07.33;489;4710;AC;19418997;577.9141104
04/08/2019 07.48;1126;ABC Tammisilta;04/08/2019 07.48;04/08/2019 07.52;5;1058;DC;19420055;12696
04/08/2019 11.52;1100;Puutarhakatu 4;04/08/2019 11.52;04/08/2019 14.21;149;7450;AC;19427505;3000
04/08/2019 14.22;1100;Puutarhakatu 4;04/08/2019 14.22;04/08/2019 16.15;113;3000;AC;19430505;1592.920354
04/08/2019 14.31;3023;Turun linja-autoasema;04/08/2019 14.31;04/08/2019 16.07;96;29355;DC;19459860;18346.875
04/08/2019 17.21;1099;Puutarhakatu 4;04/08/2019 17.21;04/08/2019 17.22;1;0;AC;19459860;0
04/08/2019 17.21;1100;Puutarhakatu 4;04/08/2019 17.21;04/08/2019 22.09;288;7150;AC;19467010;1489.583333
04/08/2019 23.00;1100;Puutarhakatu 4;04/08/2019 23.00;05/08/2019 07.37;518;4900;AC;19471910;567.5675676
05/08/2019 07.56;1140;Hämeenkatu 8;05/08/2019 07.56;05/08/2019 11.25;209;8000;AC;19479910;2296.650718
05/08/2019 08.14;3022;Turun linja-autoasema;05/08/2019 08.14;05/08/2019 09.07;53;3038;AC;19482948;3439.245283
05/08/2019 08.27;6442;Turun Messukeskus;05/08/2019 08.27;05/08/2019 11.21;175;5768;AC;19488716;1977.6
05/08/2019 08.29;1138;Hämeenkatu 8;05/08/2019 08.29;05/08/2019 11.31;183;5900;AC;19494616;1934.42623
05/08/2019 08.30;3023;Turun linja-autoasema;05/08/2019 08.30;05/08/2019 08.36;7;1249;DC;19495865;10705.71429
05/08/2019 08.47;1126;ABC Tammisilta;05/08/2019 08.47;05/08/2019 09.04;17;10091;DC;19505956;35615.29412
05/08/2019 08.51;1100;Puutarhakatu 4;05/08/2019 08.51;05/08/2019 11.39;169;7490;AC;19513446;2659.171598
05/08/2019 09.08;4666;Logomo;05/08/2019 09.08;05/08/2019 11.54;167;6870;AC;19520316;2468.263473
05/08/2019 09.40;1099;Puutarhakatu 4;05/08/2019 09.40;05/08/2019 10.15;36;1720;AC;19522036;2866.666667
05/08/2019 10.50;3023;Turun linja-autoasema;05/08/2019 10.50;05/08/2019 12.01;72;17742;DC;19539778;14785
05/08/2019 12.03;1140;Hämeenkatu 8;05/08/2019 12.03;05/08/2019 12.34;31;5030;AC;19544808;9735.483871
05/08/2019 12.10;1138;Hämeenkatu 8;05/08/2019 12.10;05/08/2019 12.54;45;4720;AC;19549528;6293.333333
05/08/2019 12.21;1100;Puutarhakatu 4;05/08/2019 12.21;05/08/2019 13.20;60;2580;AC;19552108;2580
05/08/2019 12.40;1140;Hämeenkatu 8;05/08/2019 12.40;05/08/2019 16.04;204;2560;AC;19554668;752.9411765
05/08/2019 13.42;1099;Puutarhakatu 4;05/08/2019 13.42;05/08/2019 13.42;1;0;AC;19554668;0
05/08/2019 13.42;1099;Puutarhakatu 4;05/08/2019 13.42;05/08/2019 13.42;1;0;AC;19554668;0
05/08/2019 13.43;1099;Puutarhakatu 4;05/08/2019 13.43;05/08/2019 14.33;50;2570;AC;19557238;3084
05/08/2019 14.03;4667;Logomo;05/08/2019 14.03;05/08/2019 15.05;62;1370;AC;19558608;1325.806452
05/08/2019 14.08;1100;Puutarhakatu 4;05/08/2019 14.08;05/08/2019 16.17;129;6510;AC;19565118;3027.906977
05/08/2019 14.31;3022;Turun linja-autoasema;05/08/2019 14.31;05/08/2019 15.20;50;2626;AC;19567744;3151.2
05/08/2019 16.27;1100;Puutarhakatu 4;05/08/2019 16.27;05/08/2019 17.59;93;0;AC;19567744;0
05/08/2019 17.35;3023;Turun linja-autoasema;05/08/2019 17.35;05/08/2019 18.01;26;5872;DC;19573616;13550.76923
05/08/2019 18.02;3023;Turun linja-autoasema;05/08/2019 18.02;05/08/2019 18.08;6;554;DC;19574170;5540
05/08/2019 18.08;1100;Puutarhakatu 4;05/08/2019 18.08;05/08/2019 22.47;280;5430;AC;19579600;1163.571429
05/08/2019 18.25;1138;Hämeenkatu 8;05/08/2019 18.25;05/08/2019 21.13;168;8240;AC;19587840;2942.857143
05/08/2019 18.35;1099;Puutarhakatu 4;05/08/2019 18.35;05/08/2019 22.36;241;10220;AC;19598060;2544.39834
05/08/2019 18.53;2500;Stedingkinkatu 2;05/08/2019 18.53;06/08/2019 11.49;1017;6680;AC;19604740;394.100295
05/08/2019 19.27;1140;Hämeenkatu 8;05/08/2019 19.27;05/08/2019 21.50;143;6430;AC;19611170;2697.902098
05/08/2019 22.55;1100;Puutarhakatu 4;05/08/2019 22.55;06/08/2019 06.54;480;2810;AC;19613980;351.25
06/08/2019 07.17;1100;Puutarhakatu 4;06/08/2019 07.17;06/08/2019 08.20;64;3160;AC;19617140;2962.5
06/08/2019 07.58;1138;Hämeenkatu 8;06/08/2019 07.58;06/08/2019 13.44;347;4890;AC;19622030;845.5331412
06/08/2019 08.27;1140;Hämeenkatu 8;06/08/2019 08.27;06/08/2019 11.15;169;5460;AC;19627490;1938.461538
06/08/2019 08.41;1100;Puutarhakatu 4;06/08/2019 08.41;06/08/2019 13.01;261;7420;AC;19634910;1705.747126
06/08/2019 10.45;6442;Turun Messukeskus;06/08/2019 10.45;06/08/2019 12.05;81;4971;AC;19639881;3682.222222
06/08/2019 11.51;2500;Stedingkinkatu 2;06/08/2019 11.51;06/08/2019 12.44;54;4620;AC;19644501;5133.333333
06/08/2019 12.24;6442;Turun Messukeskus;06/08/2019 12.24;06/08/2019 14.48;145;8223;AC;19652724;3402.62069
06/08/2019 12.52;4667;Logomo;06/08/2019 12.52;06/08/2019 14.46;115;5400;AC;19658124;2817.391304
06/08/2019 13.28;1140;Hämeenkatu 8;06/08/2019 13.28;06/08/2019 13.59;32;1720;AC;19659844;3225
06/08/2019 15.43;1100;Puutarhakatu 4;06/08/2019 15.43;06/08/2019 17.26;104;5360;AC;19665204;3092.307692
06/08/2019 16.02;2500;Stedingkinkatu 2;06/08/2019 16.02;09/08/2019 13.44;4183;3980;AC;19669184;57.0882142
06/08/2019 16.34;1126;ABC Tammisilta;06/08/2019 16.34;06/08/2019 18.02;89;64935;DC;19734119;43776.40449
06/08/2019 18.04;1099;Puutarhakatu 4;06/08/2019 18.04;06/08/2019 21.46;223;10300;AC;19744419;2771.300448
06/08/2019 18.59;3023;Turun linja-autoasema;06/08/2019 18.59;06/08/2019 19.21;22;4851;DC;19749270;13230
06/08/2019 21.07;3023;Turun linja-autoasema;06/08/2019 21.07;06/08/2019 21.29;23;6091;DC;19755361;15889.56522
06/08/2019 21.45;3023;Turun linja-autoasema;06/08/2019 21.45;06/08/2019 21.45;1;36;DC;19755397;2160
06/08/2019 21.46;3023;Turun linja-autoasema;06/08/2019 21.46;06/08/2019 22.24;38;10615;DC;19766012;16760.52632
06/08/2019 23.01;1100;Puutarhakatu 4;06/08/2019 23.01;07/08/2019 06.56;476;4060;AC;19770072;511.7647059
07/08/2019 07.18;4667;Logomo;07/08/2019 07.18;07/08/2019 09.45;148;6980;AC;19777052;2829.72973
07/08/2019 07.46;3022;Turun linja-autoasema;07/08/2019 07.46;07/08/2019 09.41;116;6189;AC;19783241;3201.206897
07/08/2019 08.07;6442;Turun Messukeskus;07/08/2019 08.07;07/08/2019 13.42;336;5754;AC;19788995;1027.5
07/08/2019 09.35;4666;Logomo;07/08/2019 09.35;07/08/2019 12.44;189;1880;AC;19790875;596.8253968
07/08/2019 09.54;1100;Puutarhakatu 4;07/08/2019 09.54;07/08/2019 12.02;129;4870;AC;19795745;2265.116279
07/08/2019 10.58;1138;Hämeenkatu 8;07/08/2019 10.58;07/08/2019 11.28;31;1530;AC;19797275;2961.290323
07/08/2019 11.30;1140;Hämeenkatu 8;07/08/2019 11.30;07/08/2019 16.15;286;6090;AC;19803365;1277.622378
07/08/2019 11.41;1138;Hämeenkatu 8;07/08/2019 11.41;07/08/2019 12.54;74;3620;AC;19806985;2935.135135
07/08/2019 12.16;1099;Puutarhakatu 4;07/08/2019 12.16;07/08/2019 13.51;96;0;AC;19806985;0
07/08/2019 12.47;6436;Turun Messukeskus;07/08/2019 12.47;07/08/2019 15.03;136;6837;AC;19813822;3016.323529
07/08/2019 13.20;4667;Logomo;07/08/2019 13.20;07/08/2019 13.51;31;1460;AC;19815282;2825.806452
07/08/2019 13.47;4666;Logomo;07/08/2019 13.47;07/08/2019 18.05;259;1460;AC;19816742;338.2239382
07/08/2019 13.51;1099;Puutarhakatu 4;07/08/2019 13.51;07/08/2019 13.51;1;0;AC;19816742;0
07/08/2019 15.05;1100;Puutarhakatu 4;07/08/2019 15.05;07/08/2019 17.46;162;820;AC;19817562;303.7037037
07/08/2019 15.36;1099;Puutarhakatu 4;07/08/2019 15.36;07/08/2019 15.36;1;0;AC;19817562;0
07/08/2019 15.38;1099;Puutarhakatu 4;07/08/2019 15.38;07/08/2019 16.52;74;2820;AC;19820382;2286.486486
07/08/2019 16.38;1140;Hämeenkatu 8;07/08/2019 16.38;07/08/2019 17.57;79;4280;AC;19824662;3250.632911
07/08/2019 17.46;1138;Hämeenkatu 8;07/08/2019 17.46;07/08/2019 18.48;63;2340;AC;19827002;2228.571429
07/08/2019 18.05;1100;Puutarhakatu 4;07/08/2019 18.05;07/08/2019 18.55;51;2550;AC;19829552;3000
07/08/2019 21.51;1140;Hämeenkatu 8;07/08/2019 21.51;08/08/2019 07.54;604;5930;AC;19835482;589.0728477
07/08/2019 22.55;1100;Puutarhakatu 4;07/08/2019 22.55;08/08/2019 08.09;554;5800;AC;19841282;628.1588448
07/08/2019 23.17;3023;Turun linja-autoasema;07/08/2019 23.17;07/08/2019 23.18;1;38;DC;19841320;2280
07/08/2019 23.18;3023;Turun linja-autoasema;07/08/2019 23.18;07/08/2019 23.53;35;13547;DC;19854867;23223.42857
08/08/2019 07.56;4667;Logomo;08/08/2019 07.56;08/08/2019 07.56;1;0;AC;19854867;0
08/08/2019 07.58;4667;Logomo;08/08/2019 07.58;08/08/2019 09.44;107;4940;AC;19859807;2770.093458
08/08/2019 08.17;1140;Hämeenkatu 8;08/08/2019 08.17;08/08/2019 11.52;215;6080;AC;19865887;1696.744186
08/08/2019 08.19;1138;Hämeenkatu 8;08/08/2019 08.19;08/08/2019 13.57;338;4920;AC;19870807;873.3727811
08/08/2019 08.29;1099;Puutarhakatu 4;08/08/2019 08.29;08/08/2019 11.15;167;4250;AC;19875057;1526.946108
08/08/2019 10.05;6442;Turun Messukeskus;08/08/2019 10.05;08/08/2019 11.31;86;5302;AC;19880359;3699.069767
08/08/2019 11.09;3022;Turun linja-autoasema;08/08/2019 11.09;08/08/2019 13.13;125;5373;AC;19885732;2579.04
08/08/2019 12.19;6442;Turun Messukeskus;08/08/2019 12.19;08/08/2019 15.22;183;2720;AC;19888452;891.8032787
08/08/2019 12.27;6436;Turun Messukeskus;08/08/2019 12.27;08/08/2019 14.21;115;6511;AC;19894963;3397.043478
08/08/2019 12.47;1140;Hämeenkatu 8;08/08/2019 12.47;08/08/2019 13.14;27;1290;AC;19896253;2866.666667
08/08/2019 14.56;1100;Puutarhakatu 4;08/08/2019 14.56;08/08/2019 19.07;252;0;AC;19896253;0
08/08/2019 14.58;1140;Hämeenkatu 8;08/08/2019 14.58;08/08/2019 15.57;60;3340;AC;19899593;3340
08/08/2019 15.07;1138;Hämeenkatu 8;08/08/2019 15.07;08/08/2019 19.11;245;16590;AC;19916183;4062.857143
08/08/2019 15.25;1086;Turun linja-autoasema;08/08/2019 15.25;08/08/2019 16.01;37;1950;AC;19918133;3162.162162
08/08/2019 15.41;3023;Turun linja-autoasema;08/08/2019 15.41;08/08/2019 15.52;12;2946;DC;19921079;14730
08/08/2019 15.58;3023;Turun linja-autoasema;08/08/2019 15.58;08/08/2019 15.58;1;37;DC;19921116;2220
08/08/2019 15.59;3023;Turun linja-autoasema;08/08/2019 15.59;08/08/2019 16.55;57;24248;DC;19945364;25524.21053
08/08/2019 18.00;1126;ABC Tammisilta;08/08/2019 18.00;08/08/2019 18.17;18;12453;DC;19957817;41510
08/08/2019 18.35;3022;Turun linja-autoasema;08/08/2019 18.35;08/08/2019 20.05;91;4937;AC;19962754;3255.164835
08/08/2019 18.35;1086;Turun linja-autoasema;08/08/2019 18.35;08/08/2019 21.38;184;4960;AC;19967714;1617.391304
08/08/2019 19.08;1100;Puutarhakatu 4;08/08/2019 19.08;08/08/2019 19.38;31;0;AC;19967714;0
08/08/2019 20.15;3023;Turun linja-autoasema;08/08/2019 20.15;08/08/2019 20.31;16;4537;DC;19972251;17013.75
08/08/2019 22.42;1099;Puutarhakatu 4;08/08/2019 22.42;09/08/2019 07.39;538;2360;AC;19974611;263.197026
09/08/2019 07.09;4667;Logomo;09/08/2019 07.09;09/08/2019 08.18;69;3370;AC;19977981;2930.434783
09/08/2019 07.48;1126;ABC Tammisilta;09/08/2019 07.48;09/08/2019 08.03;15;4578;DC;19982559;18312
09/08/2019 08.22;1140;Hämeenkatu 8;09/08/2019 08.22;09/08/2019 12.10;229;5410;AC;19987969;1417.467249
09/08/2019 08.51;3022;Turun linja-autoasema;09/08/2019 08.51;09/08/2019 10.33;103;4142;AC;19992111;2412.815534
09/08/2019 09.12;1138;Hämeenkatu 8;09/08/2019 09.12;09/08/2019 09.13;1;0;AC;19992111;0
09/08/2019 09.13;1138;Hämeenkatu 8;09/08/2019 09.13;09/08/2019 11.34;141;4070;AC;19996181;1731.914894
09/08/2019 09.41;1100;Puutarhakatu 4;09/08/2019 09.41;09/08/2019 12.13;152;3410;AC;19999591;1346.052632
09/08/2019 09.54;1099;Puutarhakatu 4;09/08/2019 09.54;09/08/2019 14.00;247;5390;AC;20004981;1309.311741
09/08/2019 10.41;4667;Logomo;09/08/2019 10.41;09/08/2019 11.02;22;1220;AC;20006201;3327.272727
09/08/2019 11.39;2653;Puistokatu 10;09/08/2019 11.39;09/08/2019 16.59;321;5540;AC;20011741;1035.514019
09/08/2019 12.03;4667;Logomo;09/08/2019 12.03;09/08/2019 12.03;1;0;AC;20011741;0
09/08/2019 12.05;4667;Logomo;09/08/2019 12.05;09/08/2019 13.15;71;3450;AC;20015191;2915.492958
09/08/2019 13.00;1140;Hämeenkatu 8;09/08/2019 13.00;09/08/2019 13.47;48;3680;AC;20018871;4600
09/08/2019 13.44;2500;Stedingkinkatu 2;09/08/2019 13.44;09/08/2019 14.37;53;2760;AC;20021631;3124.528302
09/08/2019 14.23;6442;Turun Messukeskus;09/08/2019 14.23;09/08/2019 14.48;25;1416;AC;20023047;3398.4
09/08/2019 14.39;1086;Turun linja-autoasema;09/08/2019 14.39;09/08/2019 17.03;144;12590;AC;20035637;5245.833333
09/08/2019 15.19;1138;Hämeenkatu 8;09/08/2019 15.19;09/08/2019 17.06;108;5680;AC;20041317;3155.555556
09/08/2019 16.12;1140;Hämeenkatu 8;09/08/2019 16.12;10/08/2019 09.45;1054;6300;AC;20047617;358.6337761
09/08/2019 16.18;1100;Puutarhakatu 4;09/08/2019 16.18;09/08/2019 19.00;162;2200;AC;20049817;814.8148148
09/08/2019 17.00;2653;Puistokatu 10;09/08/2019 17.00;09/08/2019 18.42;103;5320;AC;20055137;3099.029126
09/08/2019 17.07;1086;Turun linja-autoasema;09/08/2019 17.07;09/08/2019 17.18;11;360;AC;20055497;1963.636364
09/08/2019 17.20;1086;Turun linja-autoasema;09/08/2019 17.20;09/08/2019 19.09;110;5920;AC;20061417;3229.090909
09/08/2019 18.05;1099;Puutarhakatu 4;09/08/2019 18.05;09/08/2019 19.14;70;2640;AC;20064057;2262.857143
09/08/2019 18.30;4667;Logomo;09/08/2019 18.30;09/08/2019 18.53;23;1260;AC;20065317;3286.956522
09/08/2019 19.16;4666;Logomo;09/08/2019 19.16;09/08/2019 22.59;224;8270;AC;20073587;2215.178571
09/08/2019 19.33;1138;Hämeenkatu 8;09/08/2019 19.33;09/08/2019 21.17;104;10330;AC;20083917;5959.615385
10/08/2019 00.18;1099;Puutarhakatu 4;10/08/2019 00.18;10/08/2019 07.19;422;1700;AC;20085617;241.7061611
10/08/2019 10.16;2500;Stedingkinkatu 2;10/08/2019 10.16;10/08/2019 12.26;130;3520;AC;20089137;1624.615385
10/08/2019 10.53;1100;Puutarhakatu 4;10/08/2019 10.53;10/08/2019 12.14;82;8370;AC;20097507;6124.390244
10/08/2019 11.41;2653;Puistokatu 10;10/08/2019 11.41;11/08/2019 17.19;1779;2800;AC;20100307;94.43507589
10/08/2019 12.23;1099;Puutarhakatu 4;10/08/2019 12.23;10/08/2019 13.35;73;0;AC;20100307;0
10/08/2019 12.24;1138;Hämeenkatu 8;10/08/2019 12.24;10/08/2019 15.03;159;7960;AC;20108267;3003.773585
10/08/2019 12.32;2500;Stedingkinkatu 2;10/08/2019 12.32;10/08/2019 16.54;263;2160;AC;20110427;492.7756654
10/08/2019 13.35;1099;Puutarhakatu 4;10/08/2019 13.35;10/08/2019 15.45;130;0;AC;20110427;0
10/08/2019 15.07;1100;Puutarhakatu 4;10/08/2019 15.07;10/08/2019 17.24;138;6780;AC;20117207;2947.826087
10/08/2019 15.15;1138;Hämeenkatu 8;10/08/2019 15.15;10/08/2019 17.10;115;4990;AC;20122197;2603.478261
10/08/2019 15.46;1099;Puutarhakatu 4;10/08/2019 15.46;10/08/2019 17.16;91;5090;AC;20127287;3356.043956
10/08/2019 16.14;1140;Hämeenkatu 8;10/08/2019 16.14;11/08/2019 15.52;1419;0;AC;20127287;0
10/08/2019 16.26;1126;ABC Tammisilta;10/08/2019 16.26;10/08/2019 16.26;0;0;DC;20127287;#DIV/0!
10/08/2019 16.37;1086;Turun linja-autoasema;10/08/2019 16.37;10/08/2019 20.11;214;5750;AC;20133037;1612.149533
10/08/2019 22.53;1099;Puutarhakatu 4;10/08/2019 22.53;11/08/2019 07.57;544;2970;AC;20136007;327.5735294
11/08/2019 08.46;1126;ABC Tammisilta;11/08/2019 08.46;11/08/2019 09.05;20;4703;DC;20140710;14109
11/08/2019 11.36;1100;Puutarhakatu 4;11/08/2019 11.36;11/08/2019 11.42;6;300;AC;20141010;3000
11/08/2019 12.09;2500;Stedingkinkatu 2;11/08/2019 12.09;11/08/2019 15.00;171;7220;AC;20148230;2533.333333
11/08/2019 13.54;1138;Hämeenkatu 8;11/08/2019 13.54;11/08/2019 15.50;117;5610;AC;20153840;2876.923077
11/08/2019 14.54;1099;Puutarhakatu 4;11/08/2019 14.54;11/08/2019 15.22;28;910;AC;20154750;1950
11/08/2019 15.14;1126;ABC Tammisilta;11/08/2019 15.14;11/08/2019 15.32;19;3863;DC;20158613;12198.94737
11/08/2019 17.54;3023;Turun linja-autoasema;11/08/2019 17.54;11/08/2019 17.59;6;1372;DC;20159985;13720
11/08/2019 17.57;1099;Puutarhakatu 4;11/08/2019 17.57;11/08/2019 19.59;122;6070;AC;20166055;2985.245902
11/08/2019 18.02;3023;Turun linja-autoasema;11/08/2019 18.02;11/08/2019 18.21;20;4210;DC;20170265;12630
11/08/2019 18.53;3023;Turun linja-autoasema;11/08/2019 18.53;11/08/2019 18.58;6;1534;DC;20171799;15340
11/08/2019 19.00;1086;Turun linja-autoasema;11/08/2019 19.00;11/08/2019 19.26;26;970;AC;20172769;2238.461538
11/08/2019 23.03;1099;Puutarhakatu 4;11/08/2019 23.03;12/08/2019 07.37;514;3990;AC;20176759;465.7587549
11/08/2019 23.27;3023;Turun linja-autoasema;11/08/2019 23.27;11/08/2019 23.32;6;1428;DC;20178187;14280
11/08/2019 23.33;3023;Turun linja-autoasema;11/08/2019 23.33;11/08/2019 23.47;15;3502;DC;20181689;14008
12/08/2019 08.05;1100;Puutarhakatu 4;12/08/2019 08.05;12/08/2019 08.37;33;0;AC;20181689;0
12/08/2019 08.11;2653;Puistokatu 10;12/08/2019 08.11;12/08/2019 12.35;265;8000;AC;20189689;1811.320755
12/08/2019 08.16;1140;Hämeenkatu 8;12/08/2019 08.16;12/08/2019 11.20;185;7870;AC;20197559;2552.432432
12/08/2019 08.28;1138;Hämeenkatu 8;12/08/2019 08.28;12/08/2019 11.45;198;5810;AC;20203369;1760.606061
12/08/2019 08.37;1100;Puutarhakatu 4;12/08/2019 08.37;12/08/2019 08.37;1;0;AC;20203369;0
12/08/2019 09.48;1100;Puutarhakatu 4;12/08/2019 09.48;12/08/2019 11.43;115;6490;AC;20209859;3386.086957
12/08/2019 09.57;1099;Puutarhakatu 4;12/08/2019 09.57;12/08/2019 10.02;5;0;AC;20209859;0
12/08/2019 10.02;1099;Puutarhakatu 4;12/08/2019 10.02;12/08/2019 11.29;87;1100;AC;20210959;758.6206897
12/08/2019 11.05;1086;Turun linja-autoasema;12/08/2019 11.05;12/08/2019 13.40;156;6110;AC;20217069;2350
12/08/2019 11.06;4667;Logomo;12/08/2019 11.06;12/08/2019 12.33;87;3120;AC;20220189;2151.724138
12/08/2019 12.08;2500;Stedingkinkatu 2;12/08/2019 12.08;12/08/2019 14.42;155;3140;AC;20223329;1215.483871
12/08/2019 12.16;4666;Logomo;12/08/2019 12.16;12/08/2019 13.01;46;2510;AC;20225839;3273.913043
12/08/2019 12.28;1140;Hämeenkatu 8;12/08/2019 12.28;12/08/2019 12.29;2;0;AC;20225839;0
12/08/2019 12.58;3022;Turun linja-autoasema;12/08/2019 12.58;12/08/2019 13.17;19;1049;AC;20226888;3312.631579
12/08/2019 13.08;1126;ABC Tammisilta;12/08/2019 13.08;12/08/2019 13.47;40;31732;DC;20258620;47598
12/08/2019 13.23;1140;Hämeenkatu 8;12/08/2019 13.23;12/08/2019 14.38;75;3560;AC;20262180;2848
12/08/2019 13.38;1099;Puutarhakatu 4;12/08/2019 13.38;12/08/2019 18.24;287;10540;AC;20272720;2203.484321
12/08/2019 14.52;3022;Turun linja-autoasema;12/08/2019 14.52;12/08/2019 17.13;142;7392;AC;20280112;3123.380282
12/08/2019 15.07;2653;Puistokatu 10;12/08/2019 15.07;12/08/2019 17.38;152;6360;AC;20286472;2510.526316
12/08/2019 17.39;1140;Hämeenkatu 8;12/08/2019 17.39;12/08/2019 20.18;160;6670;AC;20293142;2501.25
12/08/2019 17.50;1086;Turun linja-autoasema;12/08/2019 17.50;12/08/2019 21.07;198;5800;AC;20298942;1757.575758
12/08/2019 17.53;1100;Puutarhakatu 4;12/08/2019 17.53;12/08/2019 19.38;106;2060;AC;20301002;1166.037736
12/08/2019 21.01;1099;Puutarhakatu 4;12/08/2019 21.01;12/08/2019 21.01;1;0;AC;20301002;0
12/08/2019 21.01;1099;Puutarhakatu 4;12/08/2019 21.01;13/08/2019 00.10;190;7840;AC;20308842;2475.789474
13/08/2019 07.42;2653;Puistokatu 10;13/08/2019 07.42;13/08/2019 09.03;82;3140;AC;20311982;2297.560976
13/08/2019 08.13;1138;Hämeenkatu 8;13/08/2019 08.13;13/08/2019 14.46;393;5030;AC;20317012;767.9389313
13/08/2019 08.16;1099;Puutarhakatu 4;13/08/2019 08.16;13/08/2019 12.55;280;5270;AC;20322282;1129.285714
13/08/2019 08.35;1100;Puutarhakatu 4;13/08/2019 08.35;13/08/2019 08.58;24;840;AC;20323122;2100
13/08/2019 08.36;1140;Hämeenkatu 8;13/08/2019 08.36;13/08/2019 12.45;249;5650;AC;20328772;1361.445783
13/08/2019 08.53;3022;Turun linja-autoasema;13/08/2019 08.53;13/08/2019 11.10;137;7167;AC;20335939;3138.832117
13/08/2019 09.18;2500;Stedingkinkatu 2;13/08/2019 09.18;13/08/2019 12.11;173;7150;AC;20343089;2479.768786
13/08/2019 10.37;1086;Turun linja-autoasema;13/08/2019 10.37;13/08/2019 12.50;134;2540;AC;20345629;1137.313433
13/08/2019 10.59;6442;Turun Messukeskus;13/08/2019 10.59;13/08/2019 12.12;74;4515;AC;20350144;3660.810811
13/08/2019 10.59;1100;Puutarhakatu 4;13/08/2019 10.59;13/08/2019 13.03;125;2240;AC;20352384;1075.2
13/08/2019 13.20;3022;Turun linja-autoasema;13/08/2019 13.20;13/08/2019 14.38;78;4527;AC;20356911;3482.307692
13/08/2019 13.22;1100;Puutarhakatu 4;13/08/2019 13.22;13/08/2019 14.35;74;3240;AC;20360151;2627.027027
13/08/2019 14.35;1140;Hämeenkatu 8;13/08/2019 14.35;13/08/2019 14.41;6;290;AC;20360441;2900
13/08/2019 14.57;1100;Puutarhakatu 4;13/08/2019 14.57;13/08/2019 16.49;112;6400;AC;20366841;3428.571429
13/08/2019 16.34;1140;Hämeenkatu 8;13/08/2019 16.34;13/08/2019 20.26;232;2450;AC;20369291;633.6206897
13/08/2019 16.39;1138;Hämeenkatu 8;13/08/2019 16.39;13/08/2019 19.15;156;14820;AC;20384111;5700
13/08/2019 17.10;1100;Puutarhakatu 4;13/08/2019 17.10;13/08/2019 18.03;53;2670;AC;20386781;3022.641509
13/08/2019 17.24;1099;Puutarhakatu 4;13/08/2019 17.24;13/08/2019 20.44;201;7640;AC;20394421;2280.597015
13/08/2019 18.13;4667;Logomo;13/08/2019 18.13;13/08/2019 18.13;1;0;AC;20394421;0
