start_date,station_name,charging_time_hh_mm_ss,energy_kwh,address_1,address_2,city,state_province,zip_postal_code,fee,model_number,latitude,longitude,geopoint
2022-02-17T17:36:25+00:00,TOWN OF CARY / BOND PARK BH,2:36:22,8.711,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-02-17T16:26:01+00:00,TOWN OF CARY / DT DECK P2 (1),1:33:59,9.471,113 Walnut St,,Cary,North Carolina,27511,0,CT4025-HD-GW,35.785446,-78.779411,35.785446
2022-02-17T10:39:26+00:00,TOWN OF CARY / BOND PARK BH,0:28:16,1.792,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-02-15T22:25:17+00:00,TOWN OF CARY / BOND PARK BH,0:48:21,5.849,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-02-15T14:24:06+00:00,TOWN OF CARY / BOND PARK BH,0:49:34,5.103,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-02-13T17:47:33+00:00,TOWN OF CARY / BOND PARK BH,3:15:20,9.988,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-02-12T21:38:43+00:00,TOWN OF CARY / BOND PARK BH,0:27:49,3.367,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-02-12T18:00:11+00:00,TOWN OF CARY / BOND PARK BH,1:29:53,7.645,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-02-11T14:09:37+00:00,TOWN OF CARY / BOND PARK BH,1:12:18,8.826,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-02-10T22:11:19+00:00,TOWN OF CARY / BOND PARK BH,0:33:48,4.102,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-02-10T00:40:15+00:00,TOWN OF CARY / DT DECK P2 (2),0:53:26,2.731,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.785385,-78.779701,35.785385
2022-02-10T00:15:54+00:00,TOWN OF CARY / BOND PARK BH,0:00:00,0,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-02-09T22:23:15+00:00,TOWN OF CARY / BOND PARK BH,0:51:34,1.596,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-02-09T14:34:29+00:00,TOWN OF CARY / TOWN HALL-PWH,3:56:42,21.557,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0,CT4020-HD-GW,35.789215,-78.778816,35.789215
2022-02-09T19:50:31+00:00,TOWN OF CARY / BOND PARK BH,0:29:38,3.589,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-02-09T13:32:22+00:00,TOWN OF CARY / BOND PARK BH,1:11:48,3.967,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-02-08T12:19:39+00:00,TOWN OF CARY / TOWN HALL-PWH,1:17:45,4.274,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0,CT4020-HD-GW,35.789215,-78.778816,35.789215
2022-02-06T16:43:25+00:00,TOWN OF CARY / DT DECK P2 (2),2:30:27,7.427,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.785385,-78.779701,35.785385
2022-02-06T15:58:46+00:00,TOWN OF CARY / BOND PARK BH,0:47:01,5.761,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-02-05T21:47:46+00:00,TOWN OF CARY / BOND PARK BH,0:29:51,3.44,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-02-05T15:13:53+00:00,TOWN OF CARY / DT DECK P2 (1),0:00:00,0,113 Walnut St,,Cary,North Carolina,27511,0,CT4025-HD-GW,35.785446,-78.779411,35.785446
2022-02-03T20:14:14+00:00,TOWN OF CARY / BOND PARK BH,3:06:24,9.913,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-02-03T11:37:04+00:00,TOWN OF CARY / BOND PARK BH,0:30:12,1.913,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-02-02T21:48:25+00:00,TOWN OF CARY / BOND PARK BH,0:45:25,2.761,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-02-02T13:27:48+00:00,TOWN OF CARY / BOND PARK BH,3:13:17,19.334,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-02-02T15:27:50+00:00,TOWN OF CARY / TOWN HALL-PWH,0:29:32,3.032,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0,CT4020-HD-GW,35.789215,-78.778816,35.789215
2022-01-27T17:10:28+00:00,TOWN OF CARY / BOND PARK BH,0:27:43,3.128,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-02-01T17:00:01+00:00,TOWN OF CARY / BOND PARK BH,2:36:36,7.694,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-02-01T13:07:22+00:00,TOWN OF CARY / TOWN HALL-PWH,3:44:22,4.589,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0,CT4020-HD-GW,35.789215,-78.778816,35.789215
2022-01-31T17:19:51+00:00,TOWN OF CARY / TOWN HALL-PWH,1:07:58,3.766,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0,CT4020-HD-GW,35.789215,-78.778816,35.789215
2022-01-31T14:27:46+00:00,TOWN OF CARY / BOND PARK BH,1:46:12,12.801,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-01-28T18:21:36+00:00,TOWN OF CARY / BOND PARK BH,1:37:20,4.72,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-01-27T15:45:08+00:00,TOWN OF CARY / BOND PARK BH,0:47:38,2.389,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-01-27T14:36:40+00:00,TOWN OF CARY / BOND PARK BH,0:51:23,3.235,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-02-01T17:16:02+00:00,TOWN OF CARY / DT DECK P2 (1),1:49:10,6.274,113 Walnut St,,Cary,North Carolina,27511,0,CT4025-HD-GW,35.785446,-78.779411,35.785446
2022-01-30T20:33:11+00:00,TOWN OF CARY / DT DECK P3 WEST,0:24:30,2.386,113 Walnut St,,Cary,North Carolina,27511,0,CT4025-HD-GW,35.785282,-78.779282,35.785282
2022-01-29T15:47:44+00:00,TOWN OF CARY / DT DECK P3 WEST,1:01:19,4.396,113 Walnut St,,Cary,North Carolina,27511,0,CT4025-HD-GW,35.785282,-78.779282,35.785282
2022-01-25T23:51:58+00:00,TOWN OF CARY / TOWN HALL-PWH,6:56:21,36.591,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0,CT4020-HD-GW,35.789215,-78.778816,35.789215
2022-01-25T14:18:35+00:00,TOWN OF CARY / BOND PARK BH,4:50:19,35.365,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-01-25T13:35:58+00:00,TOWN OF CARY / TOWN HALL-PWH,1:33:58,4.604,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0,CT4020-HD-GW,35.789215,-78.778816,35.789215
2022-01-25T15:52:42+00:00,TOWN OF CARY / DT DECK P2 (2),0:00:00,0,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.785385,-78.779701,35.785385
2022-01-24T19:20:24+00:00,TOWN OF CARY / DT DECK P3 WEST,1:25:59,7.636,113 Walnut St,,Cary,North Carolina,27511,0,CT4025-HD-GW,35.785282,-78.779282,35.785282
2022-01-24T20:23:10+00:00,TOWN OF CARY / BOND PARK BH,0:21:36,2.608,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-01-23T21:13:14+00:00,TOWN OF CARY / BOND PARK BH,6:28:18,36.951,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-01-23T21:01:04+00:00,TOWN OF CARY / DT DECK P2 (1),2:07:00,6.908,113 Walnut St,,Cary,North Carolina,27511,0,CT4025-HD-GW,35.785446,-78.779411,35.785446
2022-01-23T20:32:32+00:00,TOWN OF CARY / DT DECK P3 WEST,0:01:40,0.155,113 Walnut St,,Cary,North Carolina,27511,0,CT4025-HD-GW,35.785282,-78.779282,35.785282
2022-01-21T05:21:22+00:00,TOWN OF CARY / DT DECK P4,0:00:00,0,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.783203,-78.779366,35.783203
2022-01-20T13:57:07+00:00,TOWN OF CARY / BOND PARK BH,0:41:40,4.9,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-01-19T22:37:27+00:00,TOWN OF CARY / BOND PARK BH,0:17:59,2.135,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-01-19T22:32:50+00:00,TOWN OF CARY / BOND PARK BH,0:02:32,0.292,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-01-19T17:51:36+00:00,TOWN OF CARY / BOND PARK BH,1:04:22,2.832,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-01-19T17:20:51+00:00,TOWN OF CARY / BOND PARK BH,0:31:56,3.666,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-01-19T01:20:47+00:00,TOWN OF CARY / DT DECK P3 WEST,0:52:18,2.637,113 Walnut St,,Cary,North Carolina,27511,0,CT4025-HD-GW,35.785282,-78.779282,35.785282
2022-01-18T23:46:41+00:00,TOWN OF CARY / DT DECK P3 WEST,0:11:31,1.122,113 Walnut St,,Cary,North Carolina,27511,0,CT4025-HD-GW,35.785282,-78.779282,35.785282
2022-01-18T22:53:43+00:00,TOWN OF CARY / DT DECK P3 WEST,0:51:25,5.071,113 Walnut St,,Cary,North Carolina,27511,0,CT4025-HD-GW,35.785282,-78.779282,35.785282
2022-01-16T19:37:39+00:00,TOWN OF CARY / DT DECK P3 WEST,0:00:00,0,113 Walnut St,,Cary,North Carolina,27511,0,CT4025-HD-GW,35.785282,-78.779282,35.785282
2022-01-15T21:20:53+00:00,TOWN OF CARY / BOND PARK BH,1:02:05,7.569,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-01-15T17:19:33+00:00,TOWN OF CARY / BOND PARK BH,2:30:33,18.344,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-01-15T14:27:34+00:00,TOWN OF CARY / TOWN HALL-PWH,0:52:08,5.162,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0,CT4020-HD-GW,35.789215,-78.778816,35.789215
2022-01-15T14:05:42+00:00,TOWN OF CARY / TOWN HALL-PWH,0:48:03,2.725,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0,CT4020-HD-GW,35.789215,-78.778816,35.789215
2022-01-15T00:54:19+00:00,TOWN OF CARY / TOWN HALL-PWH,0:46:13,3.666,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0,CT4020-HD-GW,35.789215,-78.778816,35.789215
2022-01-14T16:07:28+00:00,TOWN OF CARY / DT DECK P3 WEST,0:34:50,3.366,113 Walnut St,,Cary,North Carolina,27511,0,CT4025-HD-GW,35.785282,-78.779282,35.785282
2022-01-03T14:16:55+00:00,TOWN OF CARY / DT DECK P3 WEST,0:00:00,0,113 Walnut St,,Cary,North Carolina,27511,0,CT4025-HD-GW,35.785282,-78.779282,35.785282
2022-01-13T17:48:20+00:00,TOWN OF CARY / BOND PARK BH,3:22:37,9.602,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-01-13T01:47:01+00:00,TOWN OF CARY / DT DECK P4,6:06:17,32.565,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.783203,-78.779366,35.783203
2022-01-13T01:44:48+00:00,TOWN OF CARY / DT DECK P4,0:00:00,0,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.783203,-78.779366,35.783203
2022-01-12T22:51:56+00:00,TOWN OF CARY / DT DECK P4,0:00:00,0,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.783203,-78.779366,35.783203
2022-01-12T19:56:51+00:00,TOWN OF CARY / DT DECK P4,0:34:10,3.362,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.783203,-78.779366,35.783203
2022-01-12T16:41:53+00:00,TOWN OF CARY / DT DECK P4,0:23:28,1.215,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.783203,-78.779366,35.783203
2022-01-11T00:27:36+00:00,TOWN OF CARY / DT DECK P4,2:58:12,9.876,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.783203,-78.779366,35.783203
2022-01-11T01:34:25+00:00,TOWN OF CARY / TOWN HALL-PWH,1:09:12,6.987,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0,CT4020-HD-GW,35.789215,-78.778816,35.789215
2022-01-10T19:29:14+00:00,TOWN OF CARY / BOND PARK BH,3:36:45,15.517,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-01-10T22:35:53+00:00,TOWN OF CARY / BOND PARK BH,0:34:25,4.084,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-01-09T21:29:25+00:00,TOWN OF CARY / BOND PARK BH,1:57:32,14.256,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-01-09T18:03:05+00:00,TOWN OF CARY / DT DECK P4,3:02:04,9.948,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.783203,-78.779366,35.783203
2022-01-09T19:31:29+00:00,TOWN OF CARY / BOND PARK BH,1:33:09,11.327,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-01-09T19:32:26+00:00,TOWN OF CARY / DT DECK P4,0:16:49,1.654,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.783203,-78.779366,35.783203
2022-01-09T18:30:11+00:00,TOWN OF CARY / BOND PARK BH,0:59:46,7.269,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-01-09T17:49:07+00:00,TOWN OF CARY / BOND PARK BH,0:39:08,2.234,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-01-08T21:26:54+00:00,TOWN OF CARY / TOWN HALL-PWH,1:06:09,3.661,228 Ambassador Loop,Page-Walker Hotel,Cary,North Carolina,27513,0,CT4020-HD-GW,35.789215,-78.778816,35.789215
2022-01-06T18:48:46+00:00,TOWN OF CARY / BOND PARK BH,2:04:12,15.183,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-01-06T18:08:58+00:00,TOWN OF CARY / BOND PARK BH,2:08:46,15.717,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-01-06T14:01:39+00:00,TOWN OF CARY / BOND PARK BH,1:30:08,10.795,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-01-05T22:24:33+00:00,TOWN OF CARY / BOND PARK BH,0:58:11,7.025,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-01-05T22:07:40+00:00,TOWN OF CARY / BOND PARK BH,0:13:45,0.786,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-01-05T14:09:42+00:00,TOWN OF CARY / BOND PARK BH,2:31:52,18.584,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-01-04T01:05:21+00:00,TOWN OF CARY / DT DECK P4,1:04:20,3.251,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.783203,-78.779366,35.783203
2022-01-01T21:51:29+00:00,TOWN OF CARY / BOND PARK BH,0:29:32,3.567,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-01-01T20:36:33+00:00,TOWN OF CARY / DT DECK P4,0:53:08,2.554,113 Walnut St,,Cary,North Carolina,27511,0,CT4020-HD-GW,35.783203,-78.779366,35.783203
2022-01-01T20:32:40+00:00,TOWN OF CARY / BOND PARK BH,0:40:21,4.799,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-01-01T19:10:33+00:00,TOWN OF CARY / BOND PARK BH,1:01:23,7.451,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-01-01T16:15:00+00:00,TOWN OF CARY / BOND PARK BH,1:39:55,12.155,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
2022-01-01T12:52:34+00:00,TOWN OF CARY / BOND PARK BH,0:54:37,2.138,801 High House Road,Bond Park Boathouse,Cary,North Carolina,27513,0,CT4020-HD-GW,35.781303,-78.825554,35.781303
