data_through_date,submitted_date,make,model,county,zip,ev_type,transaction_type,annual_ghg_emissions_reductions_mt_co2e,annual_petroleum_reductions_gallons,rebate_amount_usd
2020-02-29,2018-01-13,Ford,Focus,Westchester,10598,BEV,Lease,2.76,592.89,1700
2020-02-29,2017-09-25,Ford,Focus,Oneida,13601,BEV,Lease,2.76,592.89,1700
2020-02-29,2018-04-26,Ford,Focus,Suffolk,11776,BEV,Lease,2.76,592.89,1700
2020-02-29,2017-08-30,Ford,Focus,Nassau,11756,BEV,Lease,2.76,592.89,1700
2020-02-29,2018-05-29,Ford,Focus,Onondaga,13039,BEV,Purchase,2.76,592.89,1700
2020-02-29,2017-07-10,Ford,Focus,Westchester,10514,BEV,Purchase,2.76,592.89,1700
2020-02-29,2017-10-02,Ford,Focus,Richmond,10312,BEV,Lease,2.76,592.89,1700
2020-02-29,2017-12-27,Ford,Focus,Dutchess,12538,BEV,Purchase,2.76,592.89,1700
2020-02-29,2018-03-12,Ford,Focus,Rockland,10965,BEV,Lease,2.76,592.89,1700
2020-02-29,2017-07-25,Ford,Focus,Lewis,13620,BEV,Purchase,2.76,592.89,1700
2020-02-29,2017-10-04,Ford,Focus,Westchester,10570,BEV,Lease,2.76,592.89,1700
2020-02-29,2017-12-18,Ford,Focus,Suffolk,11746,BEV,Lease,2.76,592.89,1700
2020-02-29,2017-09-01,Ford,Focus,Suffolk,11946,BEV,Lease,2.76,592.89,1700
2020-02-29,2017-05-02,Ford,Focus,Steuben,14807,BEV,Purchase,2.76,592.89,1700
2020-02-29,2017-04-20,Ford,Focus,Schenectady,12309,BEV,Purchase,2.76,592.89,1700
2020-02-29,2017-08-14,Ford,Focus,Oneida,13413,BEV,Purchase,2.76,592.89,1700
2020-02-29,2017-08-14,Ford,Focus,Ulster,12401,BEV,Lease,2.76,592.89,1700
2020-02-29,2017-04-24,Ford,Focus,Albany,12023,BEV,Lease,2.76,592.89,1700
2020-02-29,2017-06-27,Ford,Focus,Onondaga,13066,BEV,Purchase,2.76,592.89,1700
2020-02-29,2017-08-14,Ford,Focus,Nassau,11542,BEV,Lease,2.76,592.89,1700
2020-02-29,2017-05-08,Ford,Focus,Chenango,13815,BEV,Purchase,2.76,592.89,1700
2020-02-29,2017-12-30,Ford,Focus,Westchester,10549,BEV,Lease,2.76,592.89,1700
2020-02-29,2018-06-08,Ford,Focus,Broome,13850,BEV,Lease,2.76,592.89,1700
2020-02-29,2018-02-27,Ford,Focus,Suffolk,11741,BEV,Lease,2.76,592.89,1700
2020-02-29,2017-08-14,Ford,Focus,Nassau,11050,BEV,Lease,2.76,592.89,1700
2020-02-29,2017-04-28,Ford,C-MAX Energi,Nassau,11797,PHEV,Lease,1.97,336.31,500
2020-02-29,2017-05-08,Ford,C-MAX Energi,Suffolk,11934,PHEV,Lease,1.97,336.31,500
2020-02-29,2017-07-31,Ford,C-MAX Energi,Nassau,11590,PHEV,Purchase,1.97,336.31,500
2020-02-29,2017-06-14,Ford,C-MAX Energi,Erie,14220,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-09-16,Ford,C-MAX Energi,Westchester,10562,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-10-26,Ford,C-MAX Energi,Nassau,11050,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-07-07,Ford,C-MAX Energi,Nassau,11501,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-07-07,Ford,C-MAX Energi,Suffolk,11720,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-06-22,Ford,C-MAX Energi,Richmond,10312,PHEV,Lease,2.1,350.58,1100
2020-02-29,2018-01-19,Ford,C-MAX Energi,Columbia,12534,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-09-15,Ford,C-MAX Energi,Kings,11209,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-09-25,Ford,C-MAX Energi,Putnam,10516,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-10-23,Ford,C-MAX Energi,Washington,12832,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-09-06,Ford,C-MAX Energi,Suffolk,11788,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-08-24,Ford,C-MAX Energi,Steuben,14843,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-11-24,Ford,C-MAX Energi,Warren,12801,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-10-25,Ford,C-MAX Energi,Suffolk,11767,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-08-14,Ford,C-MAX Energi,Kings,11237,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-11-15,Ford,C-MAX Energi,Onondaga,13057,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-09-20,Ford,C-MAX Energi,Suffolk,11766,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-08-07,Ford,C-MAX Energi,Nassau,11040,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-10-25,Ford,C-MAX Energi,Washington,12887,PHEV,Purchase,2.1,350.58,1100
2020-02-29,2018-01-03,Ford,C-MAX Energi,Suffolk,11939,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-08-14,Ford,C-MAX Energi,Nassau,11050,PHEV,Purchase,2.1,350.58,1100
2020-02-29,2017-10-20,Ford,C-MAX Energi,Erie,14227,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-05-31,Ford,C-MAX Energi,Suffolk,11779,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-05-26,Ford,C-MAX Energi,Washington,12832,PHEV,Lease,2.1,350.58,1100
2020-02-29,2018-01-24,Ford,C-MAX Energi,Warren,12801,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-09-20,Ford,C-MAX Energi,Suffolk,11937,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-09-19,Ford,C-MAX Energi,Suffolk,11731,PHEV,Purchase,2.1,350.58,1100
2020-02-29,2017-07-12,Ford,C-MAX Energi,Suffolk,11784,PHEV,Lease,2.1,350.58,1100
2020-02-29,2018-05-03,Ford,C-MAX Energi,Erie,14150,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-11-17,Ford,C-MAX Energi,Richmond,10308,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-07-07,Ford,C-MAX Energi,Suffolk,11740,PHEV,Lease,2.1,350.58,1100
2020-02-29,2018-01-25,Ford,C-MAX Energi,Kings,11233,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-05-16,Ford,C-MAX Energi,Westchester,10705,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-11-16,Ford,C-MAX Energi,Nassau,11040,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-11-20,Ford,C-MAX Energi,Suffolk,11978,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-09-25,Ford,C-MAX Energi,Bronx,10469,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-07-01,Ford,C-MAX Energi,Queens,11429,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-09-20,Ford,C-MAX Energi,Suffolk,11934,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-06-30,Ford,C-MAX Energi,Erie,14224,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-11-13,Ford,C-MAX Energi,Nassau,11561,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-10-19,Ford,C-MAX Energi,Erie,14218,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-04-19,Ford,C-MAX Energi,Nassau,11771,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-05-11,Ford,C-MAX Energi,Saratoga,12831,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-12-11,Ford,C-MAX Energi,Suffolk,11757,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-05-15,Ford,C-MAX Energi,Suffolk,11779,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-04-07,Ford,C-MAX Energi,Erie,14218,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-07-03,Ford,C-MAX Energi,Suffolk,11940,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-10-11,Ford,C-MAX Energi,Washington,12887,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-10-04,Ford,C-MAX Energi,Warren,12804,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-08-16,Ford,C-MAX Energi,Saratoga,12118,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-07-03,Ford,C-MAX Energi,Westchester,10708,PHEV,Lease,2.1,350.58,1100
2020-02-29,2018-01-22,Ford,C-MAX Energi,Nassau,11040,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-11-27,Ford,C-MAX Energi,Suffolk,11727,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-07-06,Ford,C-MAX Energi,Suffolk,11719,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-08-04,Ford,C-MAX Energi,Albany,12023,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-08-18,Ford,C-MAX Energi,Nassau,11565,PHEV,Lease,2.1,350.58,1100
2020-02-29,2018-04-19,Ford,C-MAX Energi,Suffolk,11746,PHEV,Purchase,2.1,350.58,1100
2020-02-29,2017-07-31,Ford,C-MAX Energi,Nassau,11040,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-11-21,Ford,C-MAX Energi,Essex,12883,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-08-14,Ford,C-MAX Energi,Queens,11379,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-06-21,Ford,C-MAX Energi,Suffolk,11722,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-07-25,Ford,C-MAX Energi,Erie,14226,PHEV,Lease,2.1,350.58,1100
2020-02-29,2018-01-15,Ford,C-MAX Energi,Suffolk,11787,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-11-09,Ford,C-MAX Energi,Richmond,10306,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-09-19,Ford,C-MAX Energi,Suffolk,11749,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-09-11,Ford,C-MAX Energi,Kings,11201,PHEV,Purchase,2.1,350.58,1100
2020-02-29,2017-10-25,Ford,C-MAX Energi,Nassau,11561,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-08-14,Ford,C-MAX Energi,Suffolk,11727,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-05-11,Ford,C-MAX Energi,Suffolk,11764,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-09-19,Ford,C-MAX Energi,Suffolk,11769,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-05-08,Ford,C-MAX Energi,Suffolk,11967,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-08-10,Ford,C-MAX Energi,Niagara,14120,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-06-30,Ford,C-MAX Energi,Richmond,10314,PHEV,Purchase,2.1,350.58,1100
2020-02-29,2017-07-31,Ford,C-MAX Energi,Albany,12054,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-05-26,Ford,C-MAX Energi,Saratoga,12831,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-09-26,Ford,C-MAX Energi,Erie,14218,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-07-26,Ford,C-MAX Energi,Suffolk,11787,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-09-07,Ford,C-MAX Energi,Richmond,10306,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-11-02,Ford,C-MAX Energi,Queens,11360,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-08-02,Ford,C-MAX Energi,Nassau,11040,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-08-15,Ford,C-MAX Energi,Suffolk,11933,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-11-22,Ford,C-MAX Energi,Westchester,10706,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-08-02,Ford,C-MAX Energi,Nassau,11530,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-08-12,Ford,C-MAX Energi,Suffolk,11789,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-08-21,Ford,C-MAX Energi,Nassau,11030,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-09-15,Ford,C-MAX Energi,Onondaga,13063,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-05-09,Ford,C-MAX Energi,Suffolk,11778,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-07-07,Ford,C-MAX Energi,Bronx,10463,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-08-30,Ford,C-MAX Energi,Nassau,11565,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-07-31,Ford,C-MAX Energi,Nassau,11501,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-07-06,Ford,C-MAX Energi,Nassau,11010,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-08-22,Ford,C-MAX Energi,Suffolk,11782,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-07-21,Ford,C-MAX Energi,Albany,12209,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-09-18,Ford,C-MAX Energi,Ulster,12561,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-11-16,Ford,C-MAX Energi,Suffolk,11786,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-11-21,Ford,C-MAX Energi,Suffolk,11792,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-05-04,Ford,C-MAX Energi,Nassau,11510,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-09-26,Ford,C-MAX Energi,Suffolk,11772,PHEV,Purchase,2.1,350.58,1100
2020-02-29,2017-07-06,Ford,C-MAX Energi,Queens,11373,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-07-29,Ford,C-MAX Energi,Suffolk,11725,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-11-02,Ford,C-MAX Energi,Warren,12804,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-12-01,Ford,C-MAX Energi,Washington,12832,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-08-24,Ford,C-MAX Energi,Richmond,10308,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-12-11,Ford,C-MAX Energi,Nassau,11514,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-11-30,Ford,C-MAX Energi,Suffolk,11731,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-07-31,Ford,C-MAX Energi,Nassau,11040,PHEV,Lease,2.1,350.58,1100
2020-02-29,2018-01-23,Ford,C-MAX Energi,Suffolk,11935,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-10-17,Ford,C-MAX Energi,Suffolk,11725,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-08-22,Ford,C-MAX Energi,Suffolk,11751,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-10-17,Ford,C-MAX Energi,Dutchess,12540,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-11-28,Ford,C-MAX Energi,Broome,13760,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-06-12,Ford,C-MAX Energi,Monroe,14428,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-09-09,Ford,C-MAX Energi,Bronx,10465,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-08-02,Ford,C-MAX Energi,Suffolk,11796,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-10-25,Ford,C-MAX Energi,Nassau,11758,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-07-24,Ford,C-MAX Energi,Saratoga,12065,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-09-18,Ford,C-MAX Energi,Richmond,10309,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-11-13,Ford,C-MAX Energi,Suffolk,11964,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-07-08,Ford,C-MAX Energi,Orange,10928,PHEV,Purchase,2.1,350.58,1100
2020-02-29,2017-05-30,Ford,C-MAX Energi,Suffolk,11772,PHEV,Purchase,2.1,350.58,1100
2020-02-29,2017-07-17,Ford,C-MAX Energi,Suffolk,11776,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-06-23,Ford,C-MAX Energi,Niagara,14120,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-11-10,Ford,C-MAX Energi,Suffolk,11959,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-10-27,Ford,C-MAX Energi,Richmond,10301,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-09-06,Ford,C-MAX Energi,Suffolk,11777,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-12-28,Ford,C-MAX Energi,Suffolk,11957,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-06-08,Ford,C-MAX Energi,Suffolk,11944,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-06-19,Ford,C-MAX Energi,Suffolk,11778,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-08-17,Ford,C-MAX Energi,Richmond,10312,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-07-25,Ford,C-MAX Energi,Queens,11361,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-09-30,Ford,C-MAX Energi,Erie,14225,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-10-31,Ford,C-MAX Energi,Nassau,11709,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-12-22,Ford,C-MAX Energi,Suffolk,11747,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-09-29,Ford,C-MAX Energi,Nassau,11021,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-11-22,Ford,C-MAX Energi,Niagara,14120,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-11-02,Ford,C-MAX Energi,Nassau,11050,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-11-21,Ford,C-MAX Energi,Suffolk,11772,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-05-27,Ford,C-MAX Energi,Westchester,10543,PHEV,Purchase,2.1,350.58,1100
2020-02-29,2017-04-27,Ford,C-MAX Energi,Suffolk,11743,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-09-26,Ford,C-MAX Energi,Erie,14075,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-10-09,Ford,C-MAX Energi,Suffolk,11961,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-09-30,Ford,C-MAX Energi,Suffolk,11763,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-04-12,Ford,C-MAX Energi,Suffolk,11746,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-04-24,Ford,C-MAX Energi,Westchester,10601,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-07-24,Ford,C-MAX Energi,Nassau,11801,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-05-15,Ford,C-MAX Energi,Suffolk,11784,PHEV,Lease,2.1,350.58,1100
2020-02-29,2018-03-20,Ford,C-MAX Energi,Jefferson,13602,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-06-12,Ford,C-MAX Energi,Suffolk,11787,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-09-25,Ford,C-MAX Energi,Saratoga,12831,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-09-12,Ford,C-MAX Energi,Nassau,11561,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-11-20,Ford,C-MAX Energi,Suffolk,11702,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-09-15,Ford,C-MAX Energi,Kings,11209,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-10-13,Ford,C-MAX Energi,Oswego,13069,PHEV,Purchase,2.1,350.58,1100
2020-02-29,2017-11-09,Ford,C-MAX Energi,Suffolk,11971,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-05-02,Ford,C-MAX Energi,Richmond,10306,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-08-07,Ford,C-MAX Energi,Nassau,11570,PHEV,Purchase,2.1,350.58,1100
2020-02-29,2017-07-10,Ford,C-MAX Energi,Nassau,11804,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-07-10,Ford,C-MAX Energi,Queens,11357,PHEV,Purchase,2.1,350.58,1100
2020-02-29,2017-06-27,Ford,C-MAX Energi,Suffolk,11944,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-07-19,Ford,C-MAX Energi,New York,10128,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-09-06,Ford,C-MAX Energi,Suffolk,11743,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-12-05,Ford,C-MAX Energi,Suffolk,11792,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-07-05,Ford,C-MAX Energi,Suffolk,11776,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-07-07,Ford,C-MAX Energi,Suffolk,11952,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-07-10,Ford,C-MAX Energi,Nassau,11530,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-05-23,Ford,C-MAX Energi,Suffolk,11792,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-07-10,Ford,C-MAX Energi,Nassau,11510,PHEV,Purchase,2.1,350.58,1100
2020-02-29,2017-09-25,Ford,C-MAX Energi,Westchester,10538,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-09-01,Ford,C-MAX Energi,Rensselaer,12144,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-05-05,Ford,C-MAX Energi,Onondaga,13214,PHEV,Purchase,2.1,350.58,1100
2020-02-29,2017-06-08,Ford,C-MAX Energi,Suffolk,11939,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-04-20,Ford,C-MAX Energi,Suffolk,11768,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-06-27,Ford,C-MAX Energi,Nassau,11001,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-06-16,Ford,C-MAX Energi,Albany,12110,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-08-17,Ford,C-MAX Energi,New York,10010,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-08-22,Ford,C-MAX Energi,Suffolk,11779,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-11-02,Ford,C-MAX Energi,Nassau,11797,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-08-10,Ford,C-MAX Energi,Nassau,11501,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-07-20,Ford,C-MAX Energi,Suffolk,11786,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-05-06,Ford,C-MAX Energi,Nassau,11797,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-07-07,Ford,C-MAX Energi,Suffolk,11780,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-07-07,Ford,C-MAX Energi,Westchester,10461,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-07-26,Ford,C-MAX Energi,Suffolk,11784,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-11-27,Ford,C-MAX Energi,Rockland,10989,PHEV,Lease,2.1,350.58,1100
2020-02-29,2018-01-29,Ford,C-MAX Energi,Suffolk,11949,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-10-23,Ford,C-MAX Energi,Suffolk,11777,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-12-08,Ford,C-MAX Energi,Nassau,11803,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-06-23,Ford,C-MAX Energi,Erie,14212,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-06-15,Ford,C-MAX Energi,Suffolk,11972,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-06-15,Ford,C-MAX Energi,Richmond,10304,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-07-18,Ford,C-MAX Energi,Suffolk,11720,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-08-22,Ford,C-MAX Energi,Suffolk,11779,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-10-23,Ford,C-MAX Energi,Richmond,10314,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-10-17,Ford,C-MAX Energi,Suffolk,11766,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-07-10,Ford,C-MAX Energi,Suffolk,11731,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-06-01,Ford,C-MAX Energi,Queens,11360,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-06-05,Ford,C-MAX Energi,Nassau,11024,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-06-23,Ford,C-MAX Energi,Erie,14221,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-10-25,Ford,C-MAX Energi,Nassau,11050,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-09-27,Ford,C-MAX Energi,Nassau,11710,PHEV,Purchase,2.1,350.58,1100
2020-02-29,2017-05-31,Ford,C-MAX Energi,Suffolk,11778,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-07-18,Ford,C-MAX Energi,Nassau,11501,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-10-09,Ford,C-MAX Energi,Suffolk,11731,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-11-27,Ford,C-MAX Energi,Suffolk,11727,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-07-07,Ford,C-MAX Energi,Westchester,10567,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-05-30,Ford,C-MAX Energi,Suffolk,11933,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-07-07,Ford,C-MAX Energi,Westchester,10583,PHEV,Purchase,2.1,350.58,1100
2020-02-29,2017-10-09,Ford,C-MAX Energi,Suffolk,11733,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-07-15,Ford,C-MAX Energi,Westchester,10589,PHEV,Purchase,2.1,350.58,1100
2020-02-29,2017-08-22,Ford,C-MAX Energi,Suffolk,11779,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-10-28,Ford,C-MAX Energi,Westchester,10604,PHEV,Lease,2.1,350.58,1100
2020-02-29,2018-01-02,Ford,C-MAX Energi,Suffolk,11772,PHEV,Purchase,2.1,350.58,1100
2020-02-29,2017-07-28,Ford,C-MAX Energi,Suffolk,11795,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-08-16,Ford,C-MAX Energi,Suffolk,11953,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-09-19,Ford,C-MAX Energi,Suffolk,11901,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-12-20,Ford,C-MAX Energi,Saratoga,12065,PHEV,Lease,2.1,350.58,1100
2020-02-29,2018-01-29,Ford,C-MAX Energi,Suffolk,11720,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-10-25,Ford,C-MAX Energi,Queens,11360,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-05-02,Ford,C-MAX Energi,Suffolk,11971,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-09-29,Ford,C-MAX Energi,Nassau,11021,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-05-04,Ford,C-MAX Energi,Nassau,11501,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-05-26,Ford,C-MAX Energi,Suffolk,11959,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-07-14,Ford,C-MAX Energi,Albany,12211,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-09-06,Ford,C-MAX Energi,Albany,12205,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-12-11,Ford,C-MAX Energi,Nassau,11001,PHEV,Lease,2.1,350.58,1100
2020-02-29,2017-04-30,Ford,C-MAX Energi,Suffolk,11766,PHEV,Lease,2.1,350.58,1100
