,Location Name,Latitude,Longitude,Address,Description,Plugs_wall_AU/NZ,Plugs_CHAdeMO,Plugs_CCS/SAE,Plugs_Tesla,Plugs_J-1772,Plugs_Type2,Power 1,Power 2,Location_category ,charging_stations,payment,Plugs_Caravan_Mains_Socket,Plugs_Three_Phase,Plugs_Commando,Plugs_Other,State,Town
174,Woolworths Fishermans Bend,-37.830671,144.931658,"525 Graham St, Port Melbourne VIC 3207, Australia",,0.0,0.0,0.0,0.0,0,2.0,'unknown',,,2.0,,0.0,0.0,,,,
175,Cunningham Pier,-38.143296,144.361213,"10 Western Foreshore Rd, Geelong VIC 3220, Australia",,0.0,0.0,0.0,0.0,0,4.0,'unknown',,,4.0,,0.0,0.0,,,,
176,Monash University Clayton - Car Park S2,-37.914282,145.1338,"20 Ancora Imparo Way, Clayton VIC 3800, Australia",,1.0,0.0,0.0,0.0,0,2.0,'unknown',,,3.0,,0.0,0.0,,,,
177,Pacific Epping Shopping Centre,-37.653416,145.016892,"583 High St, Epping VIC 3076, Australia",,0.0,0.0,0.0,2.0,0,0.0,22.0,,,2.0,,0.0,0.0,,,,
178,Eastland Shopping Centre,-37.81425,145.229003,"175 Maroondah Hwy, Ringwood VIC 3134, Australia",,0.0,0.0,0.0,4.0,0,0.0,11.0, 15.0,,4.0,,0.0,0.0,,,,
179,Red Rock (Coming Soon),-38.453893,145.199794,"4 Lynton Ct, Cowes VIC 3922, Australia",,1.0,0.0,0.0,0.0,0,0.0,'unknown',,,1.0,,0.0,0.0,,,,
180,The Arts Centre,-37.822715,144.96767,2 Kavanagh St Southbank VIC 3006 Australia,,0.0,0.0,0.0,0.0,2,0.0,'unknown',,,2.0,,0.0,0.0,,,,
181,Melbourne Museum,-37.804609,144.972702,"11 Nicholson St, Carlton VIC 3053, Australia",,0.0,0.0,0.0,0.0,2,0.0,'unknown',,,2.0,,0.0,0.0,,,,
182,Wilson’s Carpark,-37.835734,144.973525,"1-3 Queens Road, Melbourne VIC 3004, Australia",,1.0,0.0,0.0,0.0,0,0.0,'unknown',,,1.0,,0.0,0.0,,,,
183,Flagstaff City Inn,-37.810116,144.951048,"45 Dudley St, West Melbourne VIC 3003, Australia",,1.0,0.0,0.0,0.0,0,0.0,'unknown',,,1.0,,0.0,0.0,,,,
184,Morris Moor (Coming Soon),-37.941172,145.061402,"282/284 Chesterville Rd, Moorabbin VIC 3189, Australia",,0.0,0.0,0.0,0.0,0,6.0,'unknown',,,6.0,,0.0,0.0,,,,
185,The Prince Hotel,-37.862284,144.973965,"2 Acland St, St Kilda VIC 3182, Australia",,0.0,0.0,0.0,2.0,0,2.0,'unknown', 22.0,,4.0,,0.0,0.0,,,,
186,Stokehouse St Kilda,-37.86758,144.974352,"30 Jacka Blvd, St Kilda VIC 3182, Australia",,0.0,0.0,0.0,0.0,0,1.0,'unknown',,,1.0,,0.0,0.0,,,,
187,Hotel 115 Guest Carpark,-37.807448,145.039021,"115 Cotham Rd, Kew VIC 3101, Australia",,1.0,0.0,0.0,0.0,0,0.0,'unknown',,,1.0,,0.0,0.0,,,,
188,Clubs Assist,-38.022421,145.213927,"237 243 Frankston Dandenong Rd, Dandenong South, VIC, 3175",,0.0,0.0,0.0,0.0,1,0.0,'unknown',,,1.0,,0.0,0.0,,,,
189,Lygon Street Car park,-37.802158,144.96708,204-218 Lygon St Carlton Victoria 3053 Australia,,0.0,0.0,0.0,0.0,0,1.0,'unknown',,,1.0,,0.0,0.0,,,,
190,Melbourne Convention Exhibition Centre,-37.82613,144.953107,"16 Normanby Road, South Wharf VIC 3006, Australia",,3.0,0.0,0.0,0.0,0,0.0,'unknown',,,3.0,,0.0,0.0,,,,
191,Crown Metropol Melbourne,-37.825511,144.957692,"8 Whiteman Street, Southbank, Victoria, Australia, VIC 3006",,0.0,0.0,0.0,1.0,0,0.0,22.0,,,1.0,,0.0,0.0,,,,
192,Melbourne Central Carpark,-37.811734,144.963518,"300 Lonsdale St, Melbourne VIC 3000, Australia",,1.0,0.0,0.0,0.0,0,0.0,'unknown',,,1.0,,0.0,0.0,,,,
193,Westfield Doncaster,-37.78342,145.126058,"619 Doncaster Rd, Doncaster VIC 3108, Australia",,0.0,0.0,0.0,2.0,4,0.0,6.6, 22.0,,6.0,,0.0,0.0,,,,
194,Bitternfields Shopping Centre,-38.336376,145.177183,"2432 Frankston - Flinders Rd, Bittern VIC 3918, Australia",,1.0,0.0,0.0,0.0,0,0.0,'unknown',,,1.0,,0.0,0.0,,,,
195,Armstrong Creek Town Centre,-38.22808,144.339931,"540 Torquay Rd, Armstrong Creek VIC 3217, Australia",,0.0,0.0,0.0,0.0,0,2.0,7.0,,,2.0,,0.0,0.0,,,,
196,Secure Parking (300 Flinders St),-37.818268,144.96402,"300 Flinders St, Melbourne VIC 3000, Australia",,0.0,0.0,0.0,2.0,0,0.0,3.0,,,2.0,,0.0,0.0,,,,
197,Dan Murphy’s Armstrong Creek,-38.225361,144.337345,"458 Torquay Road, Armstrong Creek 3217, Australia",,0.0,0.0,0.0,0.0,0,3.0,'unknown',,,3.0,,0.0,0.0,,,,
198,South Melbourne Market Rooftop Parking,-37.83203,144.956791,"322 Coventry St, South Melbourne VIC 3205",,0.0,0.0,0.0,0.0,0,2.0,'unknown',,,2.0,,0.0,0.0,,,,
199,Berwick BMW,-38.026209,145.311511,"6 Coventry Rd, Narre Warren VIC 3805",,0.0,0.0,0.0,0.0,0,2.0,'unknown',,,2.0,,0.0,0.0,,,,
200,Park Hyatt Melbourne,-37.811933,144.976125,"1 Parliament Square Off, Parliament Pl, Melbourne VIC 3002, Australia",,0.0,0.0,0.0,0.0,0,2.0,'unknown',,,2.0,,0.0,0.0,,,,
201,Greensborough Plaza,-37.702301,145.102344,"25 Main St, Greensborough VIC 3088, Australia",,0.0,0.0,0.0,0.0,0,4.0,'unknown',,,4.0,,0.0,0.0,,,,
202,WaterMarc Car Park,-37.704042,145.10525,"1 Flintoff St, Greensborough VIC 3088, Australia",,0.0,0.0,0.0,0.0,0,3.0,'unknown',,,3.0,,0.0,0.0,,,,
203,Flagstaff Car Park,-37.813111,144.955756,"535 Little Lonsdale St, Melbourne VIC 3004, Australia",,0.0,0.0,0.0,2.0,0,0.0,22.0,,,2.0,,0.0,0.0,,,,
204,Queen Victoria Market - Underground Carpark,-37.807804,144.958282,"460 Queen St, Melbourne VIC 3000, Australia",,0.0,0.0,0.0,0.0,0,12.0,'unknown',,,12.0,,0.0,0.0,,,,
205,300 Latrobe Street - Wilson Car Park,-37.810021,144.960653,300 Latrobe Street Melbourne ,,3.0,0.0,0.0,0.0,0,0.0,'unknown',,,3.0,,0.0,0.0,,,,
206,Pentridge Shopping Centre,-37.736669,144.969336,"1 Champ St, Coburg VIC 3058, Australia",,0.0,0.0,0.0,0.0,0,3.0,'unknown',,,3.0,,0.0,0.0,,,,
207,Coles Express with co-located Hungry Jacks,-37.829682,144.917185,"46 Cook St, Port Melbourne VIC 3207, Australia",,1.0,0.0,0.0,0.0,0,0.0,'unknown',,,1.0,,0.0,0.0,,,,
208,Westfield Southland,-37.958461,145.053615,"1239 Nepean Hwy, Cheltenham VIC 3192, Australia",,0.0,0.0,0.0,0.0,4,0.0,'unknown',,,4.0,,0.0,0.0,,,,
209,Westfield Southland - Icon Car Wash,-37.959294,145.056598,"40 Chesterville Rd, Cheltenham VIC 3192, Australia",,1.0,0.0,0.0,0.0,0,0.0,'unknown',,,1.0,,0.0,0.0,,,,
210,Hyatt Centric Melbourne,-37.820407,144.955802,"25 Downie St, Melbourne VIC 3000, Australia",,0.0,0.0,0.0,0.0,0,2.0,'unknown',,,2.0,,0.0,0.0,,,,
211,Chadstone Shopping Centre Carpark A,-37.886337,145.07958,"1341 Dandenong Rd, Chadstone VIC 3148",,0.0,0.0,0.0,0.0,0,5.0,'unknown',,,5.0,,0.0,0.0,,,,
212,Jet City Hangar 131,-37.719978,144.892935,"Essendon Fields VIC 3042, Australia",,0.0,0.0,0.0,1.0,0,0.0,22.0,,,1.0,,0.0,0.0,,,,
213,Essendon Nissan,-37.720262,144.895849,"288 Wirraway Rd, Essendon Fields, VIC, 3041",,0.0,0.0,0.0,0.0,1,0.0,'unknown',,,1.0,,0.0,0.0,,,,
214,Brooklands of Mornington,-38.221655,145.045807,"99 Tanti Ave, Mornington, VIC, Australia, 3931",,0.0,0.0,0.0,2.0,0,0.0,22.0,,,2.0,,0.0,0.0,,,,
215,Flinders Hotel,-38.474449,145.019202,"23-31 Cook Street, Flinders, Victoria, Australia, VIC 3929",,0.0,0.0,0.0,2.0,0,0.0,8.0,,,2.0,,0.0,0.0,,,,
216,Flinders General Store rear car park,-38.473287,145.016892,"48 Cook Street, Flinders VIC 3929, Australia",,0.0,0.0,0.0,0.0,0,1.0,'unknown',,,1.0,,0.0,0.0,,,,
217,Secure Parking - 460 Lonsdale Street Car Park,-37.813049,144.958347,"460 Lonsdale St, Melbourne VIC 3000, Australia",,1.0,0.0,0.0,0.0,0,0.0,'unknown',,,1.0,,0.0,0.0,,,,
218,David Street Car Park,-37.771404,144.962021,"1 David St, Brunswick, Victoria, Australia, 3056",,0.0,0.0,0.0,0.0,0,2.0,'unknown',,,2.0,,0.0,0.0,,,,
219,Stockland Point Cook - Below Woolworths,-37.884233,144.734115,"1A Main Street, Point Cook VIC 3030, Australia",,0.0,0.0,0.0,1.0,1,0.0,'unknown', 22.0,,2.0,,0.0,0.0,,,,
220,Middy's Smart Centre (Behind Mulgrave Branch),-37.918327,145.148532,"214 Wellington Rd, Clayton VIC 3168, Australia",,0.0,0.0,0.0,0.0,0,1.0,'unknown',,,1.0,,0.0,0.0,,,,
221,The Fashion Capital - Tesla,-37.884862,145.082357,"1341 Dandenong Rd, Malvern East VIC 3145, Australia",,0.0,0.0,0.0,2.0,0,0.0,'unknown',,,2.0,,0.0,0.0,,,,
222,Cellarbrations,-37.809802,144.948932,"185a Rosslyn St, West Melbourne VIC 3003, Australia",,0.0,0.0,0.0,0.0,0,4.0,'unknown',,,4.0,,0.0,0.0,,,,
223,District Docklands Shopping - West Carpark,-37.812855,144.93695,"8-9 Star Circus, Docklands VIC 3008, Australia",,0.0,0.0,0.0,1.0,0,0.0,22.0,,,1.0,,0.0,0.0,,,,
224,Wilson Parking,-37.811294,144.967823,"222 Russell St, Melbourne VIC 3000, Australia",,0.0,0.0,0.0,0.0,0,2.0,11.0,,,2.0,,0.0,0.0,,,,
225,BP Caroline Springs (Coming Soon),-37.75577,144.741077,"1324-1332 Western Hwy, Caroline Springs VIC 3023, Australia",,0.0,0.0,1.0,0.0,0,0.0,'unknown',,,1.0,,0.0,0.0,,,,
226,Alto Hotel,-37.816254,144.954636,"636 Bourke St, Melbourne VIC 3000, Australia",,2.0,0.0,0.0,3.0,1,0.0,'unknown', 22.0,,7.0,,0.0,1.0,,,,
227,Bob Morell Reserve,-38.163586,144.352507,"514 Moorabool St, South Geelong VIC 3220, Australia",,4.0,0.0,0.0,0.0,0,0.0,'unknown',,,4.0,,0.0,0.0,,,,
228,Rex Gorell Nissan,-38.16275,144.350693,"481 Latrobe Terrace Geelong VIC 3220, Australia",,0.0,0.0,0.0,0.0,0,1.0,'unknown',,,1.0,,0.0,0.0,,,,
229,Queens & Collins,-37.81594,144.961493,"Level 6/93-95 Queen St, Melbourne VIC 3000, Australia",,0.0,0.0,0.0,0.0,0,4.0,'unknown',,,4.0,,0.0,0.0,,,,
230,Wilson Parking,-37.814781,144.956451,"542 Little Bourke St, Melbourne VIC 3000, Australia",,1.0,0.0,0.0,0.0,0,0.0,'unknown',,,1.0,,0.0,0.0,,,,
231,Kinglake Library (rear of the Police Station),-37.531509,145.339577,"19 Whittlesea-Kinglake Rd, Kinglake VIC 3763, Australia",,0.0,0.0,0.0,0.0,0,2.0,22.0,,,2.0,,0.0,0.0,,,,
232,Kinglake Reserve (beside public toilets),-37.53009,145.340696,"1 Kinglake-Glenburn Rd, Kinglake VIC 3763, Australia",,0.0,0.0,0.0,0.0,0,2.0,22.0,,,2.0,,0.0,0.0,,,,
233,Grand Hyatt Melbourne,-37.814844,144.969685,"123 Collins St, Melbourne VIC 3000, Australia",,0.0,0.0,0.0,1.0,0,0.0,22.0,,,1.0,,0.0,0.0,,,,
234,Whittlesea Motel,-37.511926,145.119479,"36 Walnut St, Whittlesea VIC 3757, Australia",,0.0,0.0,0.0,0.0,0,1.0,'unknown',,,1.0,,0.0,0.0,,,,
235,Federation Square Car Park,-37.817739,144.971282,"Russell St, Melbourne, Victoria, 3000 Australia",,0.0,0.0,0.0,0.0,0,2.0,'unknown',,,2.0,,0.0,0.0,,,,
236,ACDC Garage,-37.816185,144.97077,"114-128 Flinders St, Melbourne VIC 3000, Australia",,0.0,0.0,0.0,3.0,0,2.0,3.0, 'unknown',,5.0,,0.0,0.0,,,,
237,Secure Parking (Southern Cross),-37.812452,144.969535,"129 Bourke St, Melbourne VIC 3000, Australia",,0.0,0.0,0.0,0.0,2,0.0,'unknown',,,2.0,,0.0,0.0,,,,
238,Holiday Inn Express Melbourne Little Collins,-37.817852,144.955291,"589-599 Little Collins St, Melbourne VIC 3000, Australia",,0.0,0.0,0.0,0.0,0,3.0,'unknown',,,3.0,,0.0,0.0,,,,
239,Tooronga Village,-37.845907,145.046669,"766 Toorak Rd, Glen Iris VIC 3146",,0.0,0.0,0.0,2.0,0,0.0,22.0,,,2.0,,0.0,0.0,,,,
240,Victoria Gardens Shopping Centre,-37.812603,145.011729,"Unit 41 B/620 Victoria St, Richmond VIC 3121, Australia",,0.0,0.0,0.0,0.0,0,2.0,'unknown',,,2.0,,0.0,0.0,,,,
241,Wilson Parking Eureka,-37.821726,144.965184,"70 City Rd, Southbank VIC 3006, Australia",,0.0,0.0,0.0,0.0,0,2.0,11.0,,,2.0,,0.0,0.0,,,,
242,Hungry Fox Café,-37.719767,144.89451,"Essendon Fields Airport, Wirraway Road, Essendon Fields VIC 3041, Australia",,0.0,0.0,0.0,0.0,0,1.0,'unknown',,,1.0,,0.0,0.0,,,,
243,QV Melbourne - Car Park,-37.810679,144.966601,"180 Lonsdale Street, Melbourne VIC 3000, Australia",,3.0,0.0,0.0,0.0,0,0.0,'unknown',,,3.0,,0.0,0.0,,,,
244,The Fashion Capital - Parking Block F,-37.887286,145.0824,"1341 Dandenong Road, Malvern East VIC 3145, Australia",,0.0,0.0,0.0,4.0,0,0.0,10.0,,,4.0,,0.0,0.0,,,,
245,Holiday Inn Express Melbourne Southbank,-37.821895,144.966652,"35-47 City Rd, Southbank VIC 3006, Australia",,0.0,0.0,0.0,0.0,0,9.0,'unknown',,,9.0,,0.0,0.0,,,,
246,Secure Parking (450 Flinders Lane),-37.818758,144.958866,"450 Flinders Ln, Melbourne VIC 3000, Australia",,0.0,0.0,0.0,0.0,0,10.0,'unknown',,,10.0,,0.0,0.0,,,,
247,Rialto Car Park,-37.8191,144.957613,"476 Flinders Ln, Melbourne VIC 3000, Australia",,1.0,0.0,0.0,0.0,0,2.0,'unknown',,,3.0,,0.0,0.0,,,,
248,Lorbek Luxury Cars,-37.833209,144.919764,"327 Plummer St, Port Melbourne VIC 3207, Australia",,0.0,0.0,0.0,0.0,0,3.0,22.0,,,3.0,,0.0,0.0,,,,
249,Lorbek Luxury Cars,-37.832093,144.919335,"30 Prohasky St, Port Melbourne VIC 3207, Australia",,0.0,0.0,0.0,0.0,0,7.0,'unknown',,,7.0,,0.0,0.0,,,,
0,Mossman Gorge Centre,-16.4742541, 145.3483542,"212r Mossman Gorge Rd, Mossman Gorge QLD 4873, Australia",,,,,,,2.0,7,,,,0,,,,,QLD,
1,QESH - Port Douglas,-16.5271215, 145.4631622,143 - 145 Port Douglas Road Port Douglas QLD 4877 AU,,,1.0,1.0,, ,1.0,50,50,,,0.3,,,,,QLD,
2,Hartley's Crocodile Adventures,-16.6597114, 145.5663743,"Captain Cook Hwy, Wangetti QLD 4871, Australia",,,,,,,2.0,7,,,,0,,,,,QLD,
3,Pullman Palm Cove Sea Temple Resort and Spa,-16.7527799, 145.6706987,"5 Triton St, Palm Cove QLD 4879, Australia",,,,,,,1.0,11,,,,N.A,,,,,QLD,
4,Skyrail Rainforest Cableway,-16.8476624, 145.6950452,"6 Skyrail Dr, Smithfield QLD 4878, Australia",,,,,,,2.0,7,,,,0,,,,,QLD,
5,Cairns Beach Volleyball Court,-16.9036743, 145.7617551,"285-291 Esplanade, Cairns North QLD 4870, Australia",,,,,,,,,,,,N.A,,1.0,,,Queensland,
6,QESH The Pier Cairns,-16.9198193, 145.7805076,"1 Pier Point Rd, Cairns City QLD 4870, Australia",,,1.0,1.0,,,2.0,50,50,,,0.3,,,,,Queensland,
7,Pullman Reef Hotel Casino,-16.923837, 145.7796679,"1/35/41 Wharf St, Cairns City QLD 4870, Australia",,,,,2.0,,3.0,11,11,,,2,,,,,QLD,
8,Cairns Central,-16.9245893, 145.7716095,"21 Mcleod Street, Cairns QLD 4870, Australia",,,,,2.0,,,22,,,,N.A,,,,,Queensland,
9,Historic Village Herberton,-17.3723917, 145.385589,"6 Broadway, Herberton QLD 4887, Australia",,,,,,,2.0,7,,,,0,,,,,Queensland,
10,QESH - Innisfail,-17.5209629, 146.0261103,"Glady Street Innisfail QLD 4860, Australia",,,1.0,1.0,,,1.0,50,50,,,0.3,,,,,QLD,
11,Paronella Park,-17.6524637, 145.9570688,"1671 Innisfail Japoon Rd, Mena Creek QLD 4871, Australia",,,,,,,2.0,7,,,,0,,,,,QLD,
12,Griffith,-17.9347544, 145.9253729,"Morris St, Tully QLD 4854, Australia",,,1.0,1.0,,,2.0,50,22,,,0.3,,,,,Queensland,
13,QESH - Cardwell,-18.2625592, 146.0249012,"144 Victoria St, Cardwell QLD 4849, Australia",,,1.0,1.0,,,1.0,50,50,,,0.3,,,,,Queensland,
14,Frosty Mango,-18.949778, 146.2768679,"1 Bruce Hwy, Mutarnee, Queensland, Australia, QLD 4816",,,,,2.0,,,22,,,,Paid,,,,,QLD,
15,Mercure Townsville,-19.2714721, 146.7858734,"166 Woolcock St, Currajong, Australia, QLD 4812",,,,,2.0,,,22,,,,N.A,,,,,QLD,
16,QESH Ayr,-19.5740619, 147.4056813,"133 Edwards St, Ayr QLD 4807, Australia",,,1.0,1.0,,,1.0,50,50,,,0.3,,,,,QLD,
17,Centennial Park Charters Towers QESH,-20.0658342, 146.2617747,"72 Hackett Terrace, Richmond Hill QLD 4820, Australia",,,1.0,1.0,,,2.0,50,22,,,,,,,,QLD,
18,Marlborough South,-22.8276466, 149.9327812,"71209 Kunwarara Rd, Marlborough QLD 4705, Australia",,,1.0,1.0,,,2.0,50,22,,,0.3,,,,,Queensland,
19,Midlander Motor Inn,-23.5236365, 148.1593512,"12 School Lane, Emerald, Australia, QLD 4720",,,,,2.0,,,22,,,,N.A,,,,,Queensland,
0,Hobsons Bay Civic Centre,-37.86361164,144.8310105,"115 Civic Parade, Altona VIC 3018, Australia",,,1.0,1.0,,,,,,,,,,,,,,
1,Ampol Foodary Altona North,-37.84646146,144.8088603,"1 Horsburgh Drive, Altona North, VIC 3025, Australia",,,2.0,2.0,,,,,,,,,,,,,,
2,Middy’s Port Melbourne,-37.82788423,144.9262572,"2 Thackray Rd, Port Melbourne VIC 3207, Australia",,,1.0,1.0,,,,,,,,0.4,,,,,,
3,Shell Taylors Lakes,-37.69671193,144.7823411,"Coles Express 410 Melton Highway, Taylors Lakes VIC 3038, Australia",,,2.0,2.0,,,,,,,,0.6,,,,,,
4,Westfield Airport West,-37.71395622,144.8860831,"29-35 Louis St, Airport West VIC 3042, Australia",,,2.0,6.0,,,,,,,,0.4,,,,,,
5,Moonee Ponds Supercharger,-37.76556152,144.9236774,"665 Mt Alexander Rd, Moonee Ponds VIC 3039, Australia",,,,,6.0,,,,,,,,,,,,,
6,CB Smith Reserve,-37.70191464,144.9681533,99 Jukes Road Fawkner VIC 3060 AU,,,1.0,1.0,,,,,,,,,,,,,,
7,Boundary Rd Parking Lot,-37.71912127,144.9615062,"11 Boundary Rd, Coburg North VIC 3058, Australia",,,1.0,1.0,,,,,,,,,,,,,,
8,Coburg Town Hall / Moreland City,-37.74058156,144.9694655,"90 Bell St, Coburg VIC 3058, Australia",,,1.0,1.0,,,1.0,,,,,,,,,,,
9,Edward St Parking Lot,-37.77360197,144.9618831,"15 Edward St, Brunswick VIC 3056, Australia",,,2.0,2.0,,,2.0,,,,,,,,,,,
10,Collingwood Library,-37.80425886,144.9932374,"13 Stanton St, Abbotsford VIC 3067, Australia",,,2.0,2.0,,,,,,,,0.4,,,,,,
11,Melbourne Richmond Supercharger,-37.83170783,144.9965223,"650 Church St, Cremorne VIC 3121, Australia",,,,,4.0,,,,,,,,,,,,,
12,Uni Hill Town Centre,-37.68247053,145.0710002,"Shop 17/5 Janefield Dr, Bundoora VIC 3083, Australia",,,2.0,2.0,,,,,,,,0.4,,,,,,
13,Corsair Solutions,-37.76693229,145.0308257,"370 Darebin Rd, Thornbury VIC 3071, Australia",,,,2.0,,,,,,,,0.4,,,,,,
14,Collingwood Library,-37.82022948,145.0402257,"20 William St, Hawthorn VIC 3122, Australia",,,1.0,1.0,,,,,,,,,,,,,,
15,Camberwell Supercharger,-37.82867623,145.0564007,"793 Burke Road , Camberwell, VIC, Australia, 3124",,,,,6.0,,,,,,,,,,,,,
16,Wanzl / Rectifier Technologies,-37.85392974,145.1043512,"97 Highbury Rd, Burwood VIC 3125, Australia",,,,1.0,,,,,,,,,,,,,,
17,Monash University Caulfield Car Park,-37.87579762,145.0436391,"880 Princes Hwy Service Rd, Caulfield East VIC 3145, Australia",,1.0,1.0,1.0,,,,,,,,,,,,,,
18,Monash University Clayton - Car Park N1,-37.90797166,145.1312195,"10 Research Way, Clayton VIC 3168, Australia",,,1.0,1.0,,,2.0,,,,,,,,,,,
19,Porsche Centre Brighton,-37.92549673,145.0278825,"855 Nepean Hwy, Bentleigh VIC 3204, Australia",,,1.0,,,,,,,,,,,,,,,
20,Bayside City Council,-37.95950238,145.0169255,"76 Royal Ave, Sandringham VIC 3191, Australia",,,1.0,1.0,,,,,,,,0.2,,,,,,
21,EVolution HQ,-37.94260024,145.1197763,"Unit 32, 231 Osborne Avenue, Clayton South VIC 3169, Australia",,,1.0,1.0,,,2.0,,,,,,,,,,,
22,Ampol Dandenong Stud Road,-37.97092578,145.2235052,"Corner Stud And, Heatherton Rd, Dandenong VIC 3175, Australia",,,2.0,2.0,,,,,,,,0.6,,,,,,
23,Chelsea Swansea Road Car Park,-38.05485257,145.1166042,"1 Swansea Rd, Chelsea 3196, Australia",,,2.0,2.0,,,,,,,,0.4,,,,,,
24,Mornington Supercharger,-38.23425677,145.0514638,"75 Mornington-Tyabb Rd, Mornington VIC 3931, Australia",,,,,6.0,,,,,,,0.6,,,,,,
25,Sorrento Community Centre,-38.33811816,144.7372775,"860 Melbourne Rd, Sorrento VIC 3943, Australia",,,2.0,2.0,,,,,,,,0.4,,,,,,
26,Cobblebank Stadium,-37.71596946,144.5972922,"Astley Dr, Bridge Rd, Strathtulloh VIC 3338, Australia",,,1.0,1.0,,,,,,,,,,,,,,
27,McDonald’s Melton South,-37.72198498,144.5729271,"179-253 Exford Rd, Weir Views VIC 3338, Australia",,,2.0,2.0,,,,,,,,,,,,,,
28,CTR Whittlesea,-37.51043222,145.11856,"74A Church St, Whittlesea VIC 3757, Australia",,,1.0,1.0,,,,,,,,0.4,,,,,,
0,Chargefox Charging Station,-36.63115799635183, 142.22291915619667,126 Baillie St,,,1.0,1.0,0.0,,0.0,,,,,,,,,0.0,,Horsham
1,Chargefox Charging Station,-37.469333979755596, 143.8550343241236,61 Curtis St,,,1.0,1.0,0.0,,0.0,,,,,,,,,0.0,,Ballarat
2,Tesla Destination Charger,-37.28599785037582, 144.1736378360946,219 Main Rd,,,0.0,0.0,1.0,,0.0,,,,,,,,,0.0,,Hepburn
3,Electric Vehicle Charging Station,-37.03208342983455, 144.0582813921051,"49, B180",,,0.0,0.0,0.0,,0.0,,,,,,,,,1.0,,Newstead
4,Evie Charging Station,-37.005767768827994, 144.21758314809065,3450/33 Forest St,,,1.0,1.0,0.0,,0.0,,,,,,,,,0.0,,Castlemaine
5,Evie Charging Station,-37.1722796148393, 144.47576185606715,1 Hutton St,,,1.0,1.0,0.0,,0.0,,,,,,,,,0.0,,Kyneton
6,Tesla Destination Charger,-37.23502198834094, 144.42290778775285,72 Piper St,,,0.0,0.0,1.0,,0.0,,,,,,,,,0.0,,Kyneton
7,Tesla Destination Charger,-37.33350334365738, 144.14262090141872,4 King St,,,0.0,0.0,1.0,,0.0,,,,,,,,,0.0,,Daylesford
8,Evie Charging Station,-37.05060230278171, 143.74185155695164,Station St,,,1.0,1.0,0.0,,0.0,,,,,,,,,0.0,,Maryborough
9,Evie Charging Station,-36.90919906327723, 144.26702162408614,High St,,,1.0,1.0,0.0,,0.0,,,,,,,,,0.0,,Harcourt
10,Tesla Destination Charger,-36.67605388090019, 144.24504896808813,371 High St,,,0.0,0.0,1.0,,0.0,,,,,,,,,0.0,,Golden Square
11,Tesla Destination Charger,-36.671648098042496, 144.30547377208265,150 Condon St,,,0.0,0.0,1.0,,0.0,,,,,,,,,0.0,,Kennington
12,Evie Charging Station,-36.75541430968068, 144.28700075602384,Gaol Rd,,,1.0,1.0,0.0,,0.0,,,,,,,,,0.0,,Bendigo
13,Evie Charging Station,-37.35588720430584, 144.52822745569281,124 High St,,,1.0,1.0,0.0,,0.0,,,,,,,,,0.0,,Woodend
14,Chargefox Charging Station,-36.762084961158926, 144.2828010465611,7 Railway Pl,,,0.0,0.0,0.0,,1.0,,,,,,,,,0.0,,Bendigo
15,Evie Charging Station,-36.531930768600965, 143.86155158027182,Storm Lne,,,1.0,1.0,0.0,,0.0,,,,,,,,,0.0,,Inglewood
16,Evie Charging Station,-36.372030681103425, 143.61095264121334,Chapel St,,,1.0,1.0,0.0,,0.0,,,,,,,,,0.0,,Wedderburn
17,Evie Charging Station,-36.88827855862675, 145.24742547223372,Jones St,,,1.0,1.0,0.0,,0.0,,,,,,,,,0.0,,Avenel
18,Tesla Destination Charger,-36.74595006493532, 145.55907729236358,53 Clifton St,,,0.0,0.0,1.0,,0.0,,,,,,,,,0.0,,Euroa
19,Chargefox Charging Station,-36.72751174841472, 145.59358907054357,167 Tarcombe St,,,1.0,1.0,0.0,,0.0,,,,,,,,,0.0,,Euroa
20,Electric Vehicle Charging Station,-36.38578464084992, 145.39696529030473,530 Wyndham St,,,0.0,0.0,0.0,,1.0,,,,,,,,,0.0,,Shepparton
21,Evie Charging Station,-35.9404835358816, 144.72551622376017,438 High St,,,1.0,1.0,0.0,,0.0,,,,,,,,,0.0,,Echuca
22,Evie Charging Station,-36.36984769872202, 145.36189904857804,77 Midland Hwy,,,1.0,1.0,0.0,,0.0,,,,,,,,,0.0,,Mooroopna
23,Chargefox Charging Station,-35.726719565595815, 145.65935410367524,154 Campbell Rd,,,0.0,0.0,0.0,,1.0,,,,,,,,,0.0,,Cobram
24,Tesla Destination Charger,-36.02622585254252, 146.4590454574334,217 Main St,,,0.0,0.0,1.0,,0.0,,,,,,,,,0.0,,Rutherglen
