ID,PROMOTOR-GESTOR,ACCES,TIPUS VELOCITAT,TIPUS CONNEXIÓ,LATITUD,LONGITUD,DESIGNACIÓ-DESCRIPTIVA,POTENCIA,TIPUS DE CORRENT,ADREÇA,PROVINCIA,CODIPROV,MUNICIPI,CODIMUN,NPLACES ESTACIÓ,TIPUS VEHICLE,Georeferència
44185790,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID,MENNEKES.M,41.382885,2.167584,EdR Barcelona Angels1,22,AC,"BAMSA - Carrer dels Àngels, 1, 08001",Barcelona,8,Barcelona,80193,,,POINT (2.167584 41.382886)
44172944,Institut Català d'Energia - Ajuntament de Cornellà de Llobregat,tarjeta,superRAPID i semiRAPID,CCS Combo2,41.352894,2.088675,EdRR AMB Cornellà de Llobregat (DC44-AC43kW),86,DC,PdRR Cornellà de Llobregat: Carrer de Baltasa,Barcelona,8,Cornellà de Llobregat,80734,,,POINT (2.088675 41.352895)
44185964,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID,MENNEKES.M,41.38993,2.174523,EdR SABA Urquinaona1 Barcelona,22,AC,SABA - Pl. d'Urquinaona,Barcelona,8,Barcelona,80193,,,POINT (2.174523 41.389931)
44185925,Institut Català d'Energia - Ajuntament de Girona,tarjeta,semiRAPID,MENNEKES.M,41.981445,2.820441,EdR SABA Girona Hospital (AC13kW),22,AC,"SABA - Plaça de l'Hospital, 6, 17002 Girona,",Girona,17,Girona,170792,,,POINT (2.820441 41.981447)
44182171,Institut Català d'Energia - Ajuntament de Ascó,tarjeta,semiRAPID,MENNEKES.M,41.18306,0.566695,EdR Ascó,22,AC,"Carrer Unió, 8, 43791 Ascó, Tarragona, Spain",Tarragona,43,Ascó,430192,,,POINT (0.566695 41.183058)
44186157,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID,MENNEKES.M,41.41059,2.13752,"EGervasi, 5e J Passeig De Barcelona",22,AC,"JOSEL - Passeig de Sant Gervasi, 51, 08022",Barcelona,8,Barcelona,80193,,,POINT (2.13752 41.410591)
44186223,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID,MENNEKES.M,41.393703,2.143059,EdR BAMSA Pau Casals7,6,AC,"BAMSA - Av. Pau Casals S/N, 08970 Barcelona,",Barcelona,8,Barcelona,80193,,,POINT (2.143059 41.393705)
44182615,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID i NORMAL,Schuko,41.389233,2.161352,"EdR Barcelona Pl. Dr. Letamendi, 30-33",0,AC,"Plaça  Dr. Letamendi, 30-33 - Aragó",Barcelona,8,Barcelona,80193,,,POINT (2.161352 41.389233)
44182183,Institut Català d'Energia - Ajuntament de Torelló,tarjeta,RAPID i semiRAPID,CCS Combo2+ChadeMO+MENNEKES.M,42.048332,2.262815,"Carrer del Pont, 4-6",55,AC/DC,Placeta Pujol 40,Barcelona,8,Torelló,82858,,,POINT (2.262815 42.048334)
44186216,Institut Català d'Energia - Ajuntament de Ullastrell,tarjeta,semiRAPID,MENNEKES.M,41.528297,1.982716,21XP22T3KKJAK00575,22,AC,"Carrer Arquitecte Alsius, 1, 08231 Terrassa,",Barcelona,8,Ullastrell,82900,,,POINT (1.982716 41.528296)
44182235,Institut Català d'Energia - Ajuntament de Calella,tarjeta,semiRAPID,MENNEKES.M,41.616524,2.660381,EdR Calella,22,AC,"Carrer de Sant Joan, 104, 08370 Calella, B...",Barcelona,8,Calella,80351,,,POINT (2.660381 41.616524)
44182251,Institut Català d'Energia - Ajuntament de Canyelles,tarjeta,semiRAPID,MENNEKES.M,41.285545,1.721297,EdR Canyelles,22,AC,"Av. de Daltmar, 38B, 08811 Canyelles, Barc...",Barcelona,8,Canyelles,80431,,,POINT (1.721297 41.285545)
44186196,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID,MENNEKES.M,41.38826,2.128953,12235034150001,8,AC,"Avinguda Diagonal, 609, 08028 Barcelona,",Barcelona,8,Barcelona,80193,,,POINT (2.128953 41.38826)
44186014,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID,MENNEKES.M,41.37944,2.162504,EdR BAMSA CUrgell2,22,AC,"BAMSA - Carrer del Comte d'Urgell, 12, 08011",Barcelona,8,Barcelona,80193,,,POINT (2.162504 41.379442)
44186332,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID i NORMAL,Schuko,41.38147,2.129431,"EdR Barcelona Fígols, 6",0,AC,"Fígols, 6 - Jardins dels Doctors Dolsa",Barcelona,8,Barcelona,80193,,,POINT (2.129431 41.38147)
44186110,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID,MENNEKES.M,41.397736,2.161113,EdR Barcelona CORSEGA5,6,AC,"JOSEL CORSEGA - C. de Còrsega, 344, 08037",Barcelona,8,Barcelona,80193,,,POINT (2.161113 41.397737)
44182061,Institut Català d'Energia - Ajuntament de Breda,tarjeta,semiRAPID,MENNEKES.M,41.748283,2.556334,Breda - INGETEAM EdRSR 1,22,AC,Plaça de Lluís Companys,Girona,17,Breda,170274,,,POINT (2.556334 41.748282)
44182296,Institut Català d'Energia - Ajuntament de Tortosa,tarjeta,semiRAPID,MENNEKES.M,40.81415,0.515161,Carrer dAlcanyís 9,22,AC,"Carrer dAlcanyís, 14, 43500 Tortosa, Tarr...",Tarragona,43,Tortosa,431554,,,POINT (0.515161 40.814151)
44186174,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,RAPID i semiRAPID,CCS Combo2+ChadeMO+MENNEKES.M,41.387016,2.170047,62126022680001,50,AC/DC,"Plaça de Catalunya, 08002 Barcelona, Spain",Barcelona,8,Barcelona,80193,,,POINT (2.170047 41.387015)
11423996,Institut Català d'Energia - Ajuntament de Solsona,,semiRAPID,MENNEKES.F+Schuko,41.99463,1.52003,EdRsR Solsona (AC22kW),0,AC/DC,"Passatge de les Moreres, 3
",Lleida,25,Solsona,252075,2,cotxe i moto,POINT (1.52003 41.99463)
11423919,Institut Català d'Energia - Ajuntament de Barberà del Vallès,APARCAMENT CC (IBIL),semiRAPID i NORMAL,MENNEKES+Schuko,41.508263,2.138665,IBIL-CC Baricentro (11kW),0,AC/DC,"Carretera N-150 km 6,7  (Pstg.Sagrera)",Barcelona,8,Barberà del Vallès,82520,2,cotxe i moto,POINT (2.138665 41.508264)
11423991,Institut Català d'Energia - Ajuntament de Sant Joan de Vilatorrada,,semiRAPID,2xMENNEKES.F,41.74441,1.8054,EdRsR Sant Joan de Vilatorrada (AC22kW),0,AC/DC,"Carrer Major, 54",Barcelona,8,Sant Joan de Vilatorrada,82188,2,,POINT (1.8054 41.74441)
44182274,Institut Català d'Energia - Ajuntament de Rubí,tarjeta,RAPID i semiRAPID,CCS Combo2+ChadeMO+MENNEKES.M,41.485718,2.030248,EdRR Rubí (AC-DC50kW),55,AC/DC,Rambleta de Joan Miró,Barcelona,8,Rubí,81846,,,POINT (2.030248 41.485717)
44172942,Institut Català d'Energia - Ajuntament de l'Hospitalet de Llobregat,tarjeta,RAPID i semiRAPID,CCS Combo2+ChadeMO+MENNEKES.M,41.353542,2.122684,EdRR AMB Barcelona (DC44-AC43kW),44,AC/DC,PdRR l'Hospitalet de Ll.: C. Salvador Espriu,Barcelona,8,l'Hospitalet de Llobregat,81017,,,POINT (2.122684 41.353543)
11423945,Institut Català d'Energia - Ajuntament de Barcelona,VIA PUBLICA ,semiRAPID,MENNEKES.F,41.393005,2.146561,(eTAXI) Villarroel- Diagonal (7.4kW),0,AC/DC,"Carrer de Villarroel,277-Avinguda  Diagonal",Barcelona,8,Barcelona,80193,2,taxi,POINT (2.146561 41.393005)
44185849,Institut Català d'Energia - Ajuntament de Sabadell,tarjeta,semiRAPID,MENNEKES.M,41.532173,2.106572,EdR BALLENOIL Sabadell,22,AC,"E.S. BALLENOIL -  Pl. Ramon Llull, 11",Barcelona,8,Sabadell,81878,,,POINT (2.106572 41.532172)
44186361,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,RAPID i semiRAPID,CCS Combo2+ChadeMO+MENNEKES.M,41.43024,2.147122,EdRR Barcelona-B:SM 23,46,AC/DC,Carrer del Pare Mariana 21,Barcelona,8,Barcelona,80193,,,POINT (2.147122 41.430242)
11423978,Institut Català d'Energia - Ajuntament de Manresa,VIA PUBLICA,semiRAPID i NORMAL,MENNEKES.F+Schuko,41.736824,1.8283602,EdRsR Escola Politècnica Superior d'Enginyeria (AC22kW i 3.7kW),0,AC/DC,"Avinguda de les bases de Manresa, 61",Barcelona,8,Manresa,81136,1,,POINT (1.82836016 41.73682408)
44185787,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID,MENNEKES.M,41.385593,2.177351,EdR BAMSA Cambó1 Barcelona,22,AC,"BAMSA - Av. de Francesc Cambó, 10, 08003",Barcelona,8,Barcelona,80193,,,POINT (2.177351 41.385594)
44186077,Institut Català d'Energia - Ajuntament de Vila-seca,tarjeta,RAPID i semiRAPID,CCS Combo2+ChadeMO+MENNEKES.M,41.106766,1.152796,EdRR EndesaX McD's Vila-seca (DC50-AC13kW),50,AC/DC,MCDONALDS - Carretera Vilaseca-Pineda 14,Tarragona,43,Vila-seca,431711,,,POINT (1.152796 41.106766)
44186041,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID,MENNEKES.M,41.3955,2.1635,EdR SABA PauClaris 2 Barcelona,22,AC,"SABA - Carrer de Pau Claris, 174, 08037",Barcelona,8,Barcelona,80193,,,POINT (2.1635 41.3955)
44185850,Institut Català d'Energia - Ajuntament de la Vall de Boí,tarjeta,RAPID i semiRAPID,CCS Combo2+ChadeMO+MENNEKES.M,42.5049,0.8027,EdRR Barruera (DC50-AC12kW),50,AC/DC,"BARRUERA - Pg. de Sant Feliu, 42",Lleida,25,la Vall de Boí,250432,,,POINT (0.8027 42.5049)
44186094,Institut Català d'Energia - Ajuntament de Cornudella de Montsant,tarjeta,RAPID i semiRAPID,CCS Combo2+ChadeMO+MENNEKES.M,41.261738,0.906314,EdRR Cornudella Montsant (AC-DC50kW),50,AC/DC,"Carrer del Comte de Rius, 43360, Tarragona,",Tarragona,43,Cornudella de Montsant,430496,,,POINT (0.906314 41.261737)
44186032,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID,MENNEKES.M,41.382217,2.168297,EdR BAMSA Angels1,22,AC,"BAMSA - Carrer dels Àngels, 1, 08001",Barcelona,8,Barcelona,80193,,,POINT (2.168297 41.382216)
44182154,Institut Català d'Energia - Ajuntament de Lluçà,tarjeta,semiRAPID,MENNEKES.M,42.068096,2.073331,EdR Santa Eulàlia de Puig-oriol,22,AC,"Calle Rourets, 1, Santa Eulàlia de Puig-oriol",Barcelona,8,Lluçà,81094,,,POINT (2.073331 42.068095)
44182316,Institut Català d'Energia - Ajuntament de Lleida,tarjeta,RAPID i semiRAPID,CCS Combo2+ChadeMO+MENNEKES.M,41.626472,0.610511,EdRR Lleida1 (AC-DC50kW),55,AC/DC,"Arnau de Vilanova 2, 25196 Lérida, Spain",Lleida,25,Lleida,251207,,,POINT (0.610511 41.626474)
44186285,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID i NORMAL,MENNEKES.M+Schuko,41.40681,2.133584,EdR Barcelona Plaça Bonanova,6,AC,"Plaça  Bonanova, 2",Barcelona,8,Barcelona,80193,,,POINT (2.133584 41.40681)
44185799,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID,MENNEKES.M,41.3904,2.182398,EdR BAMSA Companys 3,22,AC,"BAMSA - Passeig de Lluís Companys,",Barcelona,8,Barcelona,80193,,,POINT (2.182398 41.390399)
44186334,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID i NORMAL,Schuko,41.411564,2.218659,"EdR Barcelona Rbla. Prim, 19",0,AC,"Rbla. Prim, 19 - Avinguda  Diagonal, 2",Barcelona,8,Barcelona,80193,,,POINT (2.218659 41.411564)
44186318,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,RAPID i semiRAPID,CCS Combo2+ChadeMO+MENNEKES.M,41.432487,2.204905,EdRR Barcelona-B:SM 8,48,AC/DC,"Carrer Fra Juníper Serra, 57",Barcelona,8,Barcelona,80193,,,POINT (2.204905 41.432488)
44182172,Institut Català d'Energia - Ajuntament de Manresa,tarjeta,semiRAPID i NORMAL,MENNEKES.M+Schuko,41.736813,1.828364,"Carrer de Bertran de Castellbell, 81",22,AC,"Carrer de Bertran de Castellbell, 81, 0824...",Barcelona,8,Manresa,81136,,,POINT (1.828364 41.736811)
44185887,Institut Català d'Energia - Ajuntament de el Pont de Suert,tarjeta,RAPID i semiRAPID,CCS Combo2+ChadeMO+MENNEKES.M,42.4084,0.742,EdRR Pont de Suert (DC50-AC13kW),50,AC/DC,PONT DE SUERT - Av. Victoriano Muñoz cruce,Lleida,25,el Pont de Suert,251734,,,POINT (0.742 42.4084)
44182539,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,RAPID i semiRAPID,CCS Combo2+ChadeMO+MENNEKES.M,41.40103,2.122821,EdRR Barcelona-B:SM 2,41,AC/DC,"Vía Augusta, 352",Barcelona,8,Barcelona,80193,,,POINT (2.122821 41.401033)
13774185,Institut Català d'Energia - Ajuntament de Sant Pol de Mar,targeta,semiRAPID,Schuko,41.604862,2.624227,EdR Sant Pol de Mar Clavé2,0,AC,"Plaça d'Anselm Clavé, 2",Barcelona,8,Sant Pol de Mar,82359,,,POINT (2.624227 41.604864)
11423933,Institut Català d'Energia - Ajuntament de Barcelona,VIA PUBLICA,RAPID,CCS Combo2+ChadeMO+MENNEKES.M,41.374847,2.171055,EdRR-Seu Endesa REE-TRYP APOLO  (DC50kW AC43kW),0,AC/DC,"Avinguda  Paral·lel, 55",Barcelona,8,Barcelona,80193,1,cotxe,POINT (2.171055 41.374847)
44185857,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID,MENNEKES.M,41.397858,2.155061,EdR P Neptú-2 Barcelona,22,AC,"PARKING NEPTÚ - C/ de Neptú, 6",Barcelona,8,Barcelona,80193,,,POINT (2.155061 41.397857)
44182198,Institut Català d'Energia - Ajuntament de Santa Fe del Penedès,tarjeta,semiRAPID,MENNEKES.M,41.38356,1.721316,EdR Santa Fe del Penedès,22,AC,"Carrer Les Escoles, 2",Barcelona,8,Santa Fe del Penedès,82495,,,POINT (1.721316 41.38356)
44186107,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID,MENNEKES.M,41.40164,2.120822,EdR Barcelona Via Augusta3,6,AC,"Via Augusta, 349, 08017 Barcelona, Spain",Barcelona,8,Barcelona,80193,,,POINT (2.120822 41.40164)
44185914,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID,MENNEKES.M,41.3982,2.1553,EdR P Neptú-1 Barcelona,22,AC,"PARKING NEPTÚ - C/ de Neptú, 6",Barcelona,8,Barcelona,80193,,,POINT (2.1553 41.3982)
44185781,Institut Català d'Energia - Ajuntament de la Jonquera,tarjeta,superRAPID i semiRAPID,CCS Combo2,42.40262,2.87869,EdRUR La Jonquera-4 (DC350kW),120,DC,"AREA DE SERVICIO ADAMUR - Carrer Bassegoda,",Girona,17,la Jonquera,170865,,,POINT (2.87869 42.40262)
13238473,"Institut Català d'Energia - Ajuntament de Saus, Camallera i Llampaies",targeta,semiRAPID,MENNEKES.M,42.12324,2.9617653,Privat,22,AC,Carrer Àngel Guimerà,Girona,17,"Saus, Camallera i Llampaies",171870,,,POINT (2.9617654 42.1232414)
44186061,Institut Català d'Energia - Ajuntament de Vilafranca del Penedès,tarjeta,semiRAPID,MENNEKES.M,41.3447,1.6984,EdRsR SABA 3 Vilanova i la Geltrú (AC13kW),22,AC,"SABA - Plaça del Penedès, 08720 Vilafranca",Barcelona,8,Vilafranca del Penedès,83054,,,POINT (1.6984 41.3447)
44186090,Institut Català d'Energia - Ajuntament de Tortosa,tarjeta,RAPID i semiRAPID,CCS Combo2+ChadeMO+MENNEKES.M,40.82465,0.511043,EdRR EMD Jesus (AC-DC50kW),50,AC/DC,"EMD DE JESÚS - Plaça Pati, de la Immaculada,",Tarragona,43,Tortosa,431554,,,POINT (0.511043 40.824649)
44182545,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID i NORMAL,Schuko,41.40295,2.1656,"EdR Barcelona Indústria, 19",0,AC,"Indústria, 19 - Pg. Sant Joan",Barcelona,8,Barcelona,80193,,,POINT (2.1656 41.40295)
44182320,Institut Català d'Energia - Ajuntament de Tortosa,tarjeta,semiRAPID,MENNEKES.M,40.794773,0.525542,EdR San Andreu de la Barca,22,AC,"Carrer Barcelona, 154, 43518 Tortosa, Tarr...",Tarragona,43,Tortosa,431554,,,POINT (0.525542 40.794775)
44186113,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID,MENNEKES.M,41.401638,2.120776,Spa  V Augusta Barcelona Barcelona,6,AC,"Via Augusta, 349, 08017 Barcelona, Spain",Barcelona,8,Barcelona,80193,,,POINT (2.120776 41.401637)
44185992,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID,MENNEKES.M,41.390343,2.143518,EdR BAMSA Tarradellas4,22,AC,"BAMSA - Av. de Josep Tarradellas, 64, 08029",Barcelona,8,Barcelona,80193,,,POINT (2.143518 41.390343)
44185811,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID,MENNEKES.M,41.413853,2.171829,EdR SABA Sant Pau,22,AC,PARKING SABA HOSPITAL SANT PAU - Carrer del,Barcelona,8,Barcelona,80193,,,POINT (2.171829 41.413853)
44185934,Institut Català d'Energia - Ajuntament de Igualada,tarjeta,RAPID i semiRAPID,CCS Combo2+MENNEKES.M,41.588963,1.625429,EdR SERVISIMÓ Igualada (AC22kW),50,AC/DC,"Carrer d'Alemanya, 17",Barcelona,8,Igualada,81022,,,POINT (1.625429 41.588964)
44185912,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID,MENNEKES.M,41.394028,2.13029,EdR Barcelona CCorachan1,6,AC,PARKING CLINICA COARCHAN - Plaça de Manuel,Barcelona,8,Barcelona,80193,,,POINT (2.13029 41.394028)
11423935,Institut Català d'Energia - Ajuntament de Barcelona,VIA PUBLICA,RAPID,CCS Combo2+ChadeMO+MENNEKES.M,41.33003,2.11496,EdRR- Mercabarna (DC50kW AC43kW),0,AC/DC,Aparcament Mercabarna,Barcelona,8,Barcelona,80193,1,cotxe,POINT (2.11496 41.33003)
44182548,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID i NORMAL,Schuko,41.40295,2.1656,"EdR Barcelona Indústria, 19",0,AC,"Indústria, 19 - Pg. Sant Joan",Barcelona,8,Barcelona,80193,,,POINT (2.1656 41.40295)
44186383,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID,,41.3539,2.142997,Cisell 5,0,AC,c/ Cisell 5,Barcelona,8,Barcelona,80193,,,POINT (2.142997 41.353902)
44186197,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID,MENNEKES.M,41.38826,2.128953,12235034150006,8,AC,"Avinguda Diagonal, 609, 08028 Barcelona,",Barcelona,8,Barcelona,80193,,,POINT (2.128953 41.38826)
44182704,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,RAPID i semiRAPID,CCS Combo2+ChadeMO+MENNEKES.M,41.346783,2.143336,EdRR Barcelona-B:SM 30,41,AC/DC,Carrer de 60,Barcelona,8,Barcelona,80193,,,POINT (2.143336 41.346781)
44182328,Institut Català d'Energia - Ajuntament de Sant Andreu de la Barca,tarjeta,semiRAPID,MENNEKES.M,41.44634,1.974016,FLNR Sant Andreu de la Barca: Pg. Rafael de Casanova FGC 08740 Sant Andre de la Barca ESP,7,AC,FLNR Sant Andreu de la Barca: Pg. Rafael de C,Barcelona,8,Sant Andreu de la Barca,81960,,,POINT (1.974016 41.446338)
44182001,Institut Català d'Energia - Ajuntament de Lleida,tarjeta,RAPID i semiRAPID,CCS Combo2+MENNEKES.M,41.607895,0.622558,"Carrer de Jaume II, 71",55,AC/DC,"Carrer de Jaume II, 71, 25001 Lleida, Spain",Lleida,25,Lleida,251207,,,POINT (0.622558 41.607894)
44185863,Institut Català d'Energia - Ajuntament de Olèrdola,tarjeta,RAPID i semiRAPID,CCS Combo2+ChadeMO+MENNEKES.M,41.32109,1.722205,EdRR LLA CASA del CONILL Sant Miquel d'Olèrdola (DC50-AC13kW),50,AC/DC,"LLA CASA DEL CONILL-Plaça ANSELM CLAVE, 13",Barcelona,8,Olèrdola,81458,,,POINT (1.722205 41.321092)
44186190,Institut Català d'Energia - Ajuntament de Sant Pere de Riudebitlles,tarjeta,semiRAPID,MENNEKES.M,41.45177,1.697881,62125024810003,22,AC,"La Carretera, s/n, 08776 Sant Pere de",Barcelona,8,Sant Pere de Riudebitlles,82325,,,POINT (1.697881 41.451769)
44186046,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID,MENNEKES.M,41.380024,2.189042,EdR BAMSA Baluard2,22,AC,"BAMSA - Carrer del Baluard, 27, 08003",Barcelona,8,Barcelona,80193,,,POINT (2.189042 41.380025)
44186261,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID i NORMAL,MENNEKES.M+Schuko,41.39388,2.18155,EdR Barcelona Estació Barcelona-Nord,4,AC,"Carrer deAlí Bei, 54",Barcelona,8,Barcelona,80193,,,POINT (2.18155 41.39388)
44182623,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID i NORMAL,Schuko,41.397346,2.119925,"EdR Barcelona Av. Josep Vicenç Foix, 86 Bis",0,AC,"Avinguda  Josep Vicenç Foix, 86 Bis - Mendel",Barcelona,8,Barcelona,80193,,,POINT (2.119925 41.397347)
44182546,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID i NORMAL,Schuko,41.44475,2.174366,"EdR Barcelona Via Favència, 169",0,AC,"Via Favència, 169 - Almansa",Barcelona,8,Barcelona,80193,,,POINT (2.174366 41.444752)
44182107,Institut Català d'Energia - Ajuntament de Lleida,tarjeta,semiRAPID,MENNEKES.M,41.61146,0.680775,EdR CIM Lleida3,22,AC,"CIM LLEIDA, Carrer V, PARCELA 7",Lleida,25,Lleida,251207,,,POINT (0.680775 41.611461)
44182613,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID i NORMAL,Schuko,41.39609,2.182031,"EdR Barcelona Ausiàs March, 131",0,AC,"Ausiàs March, 131 - Carrer Ribes",Barcelona,8,Barcelona,80193,,,POINT (2.182031 41.396091)
44182196,Institut Català d'Energia - Ajuntament de Xerta,tarjeta,semiRAPID,MENNEKES.M,40.909615,0.489354,Calle Sense Nom 1,22,AC,"Av. de lEstació, 8, 43592 Xerta, Tarragon...",Tarragona,43,Xerta,430521,,,POINT (0.489354 40.909613)
44186025,Institut Català d'Energia - Ajuntament de Vic,tarjeta,semiRAPID,MENNEKES.M,41.930454,2.25364,EdR SABA Vic2 (AC13kW),22,AC,"SABA - Carrer de Jacint Verdaguer, Plaça",Barcelona,8,Vic,82981,,,POINT (2.25364 41.930454)
44182207,Institut Català d'Energia - Ajuntament de Martorell,tarjeta,semiRAPID,MENNEKES.M,41.4721,1.920596,EdR Martorell 6,22,AC,"Avinguda  Mancomunitats Comarcals, 1, 3",Barcelona,8,Martorell,81141,,,POINT (1.920596 41.472099)
44182702,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,RAPID i semiRAPID,CCS Combo2+ChadeMO+MENNEKES.M,41.397156,2.183254,EdRR Barcelona-B:SM 29,41,AC/DC,Carrer de Ausiàs March 151,Barcelona,8,Barcelona,80193,,,POINT (2.183254 41.397157)
44185854,Institut Català d'Energia - Ajuntament de Cassà de la Selva,tarjeta,RAPID i semiRAPID,CCS Combo2+ChadeMO+MENNEKES.M,41.863235,2.88441,EdRR H Mas Ros-Cassà de la Selva (DC50-AC13kW),50,AC/DC,HOTEL MAS ROS  -  Ctra. de Girona a Sant,Girona,17,Cassà de la Selva,170448,,,POINT (2.88441 41.863236)
44182488,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID i NORMAL,Schuko,41.3828,2.19435,EdR Barcelona Hospital del Mar,0,AC,"Pg. Marítim de la Barceloneta, 23-31",Barcelona,8,Barcelona,80193,,,POINT (2.19435 41.3828)
44186139,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID,MENNEKES.M,41.39019,2.14327,EdR Tarradellas,22,AC,"Av. de Josep Tarradellas, 139, 08029",Barcelona,8,Barcelona,80193,,,POINT (2.14327 41.390191)
44186108,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID,MENNEKES.M,41.401646,2.120766,EdR Barcelona Via Augusta1,6,AC,"Via Augusta, 349, 08017 Barcelona, Spain",Barcelona,8,Barcelona,80193,,,POINT (2.120766 41.401645)
44182517,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID i NORMAL,Schuko,41.40476,2.18961,EdR Barcelona Ona Glòries,0,AC,"Carrer dede la Ciutat de Granada, 173-175",Barcelona,8,Barcelona,80193,,,POINT (2.18961 41.404757)
44186093,Institut Català d'Energia - Ajuntament de Mataró,tarjeta,semiRAPID,MENNEKES.M,41.53723,2.444326,EdR PARKIA Mataró (AC13kW),22,AC,"Camí Ral de la Mercè, Pl. de Santa Anna,",Barcelona,8,Mataró,81213,,,POINT (2.444326 41.53723)
44182253,Institut Català d'Energia - Ajuntament de Berga,tarjeta,semiRAPID,MENNEKES.M,42.10457,1.851792,"Passeig de la IndÃºstria, 13",22,AC,"Passeig de la IndÃºstria, 13",Barcelona,8,Berga,80229,,,POINT (1.851792 42.10457)
44182289,Institut Català d'Energia - Ajuntament de Vilanova i la Geltrú,tarjeta,semiRAPID,MENNEKES.M,41.221024,1.729912,Vilanova i la Geltrú - SELBA EdRSR 4,22,AC,"Av. de Víctor Balaguer, 4",Barcelona,8,Vilanova i la Geltrú,83073,,,POINT (1.729912 41.221024)
44182668,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID i NORMAL,CCS Combo2+ChadeMO+MENNEKES.M+Schuko,41.432137,2.154425,EdRR Barcelona-B:SM 19,10,AC/DC,Carrer de Jerez 14,Barcelona,8,Barcelona,80193,,,POINT (2.154425 41.432136)
44185845,Institut Català d'Energia - Ajuntament de Manresa,tarjeta,semiRAPID,MENNEKES.M,41.704643,1.802606,EdR OLLER del MAS Manresa (AC12kW),20,AC,"OLLER DEL MAS - Carretera de Igualada C37Z,",Barcelona,8,Manresa,81136,,,POINT (1.802606 41.704642)
44393124,Institut Català d'Energia - Ajuntament de Saldes,targeta,semiRAPID,MENNEKES.M,42.22859,1.735113,PlaÃ§a Pedraforca,22,AC,PlaÃ§a Pedraforca,Barcelona,8,Saldes,81901,,,POINT (1.735113 42.228589)
44182625,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID i NORMAL,Schuko,41.390976,2.196397,"EdR Barcelona Rosa Sensat, 14",0,AC,"Rosa Sensat, 14 - Avinguda  d'Icària, 145-147",Barcelona,8,Barcelona,80193,,,POINT (2.196397 41.390975)
44182581,Institut Català d'Energia - Ajuntament de Barcelona,tarjeta,semiRAPID i NORMAL,Schuko,41.40572,2.19278,"EdR Barcelona Llacuna, 149",0,AC,"Llacuna, 149",Barcelona,8,Barcelona,80193,,,POINT (2.19278 41.405719)
