latitude,longitude,uuid,kreis_name,kreis_schluessel,gemeindeverband_name,gemeindeverband_schluessel,gemeinde_name,gemeinde_schluessel,gemeindeteil_name,gemeindeteil_schluessel,strasse_name,strasse_schluessel,hausnummer,hausnummer_zusatz,postleitzahl,bezeichnung,betreiber,verbund,betriebsart,anzahl_ladepunkte,arten_ladepunkte,ladekarten,kosten,oeffnungszeiten,website
54.088244,12.124536,0db72a62-39ff-11e7-aa82-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Kröpeliner-Tor-Vorstadt,"0016",Gertrudenplatz,"02870","2",,"18057",Gertrudenplatz 2,Stadtwerke Rostock AG,Stadtwerke Rostock,öffentlich,"2",Typ 2 22 kW,"ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Stadtwerke Rostock","0,39 €/kWh, Grundgebühr 0,99 €",24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Gertrudenplatz-Gertrudenplatz-2/19328/
54.0890664195763,12.1306974297307,130e681a-4e57-4402-a2fd-3d1f6d2c2583,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Kuhstr.,"10250","1",,"18055",Parkplatz Kuhstraße,Wohnen in Rostock Wohnungsgesellschaft mbH,,privat,"15",11 kW,,,,
54.100504,12.181877,cecc6a36-e38f-11ea-ac5a-005056b3c6e4,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Brinckmansdorf,"0020",Alte Dorfstr.,"00040","25",,"18146",BMW Autohaus Wigger,Total Deutschland GmbH,Digital Energy Solutions,halböffentlich,"2",Typ 2 22 kW,"ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Shell Recharge",kostenpflichtig,,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/BMW-Autohaus-Wigger-Alte-Dorfstrasse-25/46610/
54.109952,12.168471,0688f6db-2008-4182-92c2-1daf45101a09,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Dierkow-Neu,"0021",Lorenzstr.,"03530","75",,"18146",Shell Tankstelle,Shell EV Charging Solutions Germany GmbH,NewMotion,halböffentlich,"4",Combo Typ 2 360 kW,"ADAC e-Charge;EnBW mobility+;LogPay Charge&Fuel Card und App;Plugsurfing;Shell Recharge",,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Shell-Tankstelle-Lorenzstrasse-Lorenzstrasse-75/69089/
54.17606,12.05627,479f34d4-9c50-496c-81b4-ea417df1f271,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Seebad Warnemünde,"0001",Parkstr.,"07480","47",,"18119",Parkplatz Strand Mitte,Stadtwerke Rostock AG,Stadtwerke Rostock,öffentlich,"4",Typ 2 22kW,"ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Spontanladen",,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Parkplatz-Strand-Mitte-Parkstrasse-47/66527/
54.138796,12.074583,3124d89c-0d18-11e6-bea4-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Schmarl,"0012",Zur Hansemesse,"12540","1",,"18106",HanseMesse,Stadtwerke Rostock AG,Stadtwerke Rostock,öffentlich,"4","2x Typ 2 11 kW, 2x Schuko 2,3 kW","ohne Authentifizierung;Spontanladen",kostenlos,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/HanseMesse-Zur-HanseMesse-1-2/8541/
54.112387,12.136906,56aab138-3602-11ea-ae42-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Toitenwinkel,"0024",Joliot-Curie-Allee,"04180","25",,"18147",Joliot-Curie-Allee,Stadtwerke Rostock AG,Stadtwerke Rostock,öffentlich,"2",Typ 2 22 kW,"ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Stadtwerke Rostock","0,39 €/kWh, Grundgebühr 0,99 €",24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Joliot-Curie-Allee-Joliot-Curie-Allee-25/44004/
54.084009,12.126989,0df9b60c-b815-11e9-a35e-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Am Vögenteich,"09790","30",,"18055",Am Vögenteich 30,Stadtwerke Rostock AG,Stadtwerke Rostock,öffentlich,"2",Typ 2 22 kW,"ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Stadtwerke Rostock","0,39 €/kWh, Grundgebühr 0,99 €",24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Am-Voegenteich-Am-Voegenteich-30/40041/
54.088113,12.142075,f025481a-3a00-11e7-aa85-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Große Wasserstr.,"03140","10",,"18055",rostock apartment LIVING HOTEL,rostock apartment LIVING HOTEL,,halböffentlich,"2",Typ 2 22 kW,,Parkgebühren,,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Living-Hotel-Grosse-Wasserstrasse-10/18828/
54.08915,12.149386,44106884-14e6-11ea-a12a-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Küterbruch,"06400","5",,"18055",Parkhaus Altstadt,Parkhaus Gesellschaft Rostock GmbH,,halböffentlich,"2",Typ 2 22 kW,"beliebige RFID-Ladekarten;Spontanladen",Parkgebühren,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Parkhaus-Altstadt-Kueterbruch-5/43311/
54.08557,12.134524,2c4037dc-6656-11e4-8a96-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",August-Bebel-Str.,"00940","88",,"18055",Parkhaus am Gericht,Wohnen in Rostock Wohnungsgesellschaft mbH,,halböffentlich,"2",Typ 2 11 kW,"ohne Authentifizierung;Spontanladen",Parkgebühren,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Parkhaus-Am-Gericht-August-Bebel-Strasse-88/4657/
54.1109130056888,12.1645180731329,86bbcec0-6967-11e8-a264-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Toitenwinkel,"0024",Hinrichsdorfer Str.,"03600","7",d,"18146",EUROMASTER,Allego GmbH,Allego,öffentlich,"3","1x CHAdeMO 50 kW, 1x Combo Typ 2 50 kW, 1x Typ 2 43 kW","EinfachStromLaden;EWE;GET CHARGE;Plugsurfing;Shell Recharge",kostenpflichtig,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Euromaster-Hinrichsdorfer-Strasse-7K/28508/
54.080236,12.135876,0c705605-5794-42f2-886d-d47511a239f4,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Rosa-Luxemburg-Str.,"08050","32",,"18055",Stadtperle-Rostock,Stadtperle-Rostock,,halböffentlich,"2",Typ 2 22 kW,,,,"https://www.bundesnetzagentur.de/DE/Fachthemen/ElektrizitaetundGas/E-Mobilitaet/Ladesaeulenkarte/start.html;jsessionid=CBE2B51A41441A3E4E95062366F1571F"
54.12169,12.061053,962126a0-e2b2-11ea-a886-005056b3c6e4,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Evershagen,"0011",Henrik-Ibsen-Str.,"03490","27",,"18106",Parkplatz Henrik-Ibsen-Str.,Stadtwerke Rostock AG,,öffentlich,"2",Typ 2 22 kW,"ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Stadtwerke Rostock",,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Henrik-Ibsen-Strasse-Henrik-Ibsen-Strasse-20/46673/
54.114382,12.05593,de9e2203-fe60-462d-91c8-57f7ac473b10,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Evershagen,"0011",Messestr.,"06980","16",,"18106",Parkplatz Messestr.,Stadtwerke Rostock AG,Stadtwerke Rostock,öffentlich,"2",Typ 2 22kW,"ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Stadtwerke Rostock",,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Messestrasse-Messestrasse-16/55554/
54.099596,12.07302,dcbcf098-b816-11e9-a35f-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Reutershagen,"0013",Conrad-Blenkle-Str.,"01730","22",,"18069",Reuterpassage,Allego GmbH,Allego,halböffentlich,"2",Typ 2 22 kW,"ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Shell Recharge",kostenpflichtig,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Reuterpassage-Goerdelerstrasse-52/38470/
54.082496,12.194204,ab852663-5781-4929-8aa7-7f7813a0697f,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Brinckmansdorf,"0020",Timmermannsstrat,"11130","12",,"18055",Handelshof,EDEKA Foodservice Handelshof Management GmbH,,halböffentlich,"10",Typ 2 11 kW,,,"Mo-Fr 07:00-20:00; Sa 07:00-18:00",https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Handelshof-Timmermannsstrat-12/52245/
54.093514,12.118231,d4a22f42-6955-11e8-a261-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Warnowufer,"09560","58",,"18057",Parkplatz Warnowufer,Stadtwerke Rostock AG,Stadtwerke Rostock,öffentlich,"2",Typ 2 22 kW,"ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Stadtwerke Rostock","0,39 €/kWh, Grundgebühr 0,99 €",24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Warnowufer-Warnowufer-58/28894/
54.0894944961845,12.1298330828148,2c3c3934-6656-11e4-8a95-0050569b7e95,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Lange Str.,"06450","40",,"18055",Kröpeliner Tor Center / Radisson Blu Hotel,"Radisson Hospitality, Inc.",,halböffentlich,"2","1x Typ 2 11 kW, 1x CEE Rot 11 kW",ohne Authentifizierung,Parkgebühren,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Radisson-Blu-Hotel-Lange-Strasse-40/3072/
54.089818,12.135569,0e8c8a5e-39ff-11e7-aa83-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Lange Str.,"06450","27",,"18055",City-Ladesäule,Stadtwerke Rostock AG,Stadtwerke Rostock,öffentlich,"2",Typ 2 22 kW,"ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Stadtwerke Rostock","0,39 €/kWh, Grundgebühr 0,99 €",24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/City-Ladesaeule-Lange-Strasse-27/19579/
54.169428,12.036694,f48d313c-3df4-40b7-82c4-f07a525f14b4,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Seebad Diedrichshagen,"0002",Am Stolteraer Ring,"13560","2",,"18119",Strandhafer Aparthotel,MENNEKES Elektrotechnik GmbH & Co. KG,,halböffentlich,"2",Typ 2 22kW,"EnBW mobility+;Shell Recharge",,24/7,https://www.e-stations.de/ladestationen/map
54.157938,12.064424,3420ae0e-d048-11e8-a9e7-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Lichtenhagen,"0008",Neustrelitzer Str.,"04190","6",,"18109",Neustrelitzer Str. 6,Wohnungsgenossenschaft WARNOW Rostock-Warnemünde eG,Stadtwerke Rostock,öffentlich,"2",Typ 2 22 kW,"ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Stadtwerke Rostock","0,39 €/kWh, Grundgebühr 0,99 €",24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/E-Ladesaeule-Neustrelitzer-Strasse-6-Neustrelitzer-Strasse-6/31628/
54.103988,12.086911,0edc928c-1196-11e8-b13a-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Reutershagen,"0013",Fritz-Triddelfitz-Weg,"10060","2",,"18069",Elbotel,MV Hotel + Touristik GmbH,,halböffentlich,"3","1x CEE Rot 22 kW, 1x CEE Rot 11 kW, 1x Schuko 2,3 kW",,,,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Elbotel-Fritz-Triddelfitz-Weg-2/25184/
54.0922324536467,12.1651722108809,62f3f12a-4683-11ea-83a1-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Brinckmansdorf,"0020",Rövershäger Chaussee,"08100","1",,"18146",Rövershäger Chaussee 1,Allego GmbH,Allego,öffentlich,"7","1x Typ 2 43 KW, 1x CHAdeMO 50 kW, 1x Combo Typ 2 50 kW, 2x Combo Typ 2 320 kW, 2x Combo Typ 2 160 kW","EinfachStromLaden;EWE;GET CHARGE;Plugsurfing;Shell Recharge",kostenpflichtig,24/7,
54.088112,12.141234,b2de56f6-0c3d-11ea-ad4f-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Neuer Markt,"07250","2",,"18055",Vienna House Sonne,Vienna House Hotelmanagement GmbH,,halböffentlich,"1",1x Schuko 3 kW,ohne Authentifizierung,Parkgebühren,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Vienna-House-Sonne-Neuer-Markt-2/42605/
54.096936,12.102629,f57721be-14df-11ea-a129-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Kröpeliner-Tor-Vorstadt,"0016",Am Kayenmühlengraben,"88410","2",,"18057",Boulderhalle,Shell EV Charging Solutions Germany GmbH,NewMotion,öffentlich,"1",Typ 2 11 kW,"ADAC e-Charge;EnBW mobility+;Plugsurfing;Shell Recharge;SMATRICS NET",kostenpflichtig,24/7,https://www.e-stations.de/ladestationen/map
54.180061,12.080908,598a545e-14dc-11ea-a127-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Seebad Warnemünde,"0001",Seestr.,"08520","15",a,"18119",Seestr.,Stadtwerke Rostock AG,Stadtwerke Rostock,öffentlich,"2",Typ 2 22 kW,"EinfachStromLaden;EnBW mobility+;GET CHARGE;MAINGAU Autostrom;Plugsurfing","0,39 €/kWh, Grundgebühr 0,99 €",24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Seestrasse-Seestrasse-15/40637/
54.178861,12.077543,444a59e2-1194-11e8-b138-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Seebad Warnemünde,"0001",Seestr.,"08520","19",,"18119",Parkhaus Hotel NEPTUN,Hotel NEPTUN Betriebsgesellschaft mbH,,halböffentlich,"2",Typ 2 11 kW,Spontanladen,Parkgebühren,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Parkhaus-Hotel-NEPTUN-Seestrasse-19/18059/
54.076424,12.100077,b4e71802-e220-11ea-838c-005056b3c6e4,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Südstadt,"0017",Satower Str.,"08180","7",,"18059",Lidl Satower Str.,Lidl Vertriebs-GmbH & Co. KG,Lidl,halböffentlich,"3","1x Combo Typ 2 50kW, 1x Typ2 22 kW, 1x CHAdeMO 50kW","ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Shell Recharge",,Mo-Sa 07:00-21:00,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Lidl-Satower-Strasse-Satower-Strasse-7/46657/
54.064278,12.115427,e9e755c5-4827-49b9-92ef-12a5a7558229,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Südstadt,"0017",Röntgenstr.,"08040","12",,"18059",Röntgenstraße 12,Stadtwerke Rostock AG,Stadtwerke Rostock,öffentlich,"2",Typ 2 22 kW,"ADAC e-Charge;EnBW mobility+;MAINGAU Autostrom;Plugsurfing;Stadtwerke Rostock",,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Roentgenstrasse-Roentgenstrasse-12/50437/
54.076764,12.120313,28480fec-b813-11e9-a35d-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Südstadt,"0017",Pütterweg,"07760","1",,"18059",Pütterweg 1,Stadtwerke Rostock AG,Stadtwerke Rostock,öffentlich,"2",Typ 2 22 kW,"ADAC e-Charge;EnBW mobility+;GET CHARGE;MAINGAU Autostrom;Plugsurfing;Stadtwerke Rostock","0,39 €/kWh, Grundgebühr 0,99 €",24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Kaufland-Puetterweg-2/40016/
54.081037,12.172895,a21d7829-919d-4b59-9be2-78bb63c59e55,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Brinckmansdorf,"0020",Tessiner Str.,"08820","103",,"18055",Trihotel,TRIHOTEL am Schweizer Wald,,privat,"1",Typ 2 11 kW,,,,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/TRIHOTEL-Rostock-Richard-Wagner-Strasse-18/58685/
54.086512,12.141436,cb299987-8413-42d4-a4b8-dacc65311eb0,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Stadtmitte,"0019",Ernst-Barlach-Str.,"02200","1",,"18055",IHK zu Rostock,Industrie- und Handelskammer zu Rostock,,privat,"1",Typ 2 11 kW,,,"Mo-Do 07:00-18:00; Fr 07:00-15:00",https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/IHK-zu-Rostock-Ernst-Barlach-Strasse-1-3/61032/
54.0814678258646,12.1915512506179,15636824-6966-11e8-a263-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Brinckmansdorf,"0020",Timmermannsstrat,"11130","3",,"18055",A.T.U Rostock-Brinckmansdorf,Allego GmbH,Allego,öffentlich,"3","1x Typ 2 43 kW, 1x CHAdeMO 50 kW, 1x Combo Typ 2 50 kW","EinfachStromLaden;EWE;GET CHARGE;Plugsurfing;Shell Recharge",kostenpflichtig,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/ATU-Timmermannsstrat-3/29596/
54.138336,12.114106,839cc658-14e8-11ea-a12d-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Peez,"0029",Zum Südtor,"11160","5",,"18147",BorderShop,E.ON SE,E.ON,halböffentlich,"3","1x Typ 2 43 kW, 1x CHAdeMO 50 kW, 1x Combo Typ 2 50 kW",ohne Authentifizierung,kostenpflichtig,24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/BorderShop-Zum-Suedtor-5/42667/
54.1077639361823,12.0521365507219,45d41dbc-14de-11ea-a128-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Evershagen,"0011",Messestr.,"06980","25",,"18069",IKEA,IKEA Deutschland GmbH & Co. KG,IKEA,öffentlich,"6","2x Typ 2 22 kW, 2x CHAdeMO 20 kW, 2x Combo Typ 2 20 kW",ohne Authentifizierung,kostenlos,Mo-Sa 10:00-20:00,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/IKEA-Messestrasse-25/41179/
54.0806004469112,12.1912887925953,9509b488-14e7-11ea-a12b-0050569946ac,Rostock,"13003","Rostock, Hanse- und Universitätsstadt","130030000","Rostock, Hanse- und Universitätsstadt","130030000000",Brinckmansdorf,"0020",Tessiner Str.,"08820","96",,"18055",Tessiner Str.,Stadtwerke Rostock AG,Stadtwerke Rostock,öffentlich,"2",2x Typ 2 22 kW,"EinfachStromLaden;EnBW mobility+;GET CHARGE;Plugsurfing","0,39 €/kWh, Grundgebühr 0,99 €",24/7,https://www.goingelectric.de/stromtankstellen/Deutschland/Rostock/Tessiner-Strasse-Tessiner-Strasse-96/41175/
