name,address,description,location_category,location_sub_category,open_date,pricing,free_use,latitude,longitude,port_count,port_level_type,network,manufacturer,power_output_kw,power_output_volts,power_output_amps,renewable_power_supply,CHAdeMO,Tesla_std,Tesla_Fast,Tesla_Roadster,CCS_SAE,J1772,Type2,Commando,Wall_AU
Chargefox Charging Station,"13-15 Edward St, Brunswick",not defined,not defined,not defined,not defined,not defined,not defined,-37.7737797,144.9618942,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
ChargePoint Charging Station,"11 Boundary Rd, Coburg North",not defined,not defined,not defined,not defined,not defined,not defined,-37.7189423,144.9614943,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
ChargePoint Charging Station,"99 Jukes Rd, Fawkner",not defined,not defined,not defined,not defined,not defined,not defined,-37.7024764,144.9695005,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Electric Vehicle Charging Station,"111 Regent St, Mernda",not defined,not defined,not defined,not defined,not defined,not defined,-37.605057,145.069128,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"274 Gower St, Preston",not defined,not defined,not defined,not defined,not defined,not defined,-37.7402915,145.004278,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Electric Vehicle Charging Station,"1/179 Bamfield Rd, Heidelberg West",not defined,not defined,not defined,not defined,not defined,not defined,-37.7295222,145.0573147,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"563A Pascoe Vale Rd, Pascoe Vale",not defined,not defined,not defined,not defined,not defined,not defined,-37.7237026,144.920976,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"7 Ormond Blvd, Bundoora",not defined,not defined,not defined,not defined,not defined,not defined,-37.678694,145.070935,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"451 Lower Heidelberg Rd, Heidelberg",not defined,not defined,not defined,not defined,not defined,not defined,-37.7591293,145.0685473,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"25 Main St, Greensborough",not defined,not defined,not defined,not defined,not defined,not defined,-37.7020501,145.1026987,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"11 Neale Rd, Cairnlea",not defined,not defined,not defined,not defined,not defined,not defined,-37.7519664,144.7761135,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Park n Plug,"468 High St, Preston",not defined,not defined,not defined,not defined,not defined,not defined,-37.7399362,145.0107588,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Evie Charging Station,"Janefield Dr, Bundoora",not defined,not defined,not defined,not defined,not defined,not defined,-37.6830604,145.0710002,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"29-35 Louis St, Airport West",not defined,not defined,not defined,not defined,not defined,not defined,-37.7135725,144.8855388,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
ChargePoint Charging Station,"181 Reynolds Rd, Doncaster East",not defined,not defined,not defined,not defined,not defined,not defined,-37.7621431,145.168488,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Supercharger,"Moonee Ponds Central Kmart Mall, Moonee Ponds Central - Level P2, 14-16 Hall St, Moonee Ponds",not defined,not defined,not defined,not defined,not defined,not defined,-37.765595,144.922798,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Evie Charging Station,"74 Church St (cnr, Beech St, Whittlesea",not defined,not defined,not defined,not defined,not defined,not defined,-37.510589,145.118383,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,Hangar 131 Lionel Essendon Airport,not defined,not defined,not defined,not defined,not defined,not defined,-37.7198886,144.8929353,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"90 Bell St, Coburg",not defined,not defined,not defined,not defined,not defined,not defined,-37.7407488,144.9697091,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"571-583 High St, Epping",not defined,not defined,not defined,not defined,not defined,not defined,-37.6532174,145.0160005,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"13-15 Edward St, Brunswick",not defined,not defined,not defined,not defined,not defined,not defined,-37.7737797,144.9618942,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
ChargePoint Charging Station,"11 Boundary Rd, Coburg North",not defined,not defined,not defined,not defined,not defined,not defined,-37.7189423,144.9614943,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
ChargePoint Charging Station,"99 Jukes Rd, Fawkner",not defined,not defined,not defined,not defined,not defined,not defined,-37.7024764,144.9695005,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Electric Vehicle Charging Station,"111 Regent St, Mernda",not defined,not defined,not defined,not defined,not defined,not defined,-37.605057,145.069128,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"274 Gower St, Preston",not defined,not defined,not defined,not defined,not defined,not defined,-37.7402915,145.004278,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Electric Vehicle Charging Station,"1/179 Bamfield Rd, Heidelberg West",not defined,not defined,not defined,not defined,not defined,not defined,-37.7295222,145.0573147,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"563A Pascoe Vale Rd, Pascoe Vale",not defined,not defined,not defined,not defined,not defined,not defined,-37.7237026,144.920976,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"7 Ormond Blvd, Bundoora",not defined,not defined,not defined,not defined,not defined,not defined,-37.678694,145.070935,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"451 Lower Heidelberg Rd, Heidelberg",not defined,not defined,not defined,not defined,not defined,not defined,-37.7591293,145.0685473,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"25 Main St, Greensborough",not defined,not defined,not defined,not defined,not defined,not defined,-37.7020501,145.1026987,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"129-163 Main Hurstbridge Rd, Diamond Creek",not defined,not defined,not defined,not defined,not defined,not defined,-37.673703,145.166098,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Park n Plug,"468 High St, Preston",not defined,not defined,not defined,not defined,not defined,not defined,-37.7399362,145.0107588,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
ChargePoint Charging Station,"181 Reynolds Rd, Doncaster East",not defined,not defined,not defined,not defined,not defined,not defined,-37.7621431,145.168488,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Evie Charging Station,"74 Church St (cnr, Beech St, Whittlesea",not defined,not defined,not defined,not defined,not defined,not defined,-37.510589,145.118383,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Evie Charging Station,"Janefield Dr, Bundoora",not defined,not defined,not defined,not defined,not defined,not defined,-37.6830604,145.0710002,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
EVUp Charging Station,"19 Whittlesea-Kinglake Rd, Kinglake",not defined,not defined,not defined,not defined,not defined,not defined,-37.531386,145.3395768,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"58 Pinnacle Ln, Dixons Creek",not defined,not defined,not defined,not defined,not defined,not defined,-37.5970266,145.4123501,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"25 Main St, Greensborough",not defined,not defined,not defined,not defined,not defined,not defined,-37.7020501,145.1026987,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"129-163 Main Hurstbridge Rd, Diamond Creek",not defined,not defined,not defined,not defined,not defined,not defined,-37.673703,145.166098,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"40 Brougham St, Eltham",not defined,not defined,not defined,not defined,not defined,not defined,-37.7234285,145.1417162,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"44 Civic Dr, Greensborough",not defined,not defined,not defined,not defined,not defined,not defined,-37.6892981,145.1112931,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"122 Healesville-Kinglake Rd, Healesville",not defined,not defined,not defined,not defined,not defined,not defined,-37.6500273,145.5032015,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"460-462 Maroondah Hwy, Lilydale",not defined,not defined,not defined,not defined,not defined,not defined,-37.7548427,145.3633891,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"7 Ormond Blvd, Bundoora",not defined,not defined,not defined,not defined,not defined,not defined,-37.678694,145.070935,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"181 Reynolds Rd, Doncaster East",not defined,not defined,not defined,not defined,not defined,not defined,-37.7620701,145.1678517,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"436 Maroondah Hwy, Narbethong",not defined,not defined,not defined,not defined,not defined,not defined,-37.5645956,145.6550466,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
EVUp Charging Station,"19 Whittlesea-Kinglake Rd, Kinglake",not defined,not defined,not defined,not defined,not defined,not defined,-37.531386,145.3395768,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"122 Healesville-Kinglake Rd, Healesville",not defined,not defined,not defined,not defined,not defined,not defined,-37.6500273,145.5032015,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Electric Vehicle Charging Station,"109 Moora Rd, Mount Toolebewong",not defined,not defined,not defined,not defined,not defined,not defined,-37.7213514,145.5676924,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"30 Woods Point Rd, Warburton",not defined,not defined,not defined,not defined,not defined,not defined,-37.7533643,145.7053618,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"460-462 Maroondah Hwy, Lilydale",not defined,not defined,not defined,not defined,not defined,not defined,-37.7548427,145.3633891,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"58 Pinnacle Ln, Dixons Creek",not defined,not defined,not defined,not defined,not defined,not defined,-37.5970266,145.4123501,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"436 Maroondah Hwy, Narbethong",not defined,not defined,not defined,not defined,not defined,not defined,-37.5645956,145.6550466,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"122 Healesville-Kinglake Rd, Healesville",not defined,not defined,not defined,not defined,not defined,not defined,-37.6500273,145.5032015,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Electric Vehicle Charging Station,"109 Moora Rd, Mount Toolebewong",not defined,not defined,not defined,not defined,not defined,not defined,-37.7213514,145.5676924,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"30 Woods Point Rd, Warburton",not defined,not defined,not defined,not defined,not defined,not defined,-37.7533643,145.7053618,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"32/42 Murchison St, Marysville",not defined,not defined,not defined,not defined,not defined,not defined,-37.510167,145.745079,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"30 Woods Point Rd, Warburton",not defined,not defined,not defined,not defined,not defined,not defined,-37.7533643,145.7053618,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"32/42 Murchison St, Marysville",not defined,not defined,not defined,not defined,not defined,not defined,-37.510167,145.745079,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Electric Vehicle Charging Station,"508 Warrenheip St, Buninyong",not defined,not defined,not defined,not defined,not defined,not defined,-37.6492047,143.8841324,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Electric Vehicle Charging Station,"508 Warrenheip St, Buninyong",not defined,not defined,not defined,not defined,not defined,not defined,-37.6492047,143.8841324,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Electric Vehicle Charging Station,"508 Warrenheip St, Buninyong",not defined,not defined,not defined,not defined,not defined,not defined,-37.6492047,143.8841324,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Evie Charging Station,"179/253 Exford Rd, Weir Views",not defined,not defined,not defined,not defined,not defined,not defined,-37.7227737,144.5721244,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"Derrimut Rd, Heaths Rd, Werribee",not defined,not defined,not defined,not defined,not defined,not defined,-37.875247,144.679638,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"455 Ballan Rd, Wyndham Vale",not defined,not defined,not defined,not defined,not defined,not defined,-37.8754342,144.61406,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"Bridge Rd, Cobblebank",not defined,not defined,not defined,not defined,not defined,not defined,-37.715829,144.5993911,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"83 Leakes Rd, Tarneit",not defined,not defined,not defined,not defined,not defined,not defined,-37.8336837,144.6976544,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"57 Cortland St, Wyndham Vale",not defined,not defined,not defined,not defined,not defined,not defined,-37.8769927,144.6274167,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"201 Ferris Rd, Melton South",not defined,not defined,not defined,not defined,not defined,not defined,-37.7139873,144.6035927,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Evie Charging Station,"Coles Express, 410 Melton Hwy, Taylors Lakes",not defined,not defined,not defined,not defined,not defined,not defined,-37.69657,144.78212,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Evie Charging Station,"179/253 Exford Rd, Weir Views",not defined,not defined,not defined,not defined,not defined,not defined,-37.7227737,144.5721244,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"29-35 Louis St, Airport West",not defined,not defined,not defined,not defined,not defined,not defined,-37.7135725,144.8855388,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Supercharger,"Moonee Ponds Central Kmart Mall, Moonee Ponds Central - Level P2, 14-16 Hall St, Moonee Ponds",not defined,not defined,not defined,not defined,not defined,not defined,-37.765595,144.922798,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,Hangar 131 Lionel Essendon Airport,not defined,not defined,not defined,not defined,not defined,not defined,-37.7198886,144.8929353,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
ChargePoint Charging Station,"Dunnings Rd, Point Cook",not defined,not defined,not defined,not defined,not defined,not defined,-37.8843257,144.7361376,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"2 Thackray Rd, Port Melbourne",not defined,not defined,not defined,not defined,not defined,not defined,-37.8283249,144.9257637,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"Derrimut Rd, Heaths Rd, Werribee",not defined,not defined,not defined,not defined,not defined,not defined,-37.875247,144.679638,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"399 Melton Hwy, Taylors Lakes",not defined,not defined,not defined,not defined,not defined,not defined,-37.6991726,144.7760853,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"Civic Centre, 115 Civic Parade, Altona",not defined,not defined,not defined,not defined,not defined,not defined,-37.8634008,144.8314755,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"1 Donald St, Laverton",not defined,not defined,not defined,not defined,not defined,not defined,-37.865406,144.7692184,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"455 Ballan Rd, Wyndham Vale",not defined,not defined,not defined,not defined,not defined,not defined,-37.8754342,144.61406,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
ChargePoint Charging Station,"411 Dunnings Rd, Point Cook",not defined,not defined,not defined,not defined,not defined,not defined,-37.8842556,144.7341883,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"563A Pascoe Vale Rd, Pascoe Vale",not defined,not defined,not defined,not defined,not defined,not defined,-37.7237026,144.920976,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"15-25 Francis Briggs Rd, Melbourne Airport",not defined,not defined,not defined,not defined,not defined,not defined,-37.669133,144.851581,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"1 Syme St, Williamstown",not defined,not defined,not defined,not defined,not defined,not defined,-37.8631194,144.9047061,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"11 Neale Rd, Cairnlea",not defined,not defined,not defined,not defined,not defined,not defined,-37.7519664,144.7761135,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"14-16 Hall St, Moonee Ponds",not defined,not defined,not defined,not defined,not defined,not defined,-37.7646316,144.9219565,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"83 Leakes Rd, Tarneit",not defined,not defined,not defined,not defined,not defined,not defined,-37.8336837,144.6976544,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"72 Altona St, Kensington",not defined,not defined,not defined,not defined,not defined,not defined,-37.7970088,144.9263865,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
ChargePoint Charging Station,"20 William St, Hawthorn",not defined,not defined,not defined,not defined,not defined,not defined,-37.8208618,145.0398254,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Supercharger,"650 Church St, Cremorne",not defined,not defined,not defined,not defined,not defined,not defined,-37.832143,144.995688,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Evie Charging Station,"13 Stanton St, Abbotsford",not defined,not defined,not defined,not defined,not defined,not defined,-37.8044708,144.9932696,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Evie Charging Station,"Janefield Dr, Bundoora",not defined,not defined,not defined,not defined,not defined,not defined,-37.6830604,145.0710002,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Evie Charging Station,"Coles Express, 410 Melton Hwy, Taylors Lakes",not defined,not defined,not defined,not defined,not defined,not defined,-37.69657,144.78212,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
JET Charge,"91 Munster Terrace, North Melbourne",not defined,not defined,not defined,not defined,not defined,not defined,-37.8013977,144.9427942,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"90 Bell St, Coburg",not defined,not defined,not defined,not defined,not defined,not defined,-37.7407488,144.9697091,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
ChargePoint Charging Station,"200 Little Collins St, Melbourne",not defined,not defined,not defined,not defined,not defined,not defined,-37.8139949,144.9673174,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
ChargePoint Charging Station,"619 Doncaster Rd, Doncaster",not defined,not defined,not defined,not defined,not defined,not defined,-37.7852548,145.1257933,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
ChargePoint Charging Station,"755 Toorak Rd, Hawthorn East",not defined,not defined,not defined,not defined,not defined,not defined,-37.8448741,145.0420954,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
ChargePoint Charging Station,"2 Southbank Blvd, Southbank",not defined,not defined,not defined,not defined,not defined,not defined,-37.82201,144.9629974,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"Level Ground & Lower Parking, p1/25 Collins St, Melbourne",not defined,not defined,not defined,not defined,not defined,not defined,-37.8143033,144.973402,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"793 Burke Rd, Camberwell",not defined,not defined,not defined,not defined,not defined,not defined,-37.8296762,145.0562437,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"97 Highbury Rd, Burwood",not defined,not defined,not defined,not defined,not defined,not defined,-37.8542427,145.1043361,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"1341 Dandenong Rd, Chadstone",not defined,not defined,not defined,not defined,not defined,not defined,-37.886676,145.081194,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,Prahran,not defined,not defined,not defined,not defined,not defined,not defined,-37.8486608,144.9925299,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
ChargePoint Charging Station,"99 Jukes Rd, Fawkner",not defined,not defined,not defined,not defined,not defined,not defined,-37.7024764,144.9695005,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"485 Bourke St, Melbourne",not defined,not defined,not defined,not defined,not defined,not defined,-37.8158872,144.9595931,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
ChargePoint Charging Station,"Dunnings Rd, Point Cook",not defined,not defined,not defined,not defined,not defined,not defined,-37.8843257,144.7361376,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"793 Burke Rd, Camberwell",not defined,not defined,not defined,not defined,not defined,not defined,-37.828635,145.05636,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
ChargePoint Charging Station,"20 William St, Hawthorn",not defined,not defined,not defined,not defined,not defined,not defined,-37.8208618,145.0398254,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Supercharger,"650 Church St, Cremorne",not defined,not defined,not defined,not defined,not defined,not defined,-37.832143,144.995688,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
EVup Charging Station,"Unit 32/536 Clayton Rd, Clayton South",not defined,not defined,not defined,not defined,not defined,not defined,-37.9427717,145.117778,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Evie Charging Station,"13 Stanton St, Abbotsford",not defined,not defined,not defined,not defined,not defined,not defined,-37.8044708,144.9932696,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Evie Charging Station,"Janefield Dr, Bundoora",not defined,not defined,not defined,not defined,not defined,not defined,-37.6830604,145.0710002,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
JET Charge,"91 Munster Terrace, North Melbourne",not defined,not defined,not defined,not defined,not defined,not defined,-37.8013977,144.9427942,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
ChargePoint Charging Station,"200 Little Collins St, Melbourne",not defined,not defined,not defined,not defined,not defined,not defined,-37.8139949,144.9673174,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
ChargePoint Charging Station,"20 Corporate Dr, Heatherton",not defined,not defined,not defined,not defined,not defined,not defined,-37.9509025,145.0803496,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
ChargePoint Charging Station,"619 Doncaster Rd, Doncaster",not defined,not defined,not defined,not defined,not defined,not defined,-37.7852548,145.1257933,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
ChargePoint Charging Station,"783 Springvale Rd, Mulgrave",not defined,not defined,not defined,not defined,not defined,not defined,-37.9219276,145.1575352,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
EVolution Electric Car Charger,"28 Westminster St, Oakleigh",not defined,not defined,not defined,not defined,not defined,not defined,-37.903169,145.0953457,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
ChargePoint Charging Station,"755 Toorak Rd, Hawthorn East",not defined,not defined,not defined,not defined,not defined,not defined,-37.8448741,145.0420954,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"90 Bell St, Coburg",not defined,not defined,not defined,not defined,not defined,not defined,-37.7407488,144.9697091,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
ChargePoint Charging Station,"2 Southbank Blvd, Southbank",not defined,not defined,not defined,not defined,not defined,not defined,-37.82201,144.9629974,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
ChargePoint Charging Station,"181 Reynolds Rd, Doncaster East",not defined,not defined,not defined,not defined,not defined,not defined,-37.7621431,145.168488,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"Level Ground & Lower Parking, p1/25 Collins St, Melbourne",not defined,not defined,not defined,not defined,not defined,not defined,-37.8143033,144.973402,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"793 Burke Rd, Camberwell",not defined,not defined,not defined,not defined,not defined,not defined,-37.8296762,145.0562437,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Tesla Destination Charger,"65 Queens Rd, Albert Park",not defined,not defined,not defined,not defined,not defined,not defined,-37.8493627,144.9781768,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
Chargefox Charging Station,"97 Highbury Rd, Burwood",not defined,not defined,not defined,not defined,not defined,not defined,-37.8542427,145.1043361,0,not defined,not defined,not defined,0,0,0,not defined,0,0,0,0,0,0,0,0,0
