Census year,Block ID,Property ID,Base property ID,Building address,CLUE small area,Parking type,Parking spaces,x coordinate,y coordinate
2020,564,109173,109173,11-13 Stockmans Way KENSINGTON VIC 3031,Kensington,Residential,1,144.92269,-37.79133
2020,564,109174,109174,15-17 Stockmans Way KENSINGTON VIC 3031,Kensington,Residential,1,144.92258,-37.79140
2020,564,109176,109176,25-29 Stockmans Way KENSINGTON VIC 3031,Kensington,Residential,1,144.92230,-37.79156
2020,564,109177,109177,31-33 Stockmans Way KENSINGTON VIC 3031,Kensington,Residential,1,144.92220,-37.79162
2020,564,109178,109178,35-37 Stockmans Way KENSINGTON VIC 3031,Kensington,Residential,2,144.92210,-37.79168
2020,564,109180,109180,43-45 Stockmans Way KENSINGTON VIC 3031,Kensington,Residential,1,144.92190,-37.79181
2020,564,110768,110768,1-3 Watkins Way KENSINGTON VIC 3031,Kensington,Residential,1,144.92165,-37.79205
2020,564,110770,110770,53-55 Stockmans Way KENSINGTON VIC 3031,Kensington,Residential,1,144.92149,-37.79206
2020,564,110771,110771,57 Stockmans Way KENSINGTON VIC 3031,Kensington,Residential,1,144.92142,-37.79209
2020,564,110772,110772,2 Hutton Place KENSINGTON VIC 3031,Kensington,Residential,1,144.92128,-37.79230
2020,564,110773,110773,4 Hutton Place KENSINGTON VIC 3031,Kensington,Residential,1,144.92125,-37.79225
2020,564,110774,110774,6 Hutton Place KENSINGTON VIC 3031,Kensington,Residential,1,144.92120,-37.79221
2020,564,110775,110775,8 Hutton Place KENSINGTON VIC 3031,Kensington,Residential,1,144.92116,-37.79216
2020,564,110776,110776,9 Strettle Street KENSINGTON VIC 3031,Kensington,Residential,1,144.92127,-37.79213
2020,564,110777,110777,3 Strettle Street KENSINGTON VIC 3031,Kensington,Residential,1,144.92136,-37.79222
2020,565,111396,102399,6 Darcy Lane KENSINGTON VIC 3031,Kensington,Residential,11,144.92391,-37.79057
2020,565,111397,102399,2 Coopers Lane KENSINGTON VIC 3031,Kensington,Residential,1,144.92391,-37.79057
2020,565,111398,102399,4 Coopers Lane KENSINGTON VIC 3031,Kensington,Residential,1,144.92391,-37.79057
2020,565,111399,102399,6 Coopers Lane KENSINGTON VIC 3031,Kensington,Residential,1,144.92391,-37.79057
2020,565,111400,102399,8 Coopers Lane KENSINGTON VIC 3031,Kensington,Residential,1,144.92391,-37.79057
2020,565,102400,102400,1-9 Darcy Lane KENSINGTON VIC 3031,Kensington,Residential,14,144.92340,-37.79091
2020,566,111077,109494,2 Howlett Street KENSINGTON VIC 3031,Kensington,Residential,20,144.92318,-37.78986
2020,566,557137,109494,18 Mawbey Street KENSINGTON VIC 3031,Kensington,Residential,22,144.92318,-37.78986
2020,566,579041,109494,8 Mawbey Street KENSINGTON VIC 3031,Kensington,Residential,40,144.92318,-37.78986
2020,567,102175,102175,14-16 Colonial Place KENSINGTON VIC 3031,Kensington,Residential,2,144.92270,-37.79070
2020,567,102176,102176,18-20 Colonial Place KENSINGTON VIC 3031,Kensington,Residential,1,144.92260,-37.79059
2020,567,102280,102280,4 Cuffe Walk KENSINGTON VIC 3031,Kensington,Residential,1,144.92308,-37.79045
2020,567,102282,102282,8 Cuffe Walk KENSINGTON VIC 3031,Kensington,Residential,1,144.92296,-37.79054
2020,567,102283,102283,10 Cuffe Walk KENSINGTON VIC 3031,Kensington,Residential,1,144.92291,-37.79057
2020,567,102284,102284,12 Cuffe Walk KENSINGTON VIC 3031,Kensington,Residential,1,144.92282,-37.79058
2020,567,102285,102285,14 Cuffe Walk KENSINGTON VIC 3031,Kensington,Residential,1,144.92278,-37.79065
2020,567,104673,104673,2 Hardwick Lane KENSINGTON VIC 3031,Kensington,Residential,1,144.92294,-37.79014
2020,567,104674,104674,4 Hardwick Lane KENSINGTON VIC 3031,Kensington,Residential,1,144.92284,-37.79020
2020,567,104675,104675,6 Hardwick Lane KENSINGTON VIC 3031,Kensington,Residential,1,144.92280,-37.79023
2020,567,104676,104676,8 Hardwick Lane KENSINGTON VIC 3031,Kensington,Residential,1,144.92270,-37.79029
2020,567,104677,104677,10 Hardwick Lane KENSINGTON VIC 3031,Kensington,Residential,1,144.92266,-37.79032
2020,567,104678,104678,12 Hardwick Lane KENSINGTON VIC 3031,Kensington,Residential,1,144.92256,-37.79038
2020,567,104679,104679,14 Hardwick Lane KENSINGTON VIC 3031,Kensington,Residential,1,144.92252,-37.79040
2020,567,104680,104680,16 Hardwick Lane KENSINGTON VIC 3031,Kensington,Residential,1,144.92242,-37.79046
2020,567,104681,104681,3 Hardwick Lane KENSINGTON VIC 3031,Kensington,Residential,1,144.92297,-37.79035
2020,567,104682,104682,9 Hardwick Lane KENSINGTON VIC 3031,Kensington,Residential,1,144.92285,-37.79042
2020,567,104683,104683,11 Hardwick Lane KENSINGTON VIC 3031,Kensington,Residential,1,144.92279,-37.79046
2020,567,104684,104684,17 Hardwick Lane KENSINGTON VIC 3031,Kensington,Residential,1,144.92267,-37.79054
2020,567,105067,105067,1 Howlett Street KENSINGTON VIC 3031,Kensington,Residential,1,144.92284,-37.79006
2020,567,105068,105068,3 Howlett Street KENSINGTON VIC 3031,Kensington,Residential,1,144.92279,-37.79012
2020,567,105069,105069,5 Howlett Street KENSINGTON VIC 3031,Kensington,Residential,2,144.92270,-37.79015
2020,567,105070,105070,7 Howlett Street KENSINGTON VIC 3031,Kensington,Residential,1,144.92265,-37.79020
2020,567,105071,105071,9 Howlett Street KENSINGTON VIC 3031,Kensington,Residential,1,144.92255,-37.79023
2020,567,105072,105072,11 Howlett Street KENSINGTON VIC 3031,Kensington,Residential,1,144.92251,-37.79029
2020,567,105073,105073,13 Howlett Street KENSINGTON VIC 3031,Kensington,Residential,1,144.92241,-37.79032
2020,567,105074,105074,15 Howlett Street KENSINGTON VIC 3031,Kensington,Residential,1,144.92235,-37.79037
2020,567,109495,109495,1-5 Mawbey Street KENSINGTON VIC 3031,Kensington,Residential,1,144.92316,-37.79040
2020,567,109496,109496,7-9 Mawbey Street KENSINGTON VIC 3031,Kensington,Residential,1,144.92305,-37.79030
2020,568,104217,104217,18-22 Gilbertson Walk KENSINGTON VIC 3031,Kensington,Residential,2,144.92207,-37.79097
2020,568,104218,104218,14-16 Gilbertson Walk KENSINGTON VIC 3031,Kensington,Residential,2,144.92216,-37.79092
2020,568,104219,104219,10-12 Gilbertson Walk KENSINGTON VIC 3031,Kensington,Residential,2,144.92224,-37.79086
2020,568,104221,104221,2-4 Gilbertson Walk KENSINGTON VIC 3031,Kensington,Residential,1,144.92242,-37.79075
2020,568,104222,104222,46 Gilbertson Walk KENSINGTON VIC 3031,Kensington,Residential,2,144.92144,-37.79136
2020,568,104223,104223,44 Gilbertson Walk KENSINGTON VIC 3031,Kensington,Residential,1,144.92151,-37.79132
2020,568,104224,104224,42 Gilbertson Walk KENSINGTON VIC 3031,Kensington,Residential,2,144.92158,-37.79128
2020,568,104225,104225,40 Gilbertson Walk KENSINGTON VIC 3031,Kensington,Residential,1,144.92165,-37.79123
2020,568,104226,104226,38 Gilbertson Walk KENSINGTON VIC 3031,Kensington,Residential,2,144.92171,-37.79119
2020,568,104227,104227,36 Gilbertson Walk KENSINGTON VIC 3031,Kensington,Residential,2,144.92178,-37.79115
2020,568,104228,104228,34 Gilbertson Walk KENSINGTON VIC 3031,Kensington,Residential,1,144.92186,-37.79111
2020,568,104229,104229,26-32 Gilbertson Walk KENSINGTON VIC 3031,Kensington,Residential,1,144.92197,-37.79108
2020,568,104490,104490,21-23 Gregory Lane KENSINGTON VIC 3031,Kensington,Residential,1,144.92184,-37.79101
2020,568,104491,104491,14-16 Gregory Lane KENSINGTON VIC 3031,Kensington,Residential,1,144.92193,-37.79079
2020,568,105056,105056,33-35 Howlett Street KENSINGTON VIC 3031,Kensington,Residential,2,144.92206,-37.79057
2020,568,105057,105057,37-39 Howlett Street KENSINGTON VIC 3031,Kensington,Residential,2,144.92195,-37.79064
2020,568,105075,105075,41-43 Howlett Street KENSINGTON VIC 3031,Kensington,Residential,1,144.92175,-37.79062
2020,568,108801,108801,10 Sims Square KENSINGTON VIC 3031,Kensington,Residential,1,144.92178,-37.79066
2020,568,108802,108802,8 Sims Square KENSINGTON VIC 3031,Kensington,Residential,1,144.92182,-37.79069
2020,568,108803,108803,6 Sims Square KENSINGTON VIC 3031,Kensington,Residential,1,144.92185,-37.79072
2020,568,108804,108804,4 Sims Square KENSINGTON VIC 3031,Kensington,Residential,1,144.92188,-37.79076
2020,568,108805,108805,1 Sims Square KENSINGTON VIC 3031,Kensington,Residential,1,144.92151,-37.79104
2020,568,108806,108806,3 Sims Square KENSINGTON VIC 3031,Kensington,Residential,1,144.92140,-37.79102
2020,568,108807,108807,5 Sims Square KENSINGTON VIC 3031,Kensington,Residential,1,144.92139,-37.79094
2020,568,108808,108808,7 Sims Square KENSINGTON VIC 3031,Kensington,Residential,1,144.92135,-37.79088
2020,568,108813,108813,8 Smorgon Square KENSINGTON VIC 3031,Kensington,Residential,1,144.92109,-37.79104
2020,568,108814,108814,6 Smorgon Square KENSINGTON VIC 3031,Kensington,Residential,1,144.92120,-37.79106
2020,568,108815,108815,4 Smorgon Square KENSINGTON VIC 3031,Kensington,Residential,1,144.92121,-37.79114
2020,568,108816,108816,2 Smorgon Square KENSINGTON VIC 3031,Kensington,Residential,1,144.92126,-37.79120
2020,568,109970,109970,28 Watkins Way KENSINGTON VIC 3031,Kensington,Residential,1,144.92130,-37.79135
2020,568,109971,109971,26 Watkins Way KENSINGTON VIC 3031,Kensington,Residential,1,144.92138,-37.79142
2020,569,105043,105043,80-82 Howlett Street KENSINGTON VIC 3031,Kensington,Residential,1,144.92079,-37.79088
2020,569,105044,105044,76-78 Howlett Street KENSINGTON VIC 3031,Kensington,Residential,1,144.92089,-37.79082
2020,569,105045,105045,72-74 Howlett Street KENSINGTON VIC 3031,Kensington,Residential,2,144.92099,-37.79076
2020,569,105046,105046,68-70 Howlett Street KENSINGTON VIC 3031,Kensington,Residential,1,144.92110,-37.79069
2020,569,105047,105047,64-66 Howlett Street KENSINGTON VIC 3031,Kensington,Residential,1,144.92120,-37.79063
2020,569,105048,105048,60-62 Howlett Street KENSINGTON VIC 3031,Kensington,Residential,1,144.92130,-37.79056
2020,569,105049,105049,56-58 Howlett Street KENSINGTON VIC 3031,Kensington,Residential,2,144.92140,-37.79050
2020,569,105050,105050,50-52 Howlett Street KENSINGTON VIC 3031,Kensington,Residential,2,144.92153,-37.79042
2020,569,105051,105051,46-48 Howlett Street KENSINGTON VIC 3031,Kensington,Residential,1,144.92162,-37.79036
2020,569,105053,105053,38-40 Howlett Street KENSINGTON VIC 3031,Kensington,Residential,1,144.92182,-37.79024
2020,569,105054,105054,34-36 Howlett Street KENSINGTON VIC 3031,Kensington,Residential,1,144.92192,-37.79018
2020,569,568643,568643,8-32 Howlett Street KENSINGTON VIC 3031,Kensington,Residential,63,144.92234,-37.78992
2020,570,613981,103390,"Block A-C, 400 Epsom Road FLEMINGTON VIC 3031",Kensington,Private,256,144.91683,-37.78431
2020,570,103391,103391,Quest Flemington Inn 552-600 Epsom Road FLEMINGTON VIC 3031,Kensington,Private,71,144.92186,-37.78883
2020,570,108810,108810,Flemington Racecourse 428-514 Epsom Road FLEMINGTON VIC 3031,Kensington,Private,6000,144.91286,-37.78906
2020,571,103389,103389,Melbourne Showgrounds 276-318 Epsom Road FLEMINGTON VIC 3032,Kensington,Private,2000,144.91158,-37.78218
2020,571,602254,602254,9-31 Leonard Crescent FLEMINGTON VIC 3032,Kensington,Private,16,144.90815,-37.78524
2020,571,602256,602256,Showgrounds Village 320-386 Epsom Road FLEMINGTON VIC 3031,Kensington,Private,371,144.91510,-37.78225
2020,601,100379,100379,44-60 Albert Street EAST MELBOURNE VIC 3002,East Melbourne,Private,4,144.98951,-37.81070
2020,601,100380,100380,42 Albert Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.98985,-37.81058
2020,601,100382,100382,38 Albert Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.98993,-37.81077
2020,601,100383,100383,36 Albert Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.98999,-37.81077
2020,601,100384,100384,34 Albert Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.99005,-37.81078
2020,601,108767,108767,158-174 Simpson Street EAST MELBOURNE VIC 3002,East Melbourne,Private,18,144.98914,-37.81066
2020,601,109604,109604,576-594 Victoria Parade EAST MELBOURNE VIC 3002,East Melbourne,Private,59,144.99056,-37.81058
2020,601,109606,109606,568 Victoria Parade EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.99028,-37.81024
2020,601,109616,109616,540 Victoria Parade EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.98947,-37.81023
2020,601,109618,109618,528-536 Victoria Parade EAST MELBOURNE VIC 3002,East Melbourne,Private,4,144.98922,-37.81020
2020,601,109613,678561,546-550 Victoria Parade EAST MELBOURNE VIC 3002,East Melbourne,Residential,9,144.98973,-37.81026
2020,602,100315,100315,1235-1247 Hoddle Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.99079,-37.81149
2020,602,100316,100316,5 Albert Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.99069,-37.81148
2020,602,100317,100317,7 Albert Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.99062,-37.81148
2020,602,100318,100318,9 Albert Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.99056,-37.81147
2020,602,100319,100319,11 Albert Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.99048,-37.81146
2020,602,100320,100320,13 Albert Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.99041,-37.81145
2020,602,100326,100326,31-33 Albert Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.98986,-37.81146
2020,602,100327,100327,35 Albert Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.98975,-37.81145
2020,602,100328,100328,37 Albert Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.98966,-37.81144
2020,602,100329,100329,39 Albert Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.98959,-37.81143
2020,602,100330,100330,41 Albert Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.98952,-37.81142
2020,602,100332,100332,45 Albert Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.98938,-37.81131
2020,602,104536,104536,68 Grey Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.98881,-37.81193
2020,602,104537,104537,66 Grey Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.98886,-37.81194
2020,602,104538,104538,64 Grey Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.98893,-37.81194
2020,602,104543,104543,50-54 Grey Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,4,144.98932,-37.81188
2020,602,104544,104544,48 Grey Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.98943,-37.81189
2020,602,104545,104545,44-46 Grey Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.98952,-37.81190
2020,602,104546,104546,36-42 Grey Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,7,144.98969,-37.81192
2020,602,104547,104547,34 Grey Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.98985,-37.81197
2020,602,104548,104548,18-30 Grey Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,16,144.99010,-37.81197
2020,602,104549,104549,12-14 Grey Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.99033,-37.81209
2020,602,104550,104550,10 Grey Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.99045,-37.81210
2020,602,104551,104551,6-8 Grey Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.99053,-37.81211
2020,602,104552,104552,4 Grey Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.99060,-37.81212
2020,602,104553,104553,2 Grey Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.99069,-37.81213
2020,602,104869,104869,1225 Hoddle Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.99056,-37.81192
2020,602,104870,104870,1227 Hoddle Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.99056,-37.81187
2020,602,104871,104871,1229 Hoddle Street EAST MELBOURNE VIC 3002,East Melbourne,Private,1,144.99055,-37.81181
2020,602,104873,104873,1233 Hoddle Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.99050,-37.81167
2020,602,108770,108770,150 Simpson Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.98910,-37.81130
2020,602,108771,108771,148 Simpson Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.98909,-37.81136
2020,602,108772,108772,146 Simpson Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.98908,-37.81142
2020,602,108773,108773,144 Simpson Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.98907,-37.81147
2020,602,108774,108774,142 Simpson Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.98906,-37.81153
2020,602,108776,108776,138 Simpson Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.98906,-37.81164
2020,602,108777,108777,136 Simpson Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.98905,-37.81170
2020,602,108778,108778,132-134 Simpson Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.98904,-37.81176
2020,602,671913,671913,6 Buchan Lane EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.98935,-37.81151
2020,603,102401,102401,32 Darling Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.99008,-37.81273
2020,603,102402,102402,28-30 Darling Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.99007,-37.81281
2020,603,102403,102403,24-26 Darling Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.99006,-37.81289
2020,603,102404,102404,14-22 Darling Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.99005,-37.81299
2020,603,102405,102405,12 Darling Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,4,144.99003,-37.81310
2020,603,102406,102406,10 Darling Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.99000,-37.81318
2020,603,104366,104366,14 Gipps Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.99020,-37.81332
2020,603,104367,104367,10-12 Gipps Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.99028,-37.81333
2020,603,104498,104498,1-11 Grey Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,8,144.99049,-37.81261
2020,603,104502,104502,21-23 Grey Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.99007,-37.81259
2020,603,104503,104503,25 Grey Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.98998,-37.81258
2020,603,104862,104862,1173-1177 Hoddle Street EAST MELBOURNE VIC 3002,East Melbourne,Private,5,144.99044,-37.81334
2020,603,104864,104864,1193 Hoddle Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.99046,-37.81290
2020,603,104865,104865,1195 Hoddle Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.99046,-37.81285
2020,603,104866,104866,1197 Hoddle Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.99046,-37.81281
2020,603,104867,104867,1199 Hoddle Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.99047,-37.81277
2020,603,104868,104868,1201 Hoddle Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.99048,-37.81273
2020,604,104305,104305,21 Gipps Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.98993,-37.81379
2020,604,104306,104306,23 Gipps Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.98988,-37.81379
2020,604,104307,104307,27 Gipps Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.98981,-37.81378
2020,604,104308,104308,29 Gipps Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.98974,-37.81376
2020,604,104309,104309,31-37 Gipps Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,8,144.98953,-37.81375
2020,604,104310,104310,41-43 Gipps Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,4,144.98930,-37.81368
2020,604,104311,104311,45-47 Gipps Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,3,144.98916,-37.81366
2020,604,104312,104312,49 Gipps Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.98905,-37.81365
2020,604,104313,104313,51 Gipps Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.98898,-37.81364
2020,604,104314,104314,53 Gipps Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.98891,-37.81364
2020,604,104315,104315,55 Gipps Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.98884,-37.81363
2020,604,104316,104316,57 Gipps Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.98877,-37.81358
2020,604,104317,104317,59 Gipps Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.98870,-37.81357
2020,604,104319,104319,63 Gipps Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.98854,-37.81357
2020,604,104850,104850,1135-1141 Hoddle Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,8,144.99021,-37.81440
2020,604,104851,104851,1143 Hoddle Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.99024,-37.81426
2020,604,104852,104852,22 Hayes Lane EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.99025,-37.81421
2020,604,104853,104853,18-20 Hayes Lane EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.99027,-37.81412
2020,604,104856,104856,1157 Hoddle Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.99030,-37.81393
2020,604,104857,104857,1159 Hoddle Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.99031,-37.81387
2020,604,104858,104858,1161 Hoddle Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.99032,-37.81382
2020,604,104999,104999,54 Hotham Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.98849,-37.81422
2020,604,105000,105000,52 Hotham Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.98871,-37.81424
2020,604,105001,105001,50 Hotham Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.98896,-37.81415
2020,604,105002,105002,42-48 Hotham Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,3,144.98919,-37.81417
2020,604,105003,105003,36-38 Hotham Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.98938,-37.81419
2020,604,105004,105004,32-34 Hotham Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.98949,-37.81421
2020,604,105005,105005,24-30 Hotham Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,8,144.98966,-37.81422
2020,604,105006,105006,20-22 Hotham Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,4,144.98982,-37.81424
2020,604,105007,105007,18 Hotham Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.98990,-37.81435
2020,604,108779,108779,104 Simpson Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.98861,-37.81375
2020,604,108780,108780,100-102 Simpson Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.98867,-37.81393
2020,604,108781,108781,96-98 Simpson Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.98865,-37.81404
2020,605,101334,101334,25-27 Burchett Lane EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.98966,-37.81527
2020,605,104290,104290,54-60 George Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.98855,-37.81540
2020,605,104291,104291,52 George Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.98870,-37.81530
2020,605,104292,104292,50 George Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.98878,-37.81531
2020,605,104293,104293,48 George Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.98885,-37.81532
2020,605,104295,104295,42 George Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.98907,-37.81523
2020,605,104297,104297,32-38 George Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,3,144.98924,-37.81536
2020,605,104298,104298,23 Burchett Lane EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.98947,-37.81523
2020,605,104299,104299,24-28 George Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.98944,-37.81545
2020,605,104300,104300,20-22 George Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,3,144.98968,-37.81540
2020,605,104301,104301,16-18 George Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.98973,-37.81549
2020,605,104840,104840,1099-1103 Hoddle Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.98997,-37.81551
2020,605,104841,104841,1105 Hoddle Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.99001,-37.81543
2020,605,104842,104842,1107 Hoddle Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.99002,-37.81538
2020,605,104843,104843,1109 Hoddle Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.99003,-37.81532
2020,605,104844,104844,1111 Hoddle Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.99004,-37.81525
2020,605,104845,104845,1113 Hoddle Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.99005,-37.81520
2020,605,104846,104846,1115 Hoddle Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.99005,-37.81515
2020,605,104847,104847,1117 Hoddle Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.99006,-37.81510
2020,605,104848,104848,1119 Hoddle Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.99007,-37.81505
2020,605,104849,104849,1121 Hoddle Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.99008,-37.81500
2020,605,104932,104932,1-11 Hotham Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,5,144.99010,-37.81487
2020,605,104933,104933,15-21 Burchett Lane EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.98974,-37.81515
2020,605,104934,104934,21-23 Hotham Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,5,144.98978,-37.81492
2020,605,104935,104935,25-27 Hotham Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,12,144.98954,-37.81494
2020,605,104936,104936,29-33 Hotham Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,4,144.98934,-37.81492
2020,605,104937,104937,35-41 Hotham Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.98917,-37.81490
2020,605,104938,104938,43 Hotham Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.98903,-37.81488
2020,605,104939,104939,45 Hotham Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.98894,-37.81485
2020,605,104940,104940,47 Hotham Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.98889,-37.81484
2020,605,104941,104941,49 Hotham Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,2,144.98883,-37.81483
2020,605,104942,104942,51 Hotham Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.98877,-37.81484
2020,605,104943,104943,53 Hotham Street EAST MELBOURNE VIC 3002,East Melbourne,Residential,1,144.98871,-37.81482
